2017.11.23_00:13:49,8.72,9.77,10.49,1.99,2.08,4.12,22.08,2.95,977.05,12.68,15.20,21.07,8.61,9.58,9.47,23.51,59.98,984.23,70.34,N; Tset = 10.60; Ttrue = 016.7; T1 = 24.12; RH1 = 61.75; T2 = 24.01; RH2 = 69.75
2017.11.23_00:14:49,9.03,10.20,10.93,2.99,2.69,4.72,22.84,3.05,1010.68,11.52,13.25,17.72,7.94,8.93,8.28,24.32,50.39,1018.13,53.48,N; Tset = 10.60; Ttrue = 016.9; T1 = 24.91; RH1 = 49.77; T2 = 24.81; RH2 = 53.84
2017.11.23_00:15:57,8.86,9.74,11.12,2.12,1.55,3.59,22.83,3.04,1010.75,14.20,15.42,17.91,8.23,9.04,8.39,24.31,47.29,1018.20,50.80,N; Tset = 11.40; Ttrue = 017.0; T1 = 24.89; RH1 = 48.41; T2 = 24.79; RH2 = 50.03
2017.11.23_00:17:07,8.90,12.04,11.28,2.31,1.60,3.90,22.82,3.03,1010.80,11.97,13.19,18.24,7.45,8.24,8.38,24.30,45.94,1018.23,50.33,N; Tset = 12.40; Ttrue = 017.2; T1 = 24.87; RH1 = 48.31; T2 = 24.77; RH2 = 49.28
2017.11.23_00:18:17,8.85,9.67,11.39,2.14,1.83,3.68,22.82,3.03,1010.78,11.31,12.17,17.11,8.00,8.59,8.28,24.30,45.28,1018.21,50.33,N; Tset = 13.40; Ttrue = 017.3; T1 = 24.85; RH1 = 48.55; T2 = 24.75; RH2 = 49.17
2017.11.23_00:19:27,8.86,10.26,11.33,2.58,1.70,3.70,22.82,3.03,1010.80,15.50,14.95,18.88,7.44,8.01,8.21,24.29,44.84,1018.22,50.29,N; Tset = 14.40; Ttrue = 016.3; T1 = 24.82; RH1 = 48.56; T2 = 24.72; RH2 = 49.17
2017.11.23_00:20:37,8.93,9.92,11.08,2.74,1.79,4.08,22.82,3.03,1010.75,12.54,14.54,17.47,7.71,8.30,8.88,24.28,43.39,1018.19,48.41,N; Tset = 15.40; Ttrue = 015.5; T1 = 24.78; RH1 = 46.58; T2 = 24.69; RH2 = 47.65
2017.11.23_00:21:47,9.20,10.38,11.39,2.57,1.85,3.74,22.82,3.03,1010.77,15.35,14.31,17.93,7.70,8.71,8.58,24.28,41.76,1018.24,46.41,N; Tset = 16.40; Ttrue = 015.8; T1 = 24.75; RH1 = 44.80; T2 = 24.67; RH2 = 45.66
2017.11.23_00:22:57,8.14,9.75,11.79,2.39,1.78,4.09,22.80,3.03,1010.76,13.01,13.70,18.17,7.66,8.03,8.47,24.27,41.03,1018.20,46.04,N; Tset = 17.40; Ttrue = 017.2; T1 = 24.71; RH1 = 44.91; T2 = 24.66; RH2 = 44.94
2017.11.23_00:24:07,8.66,9.99,11.37,1.95,1.99,3.89,22.80,3.03,1010.77,14.08,16.86,19.50,7.30,8.16,8.97,24.26,42.25,1018.22,48.58,N; Tset = 18.40; Ttrue = 018.1; T1 = 24.68; RH1 = 47.85; T2 = 24.66; RH2 = 46.98
2017.11.23_00:25:15,8.53,9.49,11.00,1.93,1.83,3.46,22.80,3.03,1010.70,11.18,14.74,17.74,7.22,7.91,8.67,24.26,43.85,1018.15,51.13,N; Tset = 19.20; Ttrue = 018.9; T1 = 24.66; RH1 = 50.41; T2 = 24.65; RH2 = 49.46
