2017.11.11_07:16:52,13.55,14.72,17.47,2.50,1.99,3.99,24.20,4.24,978.90,13.04,18.03,24.24,12.86,13.61,14.69,25.04,70.52,986.19,77.06,N; Tset = 17.40; Ttrue = 017.7; T1 = 23.84; RH1 = 75.81; T2 = 24.82; RH2 = 79.53
2017.11.11_07:17:52,11.94,15.39,17.36,2.22,1.97,4.71,25.03,4.41,1012.67,11.78,17.43,19.67,5.03,8.00,8.53,25.90,56.79,1020.18,53.14,N; Tset = 17.40; Ttrue = 018.0; T1 = 24.59; RH1 = 54.75; T2 = 25.66; RH2 = 56.45
2017.11.11_07:18:52,13.61,16.01,19.43,3.51,2.75,4.79,25.04,4.43,1012.65,13.59,16.93,20.88,5.66,8.28,8.80,25.88,51.33,1020.17,48.05,N; Tset = 17.40; Ttrue = 018.1; T1 = 24.54; RH1 = 51.25; T2 = 25.66; RH2 = 49.42
2017.11.11_07:19:52,11.94,15.40,20.04,2.98,2.35,4.18,25.04,4.43,1012.66,15.67,16.45,19.65,5.75,8.45,8.18,25.88,49.04,1020.19,46.54,N; Tset = 17.40; Ttrue = 018.3; T1 = 24.51; RH1 = 49.82; T2 = 25.66; RH2 = 47.79
2017.11.11_07:20:54,13.02,15.02,19.31,5.62,3.36,5.14,25.04,4.44,1012.67,13.30,17.27,21.09,5.95,8.06,8.63,25.88,47.69,1020.22,46.00,N; Tset = 17.60; Ttrue = 018.4; T1 = 24.48; RH1 = 49.45; T2 = 25.66; RH2 = 47.12
2017.11.11_07:22:00,13.76,15.89,19.64,3.01,2.29,4.58,25.05,4.44,1012.67,12.69,15.73,23.70,5.15,7.90,9.03,25.88,46.71,1020.23,45.78,N; Tset = 18.20; Ttrue = 017.7; T1 = 24.44; RH1 = 49.42; T2 = 25.66; RH2 = 46.81
2017.11.11_07:23:04,14.13,17.24,22.59,3.59,2.22,5.13,25.05,4.44,1012.67,15.06,17.34,22.34,5.46,8.20,9.20,25.88,45.41,1020.22,44.76,N; Tset = 18.60; Ttrue = 018.4; T1 = 24.37; RH1 = 48.40; T2 = 25.66; RH2 = 45.87
2017.11.11_07:24:10,17.33,18.73,21.50,2.84,2.58,5.67,25.03,4.45,1012.64,15.76,19.12,25.62,5.91,9.17,9.20,25.88,44.63,1020.19,44.59,N; Tset = 19.20; Ttrue = 019.1; T1 = 24.31; RH1 = 48.76; T2 = 25.66; RH2 = 45.36
2017.11.11_07:25:16,15.54,18.52,21.63,2.96,2.24,6.09,25.03,4.46,1012.62,16.49,18.32,25.05,7.64,8.98,9.27,25.88,45.04,1020.17,46.00,N; Tset = 19.80; Ttrue = 019.6; T1 = 24.27; RH1 = 50.68; T2 = 25.65; RH2 = 46.58
2017.11.11_07:26:20,14.59,17.46,19.83,3.53,4.04,5.51,25.03,4.46,1012.61,15.53,18.31,23.75,5.57,8.12,8.97,25.87,45.55,1020.15,47.24,N; Tset = 20.20; Ttrue = 020.0; T1 = 24.22; RH1 = 52.19; T2 = 25.65; RH2 = 47.79
2017.11.11_07:27:26,14.51,18.38,20.38,3.31,3.32,4.68,25.03,4.46,1012.58,14.70,19.02,24.52,6.63,8.02,9.07,25.86,46.07,1020.13,48.34,N; Tset = 20.80; Ttrue = 020.6; T1 = 24.17; RH1 = 53.62; T2 = 25.65; RH2 = 48.82
