2017.11.24_05:46:45,11.79,15.06,18.26,3.30,2.61,4.28,21.24,3.97,977.10,14.05,17.79,24.45,8.25,9.92,9.88,22.44,61.23,984.17,71.89,N; Tset = 10.00; Ttrue = 016.3; T1 = 23.35; RH1 = 62.15; T2 = 22.66; RH2 = 72.18
2017.11.24_05:47:45,12.61,15.43,18.15,3.09,2.62,4.90,21.99,4.09,1010.79,12.11,15.13,20.29,7.04,8.71,9.24,23.21,51.82,1018.11,54.99,N; Tset = 10.00; Ttrue = 016.5; T1 = 24.13; RH1 = 50.28; T2 = 23.40; RH2 = 56.20
2017.11.24_05:48:53,12.55,14.93,18.99,3.05,2.63,4.75,21.99,4.07,1010.77,12.45,16.68,22.27,7.96,8.79,9.29,23.21,48.69,1018.10,52.14,N; Tset = 10.80; Ttrue = 016.7; T1 = 24.10; RH1 = 48.94; T2 = 23.39; RH2 = 52.11
2017.11.24_05:50:05,12.42,15.44,18.52,3.44,2.85,4.38,21.99,4.07,1010.72,15.69,20.40,25.48,9.61,9.48,9.34,23.20,47.35,1018.06,51.63,N; Tset = 12.00; Ttrue = 016.8; T1 = 24.07; RH1 = 48.87; T2 = 23.37; RH2 = 51.26
2017.11.24_05:51:15,12.18,16.32,18.59,3.33,2.73,4.55,21.99,4.05,1010.71,18.66,24.69,31.10,8.77,9.97,9.85,23.19,46.71,1018.03,51.70,N; Tset = 13.00; Ttrue = 016.6; T1 = 24.05; RH1 = 49.16; T2 = 23.36; RH2 = 51.14
2017.11.24_05:52:25,12.25,15.85,18.78,2.98,2.81,5.05,21.99,4.06,1010.69,18.52,22.32,29.16,8.67,10.25,10.28,23.19,46.07,1018.01,51.24,N; Tset = 14.00; Ttrue = 015.6; T1 = 24.01; RH1 = 48.69; T2 = 23.35; RH2 = 50.84
2017.11.24_05:53:35,12.63,15.21,18.88,3.35,2.61,4.79,21.99,4.07,1010.70,18.45,21.01,26.50,8.01,9.50,9.96,23.19,44.32,1018.02,48.98,N; Tset = 15.00; Ttrue = 014.8; T1 = 23.96; RH1 = 46.47; T2 = 23.34; RH2 = 48.84
2017.11.24_05:54:45,12.49,16.17,19.88,3.72,3.05,4.81,21.99,4.07,1010.74,17.55,20.79,27.09,8.15,9.01,8.98,23.19,42.70,1018.05,47.06,N; Tset = 16.00; Ttrue = 015.4; T1 = 23.92; RH1 = 44.82; T2 = 23.33; RH2 = 46.89
2017.11.24_05:55:55,12.54,16.39,19.85,3.38,2.83,5.30,21.99,4.07,1010.77,13.89,20.94,24.75,8.11,8.63,9.14,23.17,42.20,1018.07,47.13,N; Tset = 17.00; Ttrue = 016.8; T1 = 23.87; RH1 = 45.41; T2 = 23.33; RH2 = 46.46
2017.11.24_05:57:05,12.54,16.13,20.04,3.19,2.48,5.29,21.99,4.07,1010.76,15.07,19.94,26.64,7.50,9.35,9.65,23.17,43.63,1018.07,49.93,N; Tset = 18.00; Ttrue = 017.7; T1 = 23.84; RH1 = 48.55; T2 = 23.33; RH2 = 48.85
2017.11.24_05:58:13,12.11,16.75,19.32,3.55,2.97,4.90,21.99,4.07,1010.71,15.08,20.32,25.75,7.56,9.90,9.47,23.17,45.27,1018.01,52.56,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.82; RH1 = 51.17; T2 = 23.32; RH2 = 51.44
2017.11.24_05:59:23,12.46,15.92,18.92,4.26,2.80,4.72,21.99,4.07,1010.70,16.39,20.19,28.04,12.04,9.29,9.30,23.16,46.95,1018.02,55.08,N; Tset = 19.80; Ttrue = 019.5; T1 = 23.80; RH1 = 53.71; T2 = 23.32; RH2 = 53.83
2017.11.24_06:00:31,12.52,15.63,18.90,3.27,2.59,5.30,21.99,4.09,1010.71,17.57,21.20,29.91,8.19,9.47,9.34,23.15,48.77,1018.02,57.75,N; Tset = 20.60; Ttrue = 020.3; T1 = 23.79; RH1 = 56.32; T2 = 23.32; RH2 = 56.37
2017.11.24_06:01:39,12.27,16.44,19.12,3.37,2.67,4.94,22.00,4.09,1010.67,16.00,20.92,26.90,7.59,9.12,9.60,23.15,50.69,1017.99,60.40,N; Tset = 21.40; Ttrue = 021.2; T1 = 23.79; RH1 = 58.95; T2 = 23.32; RH2 = 58.95
2017.11.24_06:02:47,13.12,15.81,18.75,3.57,2.97,5.27,22.01,4.09,1010.69,17.98,20.99,28.53,8.01,9.35,9.21,23.15,52.75,1017.99,63.22,N; Tset = 22.20; Ttrue = 022.0; T1 = 23.79; RH1 = 61.72; T2 = 23.31; RH2 = 61.69
2017.11.24_06:03:55,12.66,16.24,18.87,3.24,2.86,4.75,22.01,4.09,1010.71,15.92,20.21,27.91,7.94,9.60,9.62,23.15,54.93,1018.01,66.13,N; Tset = 23.00; Ttrue = 022.9; T1 = 23.80; RH1 = 64.54; T2 = 23.31; RH2 = 64.52
2017.11.24_06:05:03,12.33,16.15,18.51,3.95,2.89,4.82,22.01,4.09,1010.71,16.35,22.06,29.36,8.07,10.14,10.41,23.15,57.20,1018.01,69.08,N; Tset = 23.80; Ttrue = 023.6; T1 = 23.81; RH1 = 67.40; T2 = 23.30; RH2 = 67.42
2017.11.24_06:06:11,11.85,15.78,18.73,3.40,2.70,4.49,22.01,4.10,1010.71,17.98,28.28,29.80,8.28,9.76,10.42,23.14,59.44,1018.02,71.97,N; Tset = 24.60; Ttrue = 024.4; T1 = 23.82; RH1 = 70.07; T2 = 23.30; RH2 = 70.23
2017.11.24_06:07:19,12.46,16.27,18.96,3.87,3.25,4.82,22.01,4.11,1010.75,17.15,22.10,28.93,8.25,9.66,10.22,23.14,61.68,1018.05,74.86,N; Tset = 25.40; Ttrue = 025.1; T1 = 23.84; RH1 = 72.76; T2 = 23.30; RH2 = 73.04
2017.11.24_06:08:25,13.86,17.04,20.52,3.42,3.08,4.56,22.01,4.11,1010.74,19.89,24.87,33.29,8.21,9.78,10.43,23.14,63.99,1018.06,77.83,N; Tset = 26.00; Ttrue = 025.8; T1 = 23.88; RH1 = 75.53; T2 = 23.31; RH2 = 75.95
2017.11.24_06:09:33,12.87,16.12,20.98,3.46,3.21,4.55,22.01,4.13,1010.79,26.44,31.29,41.67,10.29,11.32,11.86,23.14,66.40,1018.09,80.98,N; Tset = 26.80; Ttrue = 026.6; T1 = 23.93; RH1 = 78.39; T2 = 23.31; RH2 = 78.96
2017.11.24_06:10:41,13.48,17.53,21.62,3.47,2.83,5.67,22.01,4.14,1010.80,26.48,34.97,46.26,10.66,12.13,13.08,23.13,68.86,1018.10,84.21,N; Tset = 27.60; Ttrue = 027.3; T1 = 23.97; RH1 = 81.28; T2 = 23.31; RH2 = 82.01
2017.11.24_06:11:47,14.22,17.56,21.79,3.93,4.54,5.37,22.02,4.15,1010.81,28.30,38.54,49.33,12.95,13.51,13.99,23.13,71.29,1018.12,87.42,N; Tset = 28.20; Ttrue = 028.0; T1 = 24.02; RH1 = 84.12; T2 = 23.32; RH2 = 85.09
2017.11.24_06:12:53,13.95,18.33,20.32,3.81,3.19,5.11,22.03,4.17,1010.80,28.53,39.27,51.61,15.20,15.68,16.93,23.13,73.67,1018.14,90.46,N; Tset = 28.80; Ttrue = 028.6; T1 = 24.07; RH1 = 86.79; T2 = 23.32; RH2 = 88.05
