2017.11.04_02:10:16,31.01,40.98,48.55,6.13,6.28,8.51,22.59,5.30,985.40,37.31,48.67,59.56,14.79,17.59,19.14,23.73,72.46,992.57,78.62,N; Tset = 17.80; Ttrue = 018.3; T1 = 22.60; RH1 = 77.34; T2 = 23.46; RH2 = 81.17
2017.11.04_02:11:16,32.10,42.52,53.41,6.31,6.75,8.89,23.36,5.50,1019.38,33.90,43.14,53.34,6.26,9.19,11.52,24.54,59.32,1026.79,55.77,N; Tset = 17.80; Ttrue = 018.5; T1 = 23.30; RH1 = 57.38; T2 = 24.24; RH2 = 59.32
2017.11.04_02:12:16,32.26,41.95,52.26,6.37,6.17,8.47,23.35,5.55,1019.38,33.82,43.09,51.94,5.80,9.71,11.81,24.52,54.15,1026.78,50.84,N; Tset = 17.80; Ttrue = 018.6; T1 = 23.25; RH1 = 54.18; T2 = 24.23; RH2 = 52.36
2017.11.04_02:13:16,31.19,41.01,49.76,5.58,5.79,11.02,23.35,5.55,1019.38,32.45,41.17,49.76,5.84,10.33,11.58,24.50,51.87,1026.77,49.28,N; Tset = 17.80; Ttrue = 018.7; T1 = 23.21; RH1 = 52.68; T2 = 24.23; RH2 = 50.65
2017.11.04_02:14:16,29.52,37.94,45.02,5.72,5.41,8.95,23.35,5.52,1019.38,30.67,38.44,48.33,6.86,9.87,11.15,24.50,50.49,1026.75,48.59,N; Tset = 17.80; Ttrue = 018.8; T1 = 23.18; RH1 = 52.08; T2 = 24.23; RH2 = 49.93
2017.11.04_02:15:22,28.92,39.05,49.18,5.84,6.02,9.51,23.34,5.48,1019.38,32.05,39.01,48.77,5.53,10.16,12.05,24.49,49.48,1026.76,48.26,N; Tset = 18.40; Ttrue = 018.0; T1 = 23.14; RH1 = 51.82; T2 = 24.22; RH2 = 49.53
2017.11.04_02:16:28,29.89,38.93,46.85,5.80,5.74,9.40,23.33,5.49,1019.35,30.40,38.91,49.35,5.53,9.49,11.58,24.49,48.01,1026.74,46.94,N; Tset = 19.00; Ttrue = 018.6; T1 = 23.08; RH1 = 50.47; T2 = 24.21; RH2 = 48.27
2017.11.04_02:17:32,30.05,38.96,48.52,6.33,6.04,8.89,23.33,5.46,1019.33,30.44,39.05,49.25,6.22,9.07,11.27,24.49,47.16,1026.74,46.65,N; Tset = 19.40; Ttrue = 019.3; T1 = 23.02; RH1 = 50.71; T2 = 24.20; RH2 = 47.65
2017.11.04_02:18:38,30.59,39.34,49.23,5.74,5.38,9.30,23.32,5.46,1019.32,35.27,41.70,51.98,5.60,9.15,11.21,24.47,47.50,1026.74,48.05,N; Tset = 20.00; Ttrue = 019.7; T1 = 22.96; RH1 = 52.61; T2 = 24.20; RH2 = 48.82
2017.11.04_02:19:42,31.04,43.65,49.68,6.93,7.04,10.71,23.31,5.47,1019.32,33.75,39.86,50.17,4.87,9.03,12.10,24.46,48.01,1026.71,49.23,N; Tset = 20.40; Ttrue = 020.2; T1 = 22.90; RH1 = 54.12; T2 = 24.19; RH2 = 49.99
2017.11.04_02:20:46,32.46,40.39,49.14,6.17,6.15,9.23,23.31,5.43,1019.32,34.95,41.93,52.68,5.15,9.14,10.91,24.45,48.50,1026.70,50.34,N; Tset = 20.80; Ttrue = 020.7; T1 = 22.86; RH1 = 55.51; T2 = 24.19; RH2 = 51.00
2017.11.04_02:21:52,31.82,41.58,50.66,5.93,6.26,8.91,23.29,5.34,1019.29,33.35,42.37,51.73,5.48,8.98,11.01,24.43,49.15,1026.69,51.56,N; Tset = 21.40; Ttrue = 021.1; T1 = 22.81; RH1 = 57.04; T2 = 24.18; RH2 = 52.17
2017.11.04_02:22:56,30.59,40.84,48.24,6.59,7.70,9.23,23.29,5.32,1019.31,32.44,42.18,51.93,6.14,9.29,11.78,24.42,49.87,1026.67,52.74,N; Tset = 21.80; Ttrue = 021.6; T1 = 22.75; RH1 = 58.52; T2 = 24.18; RH2 = 53.34
2017.11.04_02:24:00,30.97,41.59,49.98,6.81,6.97,9.01,23.27,5.38,1019.27,33.75,42.14,52.15,5.74,9.04,11.60,24.41,50.68,1026.68,54.05,N; Tset = 22.20; Ttrue = 022.0; T1 = 22.72; RH1 = 60.10; T2 = 24.17; RH2 = 54.56
