2017.11.22_07:36:59,17.67,21.74,26.98,3.82,3.67,6.51,23.35,6.15,976.45,32.03,37.58,48.23,13.82,13.99,14.32,24.53,59.05,983.75,68.83,N; Tset = 10.40; Ttrue = 016.6; T1 = 25.42; RH1 = 59.18; T2 = 24.99; RH2 = 68.62
2017.11.22_07:37:59,19.61,24.04,29.10,5.08,4.17,7.21,24.15,6.36,1010.12,30.72,32.74,40.66,12.46,12.32,12.20,25.38,49.00,1017.67,51.54,N; Tset = 10.40; Ttrue = 016.9; T1 = 26.25; RH1 = 47.16; T2 = 25.82; RH2 = 52.03
2017.11.22_07:39:07,19.71,24.24,28.37,4.66,4.02,7.38,24.17,6.36,1010.16,27.24,34.62,41.22,11.34,12.17,12.70,25.38,45.81,1017.68,48.95,N; Tset = 11.20; Ttrue = 017.1; T1 = 26.23; RH1 = 45.95; T2 = 25.81; RH2 = 48.31
2017.11.22_07:40:17,18.18,22.87,28.43,4.62,3.68,6.46,24.18,6.36,1010.16,31.14,34.78,41.55,11.28,12.07,11.88,25.37,44.40,1017.68,48.52,N; Tset = 12.20; Ttrue = 017.2; T1 = 26.21; RH1 = 45.93; T2 = 25.80; RH2 = 47.55
2017.11.22_07:41:27,18.47,24.12,29.43,4.66,4.47,6.75,24.19,6.37,1010.19,33.66,41.17,49.96,10.75,12.28,12.70,25.37,43.74,1017.70,48.61,N; Tset = 13.20; Ttrue = 017.3; T1 = 26.19; RH1 = 46.22; T2 = 25.80; RH2 = 47.45
2017.11.22_07:42:37,19.58,25.54,28.39,3.90,4.92,6.94,24.19,6.38,1010.22,38.24,45.24,53.73,12.13,13.75,13.82,25.36,43.34,1017.72,48.68,N; Tset = 14.20; Ttrue = 016.4; T1 = 26.16; RH1 = 46.40; T2 = 25.78; RH2 = 47.50
2017.11.22_07:43:47,21.57,25.56,29.32,4.81,5.25,7.08,24.19,6.40,1010.22,26.76,32.25,38.53,10.36,11.37,12.26,25.36,42.04,1017.74,47.04,N; Tset = 15.20; Ttrue = 015.6; T1 = 26.13; RH1 = 44.66; T2 = 25.76; RH2 = 46.21
2017.11.22_07:44:57,21.62,25.03,29.78,4.71,4.93,6.91,24.19,6.40,1010.23,36.51,45.05,48.58,12.56,13.63,15.00,25.36,40.40,1017.77,45.00,N; Tset = 16.20; Ttrue = 015.6; T1 = 26.10; RH1 = 42.83; T2 = 25.75; RH2 = 44.22
2017.11.22_07:46:07,19.47,24.44,28.37,4.94,4.81,7.00,24.19,6.40,1010.22,26.83,31.07,33.87,9.70,11.25,11.70,25.35,39.42,1017.76,44.25,N; Tset = 17.20; Ttrue = 017.0; T1 = 26.07; RH1 = 42.49; T2 = 25.75; RH2 = 43.17
2017.11.22_07:47:17,19.81,24.20,27.92,4.57,4.57,7.41,24.19,6.40,1010.25,22.25,24.55,31.67,8.88,11.24,11.11,25.36,40.34,1017.78,46.41,N; Tset = 18.20; Ttrue = 018.0; T1 = 26.04; RH1 = 45.10; T2 = 25.75; RH2 = 44.80
2017.11.22_07:48:25,18.49,24.35,28.04,4.44,4.21,7.34,24.19,6.41,1010.25,22.28,27.44,33.31,8.50,10.62,11.19,25.36,41.91,1017.79,49.04,N; Tset = 19.00; Ttrue = 018.8; T1 = 26.02; RH1 = 47.73; T2 = 25.75; RH2 = 47.30
2017.11.22_07:49:35,18.15,22.64,27.71,4.47,4.03,6.02,24.19,6.41,1010.29,24.09,27.58,35.58,9.60,10.48,10.79,25.37,43.29,1017.83,51.05,N; Tset = 20.00; Ttrue = 019.7; T1 = 26.01; RH1 = 49.79; T2 = 25.75; RH2 = 49.28
2017.11.22_07:50:43,17.60,22.14,26.36,4.62,4.54,5.76,24.19,6.41,1010.32,26.87,28.80,37.79,8.84,11.13,11.06,25.36,44.87,1017.84,53.38,N; Tset = 20.80; Ttrue = 020.5; T1 = 25.99; RH1 = 52.13; T2 = 25.75; RH2 = 51.40
2017.11.22_07:51:51,17.26,21.97,25.94,4.22,4.06,6.30,24.19,6.42,1010.32,29.29,35.17,40.55,9.78,11.59,11.40,25.36,46.63,1017.85,55.84,N; Tset = 21.60; Ttrue = 021.4; T1 = 25.99; RH1 = 54.59; T2 = 25.76; RH2 = 53.72
2017.11.22_07:52:59,17.95,23.38,25.97,4.14,3.84,6.98,24.19,6.42,1010.31,23.94,27.83,34.56,9.25,11.43,11.41,25.36,48.47,1017.84,58.40,N; Tset = 22.40; Ttrue = 022.2; T1 = 25.99; RH1 = 57.09; T2 = 25.77; RH2 = 56.13
2017.11.22_07:54:07,17.64,24.00,26.50,3.68,3.65,6.69,24.21,6.42,1010.35,23.73,28.09,33.77,8.71,10.40,11.03,25.35,50.46,1017.87,61.06,N; Tset = 23.20; Ttrue = 023.0; T1 = 26.00; RH1 = 59.67; T2 = 25.77; RH2 = 58.66
2017.11.22_07:55:15,16.68,21.23,25.40,4.16,3.54,6.62,24.21,6.44,1010.39,24.61,27.96,35.47,9.29,10.48,11.57,25.36,52.53,1017.90,63.76,N; Tset = 24.00; Ttrue = 023.8; T1 = 26.02; RH1 = 62.25; T2 = 25.78; RH2 = 61.25
2017.11.22_07:56:23,16.36,21.76,25.46,4.22,3.27,5.78,24.21,6.44,1010.42,25.14,32.44,39.40,10.22,11.22,11.64,25.35,54.53,1017.92,66.37,N; Tset = 24.80; Ttrue = 024.5; T1 = 26.04; RH1 = 64.65; T2 = 25.78; RH2 = 63.77
2017.11.22_07:57:31,17.11,21.58,24.93,4.12,3.95,6.54,24.21,6.44,1010.44,26.53,34.10,41.91,11.20,12.22,12.87,25.35,56.56,1017.94,68.95,N; Tset = 25.60; Ttrue = 025.3; T1 = 26.07; RH1 = 67.04; T2 = 25.79; RH2 = 66.23
2017.11.22_07:58:37,17.30,23.16,25.12,3.99,5.39,6.27,24.21,6.45,1010.44,27.81,33.69,40.38,10.43,11.89,12.13,25.35,58.70,1017.96,71.70,N; Tset = 26.20; Ttrue = 026.0; T1 = 26.10; RH1 = 69.59; T2 = 25.79; RH2 = 68.85
2017.11.22_07:59:45,16.60,21.75,25.49,5.54,4.17,6.12,24.21,6.47,1010.44,25.75,35.77,43.54,10.70,12.28,14.19,25.36,60.92,1017.99,74.50,N; Tset = 27.00; Ttrue = 026.8; T1 = 26.15; RH1 = 72.13; T2 = 25.80; RH2 = 71.51
2017.11.22_08:00:51,17.65,21.33,25.21,4.22,3.79,6.06,24.21,6.47,1010.47,25.57,35.45,41.83,9.98,12.49,13.60,25.36,63.15,1017.98,77.38,N; Tset = 27.60; Ttrue = 027.5; T1 = 26.19; RH1 = 74.72; T2 = 25.81; RH2 = 74.26
2017.11.22_08:01:59,16.29,21.78,24.78,4.35,3.60,5.78,24.21,6.48,1010.49,29.77,35.66,44.15,11.46,12.39,12.97,25.37,65.41,1018.00,80.24,N; Tset = 28.40; Ttrue = 028.1; T1 = 26.25; RH1 = 77.24; T2 = 25.81; RH2 = 77.04
2017.11.22_08:03:05,16.74,22.42,25.84,4.34,3.46,6.31,24.22,6.49,1010.52,29.79,37.19,47.19,11.41,13.74,13.28,25.37,67.62,1018.05,83.05,N; Tset = 29.00; Ttrue = 028.8; T1 = 26.32; RH1 = 79.65; T2 = 25.82; RH2 = 79.71
2017.11.22_08:04:11,16.40,21.26,25.86,4.46,3.64,6.38,24.23,6.49,1010.56,33.26,42.32,53.14,12.97,14.45,15.27,25.37,69.84,1018.06,85.86,N; Tset = 29.60; Ttrue = 029.4; T1 = 26.38; RH1 = 82.05; T2 = 25.83; RH2 = 82.38
2017.11.22_08:05:19,16.23,21.18,25.46,4.32,3.92,6.51,24.24,6.49,1010.57,34.92,45.37,55.83,15.06,16.23,16.82,25.37,72.09,1018.09,88.75,N; Tset = 30.40; Ttrue = 030.1; T1 = 26.44; RH1 = 84.50; T2 = 25.84; RH2 = 85.11
