2017.11.03_21:26:32,46.62,58.45,70.86,8.29,8.36,11.98,23.48,4.31,985.03,53.78,64.57,79.66,17.03,20.00,22.12,24.55,71.81,992.28,77.19,N; Tset = 17.20; Ttrue = 017.5; T1 = 23.51; RH1 = 74.77; T2 = 24.30; RH2 = 80.28
2017.11.03_21:27:32,48.90,62.74,78.16,9.60,10.51,12.95,24.29,4.44,1019.03,51.98,65.59,77.48,9.04,13.34,17.16,25.39,57.00,1026.51,52.00,N; Tset = 17.20; Ttrue = 017.8; T1 = 24.24; RH1 = 52.95; T2 = 25.10; RH2 = 55.52
2017.11.03_21:28:32,50.20,68.40,79.42,10.35,10.85,14.20,24.29,4.44,1019.04,55.24,66.40,79.42,9.53,13.56,17.04,25.38,51.36,1026.53,46.86,N; Tset = 17.20; Ttrue = 017.9; T1 = 24.19; RH1 = 49.49; T2 = 25.11; RH2 = 48.38
2017.11.03_21:29:32,52.92,72.17,85.62,10.97,10.72,14.65,24.29,4.41,1019.05,61.88,70.11,82.33,10.14,14.25,16.31,25.38,48.84,1026.56,45.23,N; Tset = 17.20; Ttrue = 018.0; T1 = 24.15; RH1 = 47.94; T2 = 25.12; RH2 = 46.62
2017.11.03_21:30:34,53.83,69.48,87.20,11.16,11.21,14.56,24.29,4.40,1019.08,53.54,73.35,83.47,9.16,13.68,16.11,25.38,47.34,1026.58,44.63,N; Tset = 17.40; Ttrue = 018.1; T1 = 24.11; RH1 = 47.51; T2 = 25.12; RH2 = 45.90
2017.11.03_21:31:40,52.78,70.61,84.81,9.33,10.33,14.56,24.29,4.38,1019.11,56.00,67.60,85.98,10.03,13.42,16.65,25.38,46.23,1026.59,44.32,N; Tset = 18.00; Ttrue = 017.6; T1 = 24.06; RH1 = 47.41; T2 = 25.12; RH2 = 45.50
2017.11.03_21:32:46,53.30,66.89,80.35,9.06,9.28,13.68,24.29,4.37,1019.15,55.12,67.92,82.01,9.31,13.57,15.30,25.38,44.87,1026.63,43.31,N; Tset = 18.60; Ttrue = 018.5; T1 = 24.00; RH1 = 46.49; T2 = 25.12; RH2 = 44.49
2017.11.03_21:33:52,50.51,64.57,78.98,8.74,9.43,13.38,24.30,4.43,1019.17,53.22,63.29,77.94,10.10,13.79,16.16,25.38,44.34,1026.65,43.63,N; Tset = 19.20; Ttrue = 019.1; T1 = 23.93; RH1 = 47.42; T2 = 25.12; RH2 = 44.45
2017.11.03_21:34:58,50.39,63.95,78.55,8.61,9.12,12.17,24.30,4.43,1019.17,51.59,62.29,77.93,8.81,12.59,15.98,25.38,44.83,1026.68,45.12,N; Tset = 19.80; Ttrue = 019.5; T1 = 23.87; RH1 = 49.38; T2 = 25.11; RH2 = 45.84
2017.11.03_21:36:02,49.99,65.31,85.12,9.51,10.57,13.53,24.29,4.42,1019.19,52.87,66.60,82.05,9.41,12.90,16.20,25.38,45.27,1026.70,46.24,N; Tset = 20.20; Ttrue = 020.1; T1 = 23.82; RH1 = 50.78; T2 = 25.11; RH2 = 46.95
2017.11.03_21:37:08,50.73,66.10,80.43,9.30,10.33,13.12,24.29,4.40,1019.20,51.26,65.08,81.98,8.79,12.71,15.96,25.38,45.80,1026.70,47.36,N; Tset = 20.80; Ttrue = 020.6; T1 = 23.76; RH1 = 52.27; T2 = 25.11; RH2 = 48.00
2017.11.03_21:38:12,49.33,61.96,79.83,10.13,10.89,13.82,24.29,4.37,1019.21,50.62,62.25,75.58,9.49,12.93,15.97,25.37,46.49,1026.73,48.63,N; Tset = 21.20; Ttrue = 021.1; T1 = 23.72; RH1 = 53.88; T2 = 25.11; RH2 = 49.21
2017.11.03_21:39:18,56.07,69.65,84.12,10.77,10.72,15.00,24.29,4.38,1019.24,56.93,67.24,82.99,9.80,14.14,15.90,25.38,47.26,1026.74,49.83,N; Tset = 21.80; Ttrue = 021.6; T1 = 23.67; RH1 = 55.46; T2 = 25.11; RH2 = 50.38
2017.11.03_21:40:22,59.33,75.58,88.46,11.03,12.16,15.52,24.29,4.38,1019.26,62.31,75.58,88.86,10.28,14.40,16.82,25.37,48.06,1026.77,51.07,N; Tset = 22.20; Ttrue = 022.0; T1 = 23.62; RH1 = 56.99; T2 = 25.11; RH2 = 51.60
2017.11.03_21:41:26,53.07,67.12,81.81,10.18,11.80,15.89,24.29,4.35,1019.27,56.87,67.99,79.98,8.83,12.96,15.71,25.36,48.88,1026.78,52.32,N; Tset = 22.60; Ttrue = 022.5; T1 = 23.58; RH1 = 58.49; T2 = 25.11; RH2 = 52.80
2017.11.03_21:42:30,51.30,69.21,83.43,10.15,11.23,15.67,24.29,4.31,1019.28,59.67,65.32,81.94,9.36,13.26,15.98,25.36,49.75,1026.80,53.55,N; Tset = 23.00; Ttrue = 022.9; T1 = 23.55; RH1 = 60.00; T2 = 25.12; RH2 = 54.02
2017.11.03_21:43:36,55.80,75.50,88.74,10.75,12.22,15.32,24.29,4.29,1019.32,60.38,69.69,90.48,9.08,13.47,17.41,25.36,50.64,1026.81,54.77,N; Tset = 23.60; Ttrue = 023.4; T1 = 23.52; RH1 = 61.49; T2 = 25.11; RH2 = 55.26
2017.11.03_21:44:40,56.97,73.02,92.18,12.35,12.24,15.17,24.29,4.30,1019.31,58.15,75.18,88.20,10.36,14.91,17.08,25.36,51.57,1026.81,55.99,N; Tset = 24.00; Ttrue = 023.8; T1 = 23.50; RH1 = 62.96; T2 = 25.10; RH2 = 56.50
2017.11.03_21:45:44,56.63,72.72,86.51,10.89,10.98,13.72,24.29,4.28,1019.32,57.18,70.16,86.08,13.03,14.16,16.46,25.35,52.50,1026.81,57.22,N; Tset = 24.40; Ttrue = 024.2; T1 = 23.48; RH1 = 64.42; T2 = 25.10; RH2 = 57.74
