2017.11.25_07:08:35,71.67,103.87,130.00,15.98,17.05,22.10,22.58,11.10,969.74,139.72,175.58,216.51,28.74,32.50,35.73,23.54,60.48,976.95,70.11,N; Tset = 10.00; Ttrue = 015.6; T1 = 24.32; RH1 = 60.52; T2 = 23.81; RH2 = 70.86
2017.11.25_07:09:35,75.47,108.54,136.62,17.60,18.37,22.73,23.36,11.47,1003.19,122.29,159.65,197.03,27.32,31.26,35.90,24.37,50.07,1010.66,52.04,N; Tset = 10.00; Ttrue = 015.9; T1 = 25.14; RH1 = 47.68; T2 = 24.62; RH2 = 53.33
2017.11.25_07:10:35,77.10,108.22,135.60,16.94,18.93,23.99,23.36,11.47,1003.25,124.56,160.47,198.66,26.95,31.25,35.79,24.36,46.76,1010.70,49.22,N; Tset = 10.00; Ttrue = 016.1; T1 = 25.13; RH1 = 46.27; T2 = 24.63; RH2 = 49.21
2017.11.25_07:11:39,75.61,107.06,137.98,16.66,19.05,22.79,23.36,11.46,1003.32,121.75,158.15,193.76,26.68,30.82,34.46,24.37,45.40,1010.78,48.70,N; Tset = 10.40; Ttrue = 016.2; T1 = 25.13; RH1 = 46.14; T2 = 24.64; RH2 = 48.30
2017.11.25_07:12:45,77.60,107.74,137.89,17.03,18.38,22.76,23.36,11.45,1003.37,111.45,146.30,179.24,24.97,29.14,31.55,24.37,44.62,1010.80,48.68,N; Tset = 11.00; Ttrue = 016.4; T1 = 25.12; RH1 = 46.35; T2 = 24.65; RH2 = 48.08
2017.11.25_07:13:53,77.87,108.59,138.26,16.65,18.51,22.16,23.36,11.45,1003.33,110.38,143.03,180.16,24.66,28.22,31.85,24.38,44.17,1010.78,48.80,N; Tset = 11.80; Ttrue = 015.9; T1 = 25.10; RH1 = 46.67; T2 = 24.65; RH2 = 48.12
2017.11.25_07:14:59,78.49,106.81,137.33,16.57,18.37,22.42,23.36,11.45,1003.31,107.88,140.52,177.74,25.72,28.29,31.36,24.38,43.37,1010.76,48.06,N; Tset = 12.40; Ttrue = 015.0; T1 = 25.08; RH1 = 45.80; T2 = 24.64; RH2 = 47.63
2017.11.25_07:16:07,76.23,107.37,135.80,16.21,18.10,21.99,23.36,11.45,1003.33,110.06,140.32,174.62,27.16,28.05,31.39,24.39,41.76,1010.78,46.00,N; Tset = 13.20; Ttrue = 014.3; T1 = 25.04; RH1 = 43.86; T2 = 24.64; RH2 = 45.70
2017.11.25_07:17:13,76.36,104.65,134.52,16.40,17.55,22.50,23.38,11.45,1003.38,110.43,140.63,171.31,25.87,27.38,30.56,24.41,40.32,1010.85,44.28,N; Tset = 13.80; Ttrue = 013.7; T1 = 25.02; RH1 = 42.38; T2 = 24.64; RH2 = 44.01
2017.11.25_07:18:19,75.01,106.86,131.60,16.08,17.28,22.39,23.38,11.45,1003.41,113.73,142.44,178.85,25.59,27.72,31.21,24.41,39.01,1010.89,42.85,N; Tset = 14.40; Ttrue = 014.0; T1 = 24.99; RH1 = 41.11; T2 = 24.64; RH2 = 42.53
2017.11.25_07:19:25,73.76,105.66,134.80,15.70,17.91,23.10,23.38,11.46,1003.41,112.58,146.00,178.65,26.47,28.45,31.78,24.41,38.32,1010.89,42.49,N; Tset = 15.00; Ttrue = 014.9; T1 = 24.97; RH1 = 41.12; T2 = 24.64; RH2 = 41.87
2017.11.25_07:20:31,74.29,104.40,133.27,16.05,17.77,22.19,23.38,11.47,1003.38,106.66,145.70,176.25,25.66,28.68,32.45,24.41,38.90,1010.87,43.95,N; Tset = 15.60; Ttrue = 015.4; T1 = 24.94; RH1 = 42.87; T2 = 24.65; RH2 = 43.02
2017.11.25_07:21:37,75.11,104.82,133.92,16.84,17.98,21.94,23.38,11.47,1003.38,109.16,143.14,175.62,25.76,29.59,30.64,24.42,39.67,1010.85,45.34,N; Tset = 16.20; Ttrue = 016.0; T1 = 24.91; RH1 = 44.32; T2 = 24.66; RH2 = 44.41
2017.11.25_07:22:43,75.39,104.15,132.93,16.65,17.65,22.03,23.38,11.48,1003.34,112.92,143.83,177.85,25.08,27.69,32.04,24.43,40.42,1010.83,46.60,N; Tset = 16.80; Ttrue = 016.6; T1 = 24.89; RH1 = 45.68; T2 = 24.66; RH2 = 45.58
2017.11.25_07:23:49,75.05,105.04,133.24,15.90,17.62,22.60,23.38,11.49,1003.35,115.59,146.24,184.45,27.23,28.45,33.83,24.43,41.36,1010.82,48.06,N; Tset = 17.40; Ttrue = 017.2; T1 = 24.88; RH1 = 47.20; T2 = 24.67; RH2 = 46.94
2017.11.25_07:24:53,73.11,102.11,131.07,16.32,17.36,22.76,23.38,11.49,1003.40,114.16,144.94,179.27,26.71,28.22,33.70,24.43,42.31,1010.85,49.46,N; Tset = 17.80; Ttrue = 017.7; T1 = 24.87; RH1 = 48.63; T2 = 24.68; RH2 = 48.28
2017.11.25_07:25:59,76.23,102.94,131.55,16.89,17.12,21.40,23.38,11.49,1003.42,114.38,149.46,179.00,25.39,28.37,32.15,24.43,43.30,1010.90,50.82,N; Tset = 18.40; Ttrue = 018.2; T1 = 24.86; RH1 = 50.02; T2 = 24.68; RH2 = 49.60
2017.11.25_07:27:03,74.41,103.37,134.55,15.52,17.00,22.31,23.38,11.49,1003.49,117.78,151.97,185.14,26.52,29.76,33.02,24.45,44.34,1010.95,52.21,N; Tset = 18.80; Ttrue = 018.7; T1 = 24.85; RH1 = 51.47; T2 = 24.68; RH2 = 50.95
2017.11.25_07:28:09,77.47,104.86,132.46,16.36,17.30,22.00,23.39,11.49,1003.54,123.06,159.07,190.74,27.01,31.01,34.35,24.45,45.38,1011.01,53.60,N; Tset = 19.40; Ttrue = 019.2; T1 = 24.85; RH1 = 52.86; T2 = 24.69; RH2 = 52.30
2017.11.25_07:29:13,74.77,107.06,133.06,16.47,17.53,21.57,23.40,11.49,1003.58,128.92,160.11,193.49,31.40,31.89,36.61,24.45,46.45,1011.04,55.02,N; Tset = 19.80; Ttrue = 019.7; T1 = 24.86; RH1 = 54.24; T2 = 24.69; RH2 = 53.67
2017.11.25_07:30:19,74.65,105.12,133.32,16.26,18.83,22.09,23.40,11.49,1003.60,130.60,163.22,199.20,29.86,30.87,35.02,24.45,47.57,1011.06,56.49,N; Tset = 20.40; Ttrue = 020.2; T1 = 24.86; RH1 = 55.68; T2 = 24.70; RH2 = 55.07
2017.11.25_07:31:23,76.73,106.66,136.84,18.39,18.28,21.84,23.39,11.51,1003.59,130.41,166.75,208.82,28.82,31.22,37.37,24.46,48.70,1011.06,57.90,N; Tset = 20.80; Ttrue = 020.7; T1 = 24.87; RH1 = 57.09; T2 = 24.70; RH2 = 56.49
2017.11.25_07:32:27,76.29,105.49,136.32,16.47,18.04,22.75,23.40,11.50,1003.58,128.44,165.93,206.21,27.53,33.16,34.91,24.46,49.83,1011.04,59.33,N; Tset = 21.20; Ttrue = 021.1; T1 = 24.88; RH1 = 58.43; T2 = 24.71; RH2 = 57.88
2017.11.25_07:33:33,77.40,106.25,135.11,17.59,18.84,22.34,23.40,11.50,1003.57,128.61,167.36,212.81,27.59,32.26,35.30,24.47,50.97,1011.03,60.76,N; Tset = 21.80; Ttrue = 021.6; T1 = 24.90; RH1 = 59.81; T2 = 24.71; RH2 = 59.28
2017.11.25_07:34:37,77.54,107.98,136.39,16.35,18.04,22.74,23.40,11.50,1003.58,129.89,169.37,208.49,28.34,31.44,35.26,24.47,52.14,1011.05,62.24,N; Tset = 22.20; Ttrue = 022.0; T1 = 24.92; RH1 = 61.19; T2 = 24.71; RH2 = 60.73
2017.11.25_07:35:41,79.18,108.84,136.90,16.68,18.66,23.89,23.40,11.49,1003.61,136.78,175.98,217.94,31.29,33.14,37.01,24.47,53.30,1011.07,63.67,N; Tset = 22.60; Ttrue = 022.4; T1 = 24.95; RH1 = 62.49; T2 = 24.71; RH2 = 62.14
2017.11.25_07:36:45,79.05,106.75,139.03,17.91,18.69,23.83,23.40,11.51,1003.61,144.73,182.71,227.64,30.97,35.20,37.98,24.49,54.48,1011.09,65.06,N; Tset = 23.00; Ttrue = 022.9; T1 = 24.97; RH1 = 63.83; T2 = 24.72; RH2 = 63.53
2017.11.25_07:37:49,79.76,110.25,139.82,16.58,19.40,23.45,23.41,11.51,1003.60,145.88,186.61,226.82,30.67,33.92,39.34,24.49,55.69,1011.06,66.53,N; Tset = 23.40; Ttrue = 023.3; T1 = 24.99; RH1 = 65.16; T2 = 24.72; RH2 = 64.96
2017.11.25_07:38:53,80.00,111.46,141.31,18.25,19.49,24.07,23.42,11.51,1003.59,151.58,191.23,231.52,31.54,34.27,38.53,24.49,56.87,1011.07,67.96,N; Tset = 23.80; Ttrue = 023.6; T1 = 25.02; RH1 = 66.42; T2 = 24.73; RH2 = 66.38
2017.11.25_07:39:57,79.87,110.52,139.79,17.58,19.08,23.55,23.42,11.52,1003.59,151.83,191.02,231.74,30.20,34.04,37.68,24.49,58.05,1011.08,69.39,N; Tset = 24.20; Ttrue = 024.1; T1 = 25.07; RH1 = 67.64; T2 = 24.73; RH2 = 67.76
2017.11.25_07:41:01,79.94,113.61,142.10,16.85,19.59,23.33,23.42,11.53,1003.66,143.04,182.43,225.92,29.43,33.59,38.00,24.49,59.24,1011.12,70.86,N; Tset = 24.60; Ttrue = 024.5; T1 = 25.10; RH1 = 68.92; T2 = 24.73; RH2 = 69.19
2017.11.25_07:42:05,81.73,111.54,139.71,18.54,19.44,23.77,23.42,11.53,1003.67,149.63,195.27,240.90,31.19,33.80,38.40,24.48,60.45,1011.12,72.34,N; Tset = 25.00; Ttrue = 024.8; T1 = 25.14; RH1 = 70.18; T2 = 24.74; RH2 = 70.63
2017.11.25_07:43:09,82.46,110.75,145.25,18.38,19.42,23.69,23.42,11.53,1003.66,154.51,196.16,245.05,32.86,39.21,39.76,24.49,61.66,1011.12,73.82,N; Tset = 25.40; Ttrue = 025.2; T1 = 25.20; RH1 = 71.41; T2 = 24.73; RH2 = 72.07
2017.11.25_07:44:13,82.51,113.45,143.89,18.31,19.97,24.24,23.42,11.54,1003.64,160.96,199.87,240.91,33.16,36.20,39.16,24.50,62.86,1011.10,75.23,N; Tset = 25.80; Ttrue = 025.6; T1 = 25.25; RH1 = 72.62; T2 = 24.74; RH2 = 73.50
2017.11.25_07:45:15,84.63,114.60,140.66,19.49,18.57,24.25,23.42,11.55,1003.62,156.78,202.16,246.51,30.76,35.57,38.06,24.50,64.08,1011.08,76.71,N; Tset = 26.00; Ttrue = 025.9; T1 = 25.29; RH1 = 73.86; T2 = 24.74; RH2 = 74.94
2017.11.25_07:46:19,81.93,115.44,146.37,17.31,19.64,23.98,23.42,11.55,1003.58,155.55,200.32,252.23,32.11,37.72,39.93,24.50,65.28,1011.07,78.19,N; Tset = 26.40; Ttrue = 026.3; T1 = 25.35; RH1 = 75.04; T2 = 24.75; RH2 = 76.37
2017.11.25_07:47:23,82.23,113.80,146.50,17.52,20.41,23.73,23.41,11.55,1003.57,158.31,211.67,263.45,31.98,36.14,40.58,24.51,66.47,1011.05,79.65,N; Tset = 26.80; Ttrue = 026.6; T1 = 25.39; RH1 = 76.21; T2 = 24.75; RH2 = 77.80
2017.11.25_07:48:27,83.96,116.31,146.73,17.79,20.34,24.87,23.42,11.57,1003.57,161.74,218.51,276.49,33.68,37.48,42.10,24.51,67.68,1011.07,81.12,N; Tset = 27.20; Ttrue = 027.0; T1 = 25.44; RH1 = 77.41; T2 = 24.75; RH2 = 79.21
2017.11.25_07:49:29,84.28,113.71,144.39,17.65,19.30,24.19,23.42,11.57,1003.60,173.41,227.29,281.59,34.19,37.71,43.88,24.52,68.90,1011.08,82.56,N; Tset = 27.40; Ttrue = 027.3; T1 = 25.50; RH1 = 78.58; T2 = 24.75; RH2 = 80.66
2017.11.25_07:50:33,83.56,117.56,145.25,17.18,19.44,23.86,23.42,11.57,1003.60,182.65,232.23,288.78,35.39,39.49,45.05,24.53,70.10,1011.09,84.00,N; Tset = 27.80; Ttrue = 027.6; T1 = 25.56; RH1 = 79.71; T2 = 24.76; RH2 = 82.08
2017.11.25_07:51:35,84.63,118.55,145.75,18.07,19.86,25.23,23.42,11.57,1003.62,182.45,235.59,292.04,37.38,40.52,44.60,24.53,71.26,1011.09,85.46,N; Tset = 28.00; Ttrue = 028.0; T1 = 25.62; RH1 = 80.80; T2 = 24.76; RH2 = 83.49
2017.11.25_07:52:39,83.62,117.01,152.12,18.14,19.35,24.17,23.41,11.57,1003.64,194.88,245.90,310.63,39.80,44.13,47.29,24.53,72.45,1011.12,86.93,N; Tset = 28.40; Ttrue = 028.3; T1 = 25.68; RH1 = 81.95; T2 = 24.76; RH2 = 84.89
2017.11.25_07:53:43,84.29,117.76,155.00,18.44,19.40,25.18,23.42,11.59,1003.66,195.37,253.32,316.04,41.38,44.19,47.77,24.53,73.64,1011.13,88.39,N; Tset = 28.80; Ttrue = 028.6; T1 = 25.73; RH1 = 83.07; T2 = 24.77; RH2 = 86.31
2017.11.25_07:54:45,86.52,118.49,150.07,18.18,19.36,26.10,23.42,11.59,1003.70,198.58,256.91,325.21,42.15,47.04,50.76,24.54,74.80,1011.16,89.75,N; Tset = 29.00; Ttrue = 028.9; T1 = 25.78; RH1 = 84.16; T2 = 24.77; RH2 = 87.74
2017.11.25_07:55:49,88.38,119.61,150.79,18.86,20.40,24.34,23.42,11.61,1003.71,207.51,266.07,333.41,45.43,46.68,52.16,24.55,75.98,1011.17,91.18,N; Tset = 29.40; Ttrue = 029.2; T1 = 25.84; RH1 = 85.23; T2 = 24.77; RH2 = 89.11
