2017.11.01_03:01:10,255.10,362.54,459.16,45.91,52.19,57.81,26.74,7.44,968.89,411.28,532.90,644.89,61.18,66.76,77.44,27.23,72.53,976.55,78.11,N; Tset = 20.20; Ttrue = 020.7; T1 = 26.27; RH1 = 75.26; T2 = 26.69; RH2 = 82.52
2017.11.01_03:02:10,262.29,369.21,474.34,50.46,52.63,60.23,27.66,7.71,1002.32,306.92,399.05,495.38,43.71,50.41,60.42,28.16,58.53,1010.22,54.73,N; Tset = 20.20; Ttrue = 021.0; T1 = 27.12; RH1 = 55.62; T2 = 27.57; RH2 = 59.10
2017.11.01_03:03:10,267.52,368.79,474.30,50.53,50.89,61.44,27.66,7.71,1002.32,306.19,405.16,493.22,45.60,51.23,60.79,28.15,53.22,1010.23,49.84,N; Tset = 20.20; Ttrue = 021.1; T1 = 27.07; RH1 = 52.26; T2 = 27.58; RH2 = 52.31
2017.11.01_03:04:10,268.05,369.81,474.58,48.36,51.39,59.68,27.66,7.72,1002.37,305.18,405.02,499.05,46.08,53.48,62.59,28.13,50.93,1010.25,48.45,N; Tset = 20.20; Ttrue = 021.2; T1 = 27.03; RH1 = 50.94; T2 = 27.59; RH2 = 50.69
2017.11.01_03:05:12,264.28,368.92,474.78,50.67,53.42,61.10,27.66,7.73,1002.41,301.67,402.42,497.16,45.76,55.09,62.24,28.13,49.55,1010.28,47.93,N; Tset = 20.40; Ttrue = 021.3; T1 = 26.99; RH1 = 50.64; T2 = 27.60; RH2 = 50.00
2017.11.01_03:06:18,264.33,369.37,473.75,47.40,51.19,62.03,27.66,7.74,1002.43,299.87,397.65,493.34,45.16,51.94,61.10,28.13,48.59,1010.28,47.77,N; Tset = 21.00; Ttrue = 021.0; T1 = 26.94; RH1 = 50.75; T2 = 27.60; RH2 = 49.71
2017.11.01_03:07:24,271.85,374.13,477.16,48.83,52.55,60.21,27.66,7.73,1002.38,305.71,407.41,491.38,46.98,52.26,61.06,28.13,47.67,1010.28,47.34,N; Tset = 21.60; Ttrue = 021.1; T1 = 26.88; RH1 = 50.44; T2 = 27.60; RH2 = 49.28
2017.11.01_03:08:30,266.68,376.25,472.63,48.24,52.41,60.01,27.66,7.71,1002.37,302.83,400.02,494.45,44.57,50.69,61.72,28.13,46.60,1010.26,46.61,N; Tset = 22.20; Ttrue = 022.0; T1 = 26.81; RH1 = 50.03; T2 = 27.59; RH2 = 48.38
2017.11.01_03:09:34,264.25,370.01,469.76,47.81,53.55,60.67,27.64,7.71,1002.36,307.33,405.31,491.32,44.88,50.91,59.89,28.13,46.75,1010.25,47.72,N; Tset = 22.60; Ttrue = 022.5; T1 = 26.75; RH1 = 51.77; T2 = 27.59; RH2 = 49.17
2017.11.01_03:10:40,267.04,370.93,473.08,48.29,51.87,59.85,27.64,7.71,1002.36,308.24,402.31,494.88,50.23,55.11,60.92,28.11,47.41,1010.25,49.18,N; Tset = 23.20; Ttrue = 023.0; T1 = 26.69; RH1 = 53.56; T2 = 27.59; RH2 = 50.55
2017.11.01_03:11:44,263.34,371.08,466.12,48.55,52.64,59.93,27.64,7.73,1002.37,309.48,404.84,494.65,47.19,54.07,59.45,28.11,47.99,1010.24,50.29,N; Tset = 23.60; Ttrue = 023.5; T1 = 26.64; RH1 = 54.99; T2 = 27.58; RH2 = 51.68
2017.11.01_03:12:50,267.35,366.72,473.43,52.90,54.36,60.37,27.64,7.73,1002.37,310.91,417.53,501.06,55.31,54.53,62.47,28.11,48.68,1010.25,51.48,N; Tset = 24.20; Ttrue = 024.0; T1 = 26.60; RH1 = 56.53; T2 = 27.57; RH2 = 52.84
2017.11.01_03:13:54,264.29,367.60,467.29,51.86,51.13,61.19,27.62,7.73,1002.39,308.08,412.50,497.03,44.88,52.43,62.14,28.09,49.49,1010.26,52.81,N; Tset = 24.60; Ttrue = 024.4; T1 = 26.55; RH1 = 58.11; T2 = 27.56; RH2 = 54.13
