2017.11.22_19:21:17,9.78,11.34,11.93,2.88,2.04,3.91,22.95,3.14,976.41,16.40,17.40,22.52,9.90,10.29,10.35,24.12,61.06,983.63,71.86,N; Tset = 14.20; Ttrue = 018.9; T1 = 24.68; RH1 = 63.81; T2 = 24.54; RH2 = 71.02
2017.11.22_19:22:17,10.09,11.93,12.97,3.50,2.19,4.18,23.73,3.27,1010.11,13.66,18.27,22.62,9.02,9.67,10.38,24.93,53.09,1017.58,57.36,N; Tset = 14.20; Ttrue = 019.1; T1 = 25.51; RH1 = 53.80; T2 = 25.36; RH2 = 57.54
2017.11.22_19:23:21,10.79,12.11,13.54,3.05,2.57,4.10,23.72,3.27,1010.14,16.06,18.43,22.68,8.31,10.20,9.58,24.93,50.46,1017.59,55.03,N; Tset = 14.60; Ttrue = 019.2; T1 = 25.49; RH1 = 52.61; T2 = 25.35; RH2 = 54.27
2017.11.22_19:24:31,10.28,11.60,13.41,2.82,1.91,4.67,23.71,3.27,1010.09,16.56,19.99,20.52,8.27,9.81,10.13,24.91,49.32,1017.56,54.64,N; Tset = 15.60; Ttrue = 019.3; T1 = 25.49; RH1 = 52.49; T2 = 25.33; RH2 = 53.59
2017.11.22_19:25:41,9.89,11.50,12.88,2.82,2.58,4.39,23.70,3.29,1010.12,15.95,18.25,23.25,8.71,9.67,9.58,24.91,48.76,1017.59,54.67,N; Tset = 16.60; Ttrue = 019.3; T1 = 25.47; RH1 = 52.73; T2 = 25.32; RH2 = 53.50
2017.11.22_19:26:51,9.80,12.26,13.53,2.79,2.27,4.38,23.70,3.29,1010.07,17.02,16.12,18.01,8.34,9.05,9.27,24.91,48.28,1017.49,54.41,N; Tset = 17.60; Ttrue = 018.2; T1 = 25.46; RH1 = 52.45; T2 = 25.30; RH2 = 53.38
2017.11.22_19:27:59,10.03,13.00,13.97,2.47,2.57,4.04,23.69,3.30,1009.91,15.74,14.81,21.22,8.22,9.49,12.33,24.91,46.68,1017.41,52.24,N; Tset = 18.40; Ttrue = 017.8; T1 = 25.43; RH1 = 50.23; T2 = 25.28; RH2 = 51.52
2017.11.22_19:29:07,10.53,12.58,13.16,6.16,2.36,4.03,23.68,3.31,1010.06,15.41,21.75,25.03,8.68,9.85,9.99,24.91,45.25,1017.59,50.66,N; Tset = 19.20; Ttrue = 019.0; T1 = 25.41; RH1 = 48.97; T2 = 25.27; RH2 = 49.77
2017.11.22_19:30:15,10.51,11.57,13.48,2.63,2.25,4.11,23.68,3.31,1010.04,18.38,18.03,24.29,8.40,9.51,9.67,24.90,45.65,1017.52,52.08,N; Tset = 20.00; Ttrue = 019.9; T1 = 25.39; RH1 = 50.93; T2 = 25.26; RH2 = 50.62
2017.11.22_19:31:25,9.99,11.79,13.34,2.90,1.98,4.24,23.66,3.31,1010.02,14.56,15.49,20.89,8.56,9.19,8.60,24.89,47.20,1017.48,54.82,N; Tset = 21.00; Ttrue = 020.6; T1 = 25.38; RH1 = 53.72; T2 = 25.26; RH2 = 53.15
2017.11.22_19:32:33,9.90,12.11,13.20,2.83,2.26,4.65,23.65,3.31,1010.09,13.41,18.92,20.56,9.05,9.40,9.40,24.90,48.67,1017.57,57.08,N; Tset = 21.80; Ttrue = 021.5; T1 = 25.37; RH1 = 56.01; T2 = 25.27; RH2 = 55.32
