2017.11.24_04:02:21,13.39,11.53,13.19,2.81,1.81,4.00,20.98,3.77,977.24,13.08,17.84,23.30,8.47,10.62,9.99,22.43,61.29,984.31,72.01,N; Tset = 10.00; Ttrue = 016.3; T1 = 23.16; RH1 = 62.87; T2 = 22.81; RH2 = 71.71
2017.11.24_04:03:21,9.65,11.75,14.01,3.10,1.96,4.18,21.70,3.90,1010.91,11.45,15.00,20.50,7.32,8.72,8.70,23.19,51.90,1018.23,55.14,N; Tset = 10.00; Ttrue = 016.5; T1 = 23.93; RH1 = 50.84; T2 = 23.58; RH2 = 55.82
2017.11.24_04:04:29,9.52,11.54,14.27,2.79,2.10,3.93,21.70,3.91,1010.92,13.18,14.84,20.22,7.40,8.88,9.09,23.18,48.78,1018.22,52.30,N; Tset = 10.80; Ttrue = 016.7; T1 = 23.90; RH1 = 49.44; T2 = 23.56; RH2 = 51.76
2017.11.24_04:05:41,9.63,11.76,13.64,2.65,1.50,4.05,21.70,3.91,1010.92,11.57,15.05,19.96,7.39,8.09,8.83,23.17,47.44,1018.24,51.79,N; Tset = 12.00; Ttrue = 016.8; T1 = 23.89; RH1 = 49.35; T2 = 23.53; RH2 = 50.94
2017.11.24_04:06:51,9.44,11.94,13.70,2.95,1.90,3.73,21.70,3.92,1010.88,11.05,15.43,20.01,7.19,8.23,8.40,23.17,46.81,1018.18,51.78,N; Tset = 13.00; Ttrue = 016.7; T1 = 23.86; RH1 = 49.59; T2 = 23.50; RH2 = 50.84
2017.11.24_04:08:01,9.56,11.55,13.99,2.88,2.02,4.43,21.70,3.92,1010.85,11.76,15.40,19.52,7.44,8.39,8.69,23.17,46.16,1018.13,51.33,N; Tset = 14.00; Ttrue = 015.6; T1 = 23.83; RH1 = 49.15; T2 = 23.47; RH2 = 50.60
2017.11.24_04:09:11,9.88,11.58,14.10,2.87,1.63,4.07,21.70,3.92,1010.87,12.00,16.18,20.06,7.18,8.82,8.84,23.17,44.42,1018.16,49.06,N; Tset = 15.00; Ttrue = 014.8; T1 = 23.79; RH1 = 46.90; T2 = 23.44; RH2 = 48.62
2017.11.24_04:10:21,9.87,12.30,13.65,2.76,2.07,4.21,21.70,3.93,1010.90,12.35,14.80,19.47,7.56,8.33,8.19,23.15,42.75,1018.18,47.11,N; Tset = 16.00; Ttrue = 015.4; T1 = 23.75; RH1 = 45.15; T2 = 23.42; RH2 = 46.62
2017.11.24_04:11:31,9.81,11.80,13.38,3.12,1.81,4.65,21.68,3.95,1010.90,12.13,14.44,19.85,7.78,8.31,7.99,23.15,42.22,1018.16,47.10,N; Tset = 17.00; Ttrue = 016.8; T1 = 23.72; RH1 = 45.71; T2 = 23.41; RH2 = 46.15
2017.11.24_04:12:41,9.94,12.42,13.10,3.13,2.49,4.38,21.68,3.95,1010.87,12.41,16.59,19.00,6.62,8.42,9.35,23.15,43.68,1018.15,49.92,N; Tset = 18.00; Ttrue = 017.7; T1 = 23.70; RH1 = 48.87; T2 = 23.41; RH2 = 48.57
2017.11.24_04:13:49,9.33,11.55,13.45,2.79,1.86,4.19,21.68,3.96,1010.89,11.04,14.34,19.78,7.10,8.10,9.21,23.13,45.30,1018.15,52.58,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.68; RH1 = 51.46; T2 = 23.41; RH2 = 51.09
