2017.11.18_02:47:13,17.66,23.20,28.35,4.18,4.45,4.97,18.80,1.34,986.60,19.03,24.14,32.18,7.40,9.28,10.08,19.60,62.32,993.52,76.28,N; Tset = 10.00; Ttrue = 016.8; T1 = 20.91; RH1 = 66.11; T2 = 19.84; RH2 = 74.46
2017.11.18_02:48:13,18.66,23.70,28.12,3.75,4.04,6.03,19.45,1.40,1020.62,18.16,23.39,28.47,6.66,8.43,8.71,20.27,57.59,1027.78,65.51,N; Tset = 10.00; Ttrue = 016.9; T1 = 21.63; RH1 = 59.17; T2 = 20.52; RH2 = 65.70
2017.11.18_02:49:21,19.39,25.10,28.88,4.23,3.58,6.29,19.45,1.41,1020.62,20.04,24.61,31.20,7.40,8.74,8.46,20.28,55.71,1027.82,63.37,N; Tset = 10.80; Ttrue = 017.1; T1 = 21.64; RH1 = 58.13; T2 = 20.52; RH2 = 62.63
2017.11.18_02:50:33,19.28,26.90,29.28,4.78,3.96,5.48,19.45,1.40,1020.62,24.86,26.01,31.97,7.23,8.50,8.76,20.29,55.02,1027.82,62.97,N; Tset = 12.00; Ttrue = 017.2; T1 = 21.65; RH1 = 58.04; T2 = 20.51; RH2 = 62.04
2017.11.18_02:51:43,18.83,23.31,28.72,4.21,3.43,5.51,19.45,1.38,1020.61,17.87,23.40,30.05,7.18,8.17,8.57,20.29,54.76,1027.83,63.11,N; Tset = 13.00; Ttrue = 017.2; T1 = 21.67; RH1 = 58.21; T2 = 20.51; RH2 = 62.06
2017.11.18_02:52:53,17.74,22.73,32.17,4.22,3.43,5.63,19.46,1.37,1020.62,18.24,22.58,28.10,7.30,9.01,9.10,20.31,54.48,1027.83,62.85,N; Tset = 14.00; Ttrue = 016.1; T1 = 21.68; RH1 = 57.86; T2 = 20.50; RH2 = 62.03
2017.11.18_02:54:03,17.96,22.37,26.63,4.07,3.65,5.28,19.47,1.37,1020.62,19.15,23.31,31.34,7.61,8.93,10.27,20.31,52.94,1027.83,60.55,N; Tset = 15.00; Ttrue = 015.4; T1 = 21.70; RH1 = 55.45; T2 = 20.49; RH2 = 60.10
2017.11.18_02:55:13,18.16,23.12,28.61,3.79,3.56,6.23,19.47,1.37,1020.63,18.41,21.76,29.02,7.62,8.39,8.37,20.32,51.25,1027.85,58.25,N; Tset = 16.00; Ttrue = 015.3; T1 = 21.70; RH1 = 53.34; T2 = 20.48; RH2 = 57.86
2017.11.18_02:56:23,17.30,23.15,29.70,4.39,3.22,6.24,19.47,1.37,1020.65,18.52,23.69,28.38,7.38,8.76,8.13,20.33,50.14,1027.85,57.04,N; Tset = 17.00; Ttrue = 016.7; T1 = 21.70; RH1 = 52.60; T2 = 20.47; RH2 = 56.43
2017.11.18_02:57:33,21.28,21.55,26.17,4.60,3.14,5.51,19.49,1.39,1020.58,17.22,24.33,29.89,7.44,8.54,8.28,20.33,51.13,1027.78,59.33,N; Tset = 18.00; Ttrue = 017.8; T1 = 21.69; RH1 = 55.36; T2 = 20.46; RH2 = 58.04
2017.11.18_02:58:41,16.61,22.02,26.31,3.96,3.61,5.72,19.49,1.37,1020.54,18.23,23.41,29.55,7.32,8.57,8.22,20.33,53.19,1027.76,62.80,N; Tset = 18.80; Ttrue = 018.6; T1 = 21.70; RH1 = 58.69; T2 = 20.46; RH2 = 61.34
2017.11.18_02:59:51,17.47,23.33,27.95,4.62,4.11,5.94,19.49,1.37,1020.57,17.46,23.17,29.95,6.71,9.04,8.38,20.34,55.10,1027.77,65.70,N; Tset = 19.80; Ttrue = 019.5; T1 = 21.70; RH1 = 61.41; T2 = 20.45; RH2 = 64.17
2017.11.18_03:00:59,17.14,22.31,28.00,3.44,3.46,5.98,19.50,1.37,1020.56,18.95,24.05,31.97,7.20,9.35,8.94,20.35,57.13,1027.78,68.66,N; Tset = 20.60; Ttrue = 020.3; T1 = 21.70; RH1 = 64.28; T2 = 20.45; RH2 = 67.05
2017.11.18_03:02:07,17.47,23.85,30.13,3.67,3.49,6.15,19.50,1.37,1020.59,19.21,23.66,31.64,7.88,9.19,8.98,20.35,59.38,1027.81,71.80,N; Tset = 21.40; Ttrue = 021.2; T1 = 21.71; RH1 = 67.25; T2 = 20.45; RH2 = 70.10
2017.11.18_03:03:15,17.96,23.25,27.27,4.28,3.52,5.68,19.50,1.37,1020.56,20.14,24.99,32.44,7.42,8.62,8.95,20.35,61.71,1027.77,75.09,N; Tset = 22.20; Ttrue = 022.0; T1 = 21.73; RH1 = 70.31; T2 = 20.45; RH2 = 73.26
2017.11.18_03:04:23,18.88,23.84,27.63,4.73,3.98,5.96,19.50,1.38,1020.59,19.80,26.00,34.08,7.89,9.29,9.43,20.35,64.16,1027.81,78.45,N; Tset = 23.00; Ttrue = 022.9; T1 = 21.74; RH1 = 73.41; T2 = 20.44; RH2 = 76.53
