2017.11.14_03:25:48,11.64,15.33,15.94,2.57,2.38,4.60,24.45,3.27,975.22,14.06,17.20,23.59,17.11,18.60,8.47,25.27,73.20,982.57,79.25,N; Tset = 17.60; Ttrue = 0018.1; T1 = 24.28; RH1 = 76.90; T2 = 25.09; RH2 = 81.69
2017.11.14_03:26:48,12.09,13.94,15.87,3.42,2.32,4.60,25.30,3.39,1008.85,11.82,14.20,18.78,5.50,9.67,57000.71,26.13,59.07,1016.44,55.39,N; Tset = 17.60; Ttrue = 0018.5; T1 = 25.05; RH1 = 56.26; T2 = 25.93; RH2 = 58.68
2017.11.14_03:27:48,11.76,14.21,14.99,2.09,2.60,5.25,25.32,3.37,1008.87,13.67,14.05,18.83,5.66,8.05,9.26,26.13,53.35,1016.45,50.05,N; Tset = 17.60; Ttrue = 0018.7; T1 = 25.03; RH1 = 52.67; T2 = 25.94; RH2 = 51.30
2017.11.14_03:28:48,11.75,13.24,16.62,2.31,2.19,5.65,25.32,3.37,1008.87,12.53,13.94,19.46,6.43,8.03,9.15,26.13,50.82,1016.42,48.32,N; Tset = 17.60; Ttrue = 0018.8; T1 = 25.00; RH1 = 50.93; T2 = 25.95; RH2 = 49.52
2017.11.14_03:29:50,11.41,14.93,17.31,2.61,1.70,4.20,25.32,3.39,1008.85,12.34,14.76,19.78,6.27,8.81,10.10,26.13,49.32,1016.41,47.58,N; Tset = 17.80; Ttrue = 0018.4; T1 = 24.97; RH1 = 50.33; T2 = 25.95; RH2 = 48.71
2017.11.14_03:30:54,14.02,13.96,15.45,2.75,2.89,5.20,25.34,3.38,1008.81,13.02,15.65,19.69,6.33,8.98,10.05,26.15,47.77,1016.41,46.37,N; Tset = 18.20; Ttrue = 0017.8; T1 = 24.94; RH1 = 49.07; T2 = 25.96; RH2 = 47.60
2017.11.14_03:32:00,11.97,13.99,17.59,4.52,2.91,4.38,25.34,3.38,1008.82,13.04,14.62,19.01,6.63,8.68,9.22,26.16,45.79,1016.41,44.53,N; Tset = 18.80; Ttrue = 0018.6; T1 = 24.89; RH1 = 47.38; T2 = 25.96; RH2 = 45.64
2017.11.14_03:33:06,11.93,13.35,15.78,1.60,2.46,3.85,25.34,3.39,1008.86,11.58,14.54,17.78,5.73,9.26,10.00,26.17,45.12,1016.42,44.82,N; Tset = 19.40; Ttrue = 0019.4; T1 = 24.83; RH1 = 48.38; T2 = 25.96; RH2 = 45.49
2017.11.14_03:34:10,10.46,13.29,15.53,2.13,1.75,4.39,25.34,3.39,1008.86,11.44,13.08,18.18,5.81,8.25,9.12,26.17,45.58,1016.43,46.34,N; Tset = 19.80; Ttrue = 0019.6; T1 = 24.77; RH1 = 50.33; T2 = 25.97; RH2 = 46.89
2017.11.14_03:35:16,11.73,13.59,15.49,3.24,2.17,4.38,25.34,3.39,1008.87,12.20,13.43,18.29,6.06,8.96,9.18,26.17,45.86,1016.42,47.22,N; Tset = 20.40; Ttrue = 0020.2; T1 = 24.71; RH1 = 51.44; T2 = 25.97; RH2 = 47.80
2017.11.14_03:36:20,10.41,13.44,17.11,2.04,2.06,3.99,25.36,3.39,1008.86,10.26,13.37,17.50,5.97,8.43,9.44,26.19,46.24,1016.40,48.17,N; Tset = 20.80; Ttrue = 0020.7; T1 = 24.67; RH1 = 52.82; T2 = 25.98; RH2 = 48.66
