2017.11.03_04:02:03,23.61,24.29,26.54,3.37,3.87,7.54,23.88,5.51,978.91,23.07,27.06,35.11,14.01,15.60,16.65,24.90,73.29,986.15,80.28,N; Tset = 17.00; Ttrue = 0017.7; T1 = 24.17; RH1 = 76.51; T2 = 24.83; RH2 = 82.35
2017.11.03_04:03:03,19.30,24.76,29.99,5.65,3.53,6.92,24.70,5.70,1012.68,18.27,23.74,28.53,2.81,6.18,8.02,25.76,58.91,1020.17,55.10,N; Tset = 17.00; Ttrue = 0018.1; T1 = 24.92; RH1 = 55.03; T2 = 25.66; RH2 = 58.17
2017.11.03_04:04:03,21.08,24.11,30.10,3.87,3.78,7.06,24.71,5.70,1012.69,20.11,23.71,30.48,3.31,8.01,7.89,25.75,53.15,1020.19,49.60,N; Tset = 17.00; Ttrue = 0018.3; T1 = 24.88; RH1 = 51.42; T2 = 25.68; RH2 = 50.58
2017.11.03_04:05:03,21.36,24.06,29.55,4.27,3.78,6.17,24.72,5.70,1012.71,18.89,24.10,33.32,5.58,7.36,8.83,25.75,50.51,1020.21,47.77,N; Tset = 17.00; Ttrue = 0018.5; T1 = 24.84; RH1 = 49.64; T2 = 25.68; RH2 = 48.71
2017.11.03_04:06:05,21.08,24.10,28.30,4.00,3.72,6.22,24.72,5.70,1012.74,20.64,24.12,31.41,3.66,6.44,8.35,25.76,48.94,1020.22,46.99,N; Tset = 17.20; Ttrue = 0017.9; T1 = 24.80; RH1 = 49.05; T2 = 25.69; RH2 = 47.86
2017.11.03_04:07:11,19.47,25.94,32.36,3.34,3.50,5.85,24.74,5.68,1012.76,21.35,29.60,30.77,3.66,7.26,7.92,25.76,47.11,1020.26,45.48,N; Tset = 17.80; Ttrue = 0017.3; T1 = 24.74; RH1 = 47.48; T2 = 25.69; RH2 = 46.47
2017.11.03_04:08:17,20.70,25.89,29.50,5.86,3.72,6.07,24.74,5.68,1012.81,22.23,26.41,31.90,4.10,7.16,8.75,25.76,45.15,1020.29,43.78,N; Tset = 18.40; Ttrue = 0018.3; T1 = 24.66; RH1 = 46.07; T2 = 25.70; RH2 = 44.57
2017.11.03_04:09:23,23.27,25.41,30.08,3.96,3.80,6.57,24.74,5.67,1012.85,22.48,25.83,31.80,3.42,6.94,8.98,25.77,44.75,1020.33,44.43,N; Tset = 19.00; Ttrue = 0019.0; T1 = 24.60; RH1 = 47.48; T2 = 25.70; RH2 = 44.80
2017.11.03_04:10:29,22.58,25.73,29.04,3.35,3.44,5.93,24.75,5.66,1012.88,20.90,24.88,33.07,3.70,7.20,7.49,25.78,45.21,1020.37,45.93,N; Tset = 19.60; Ttrue = 0019.3; T1 = 24.54; RH1 = 49.35; T2 = 25.70; RH2 = 46.24
2017.11.03_04:11:33,23.44,27.24,31.59,6.85,4.67,5.98,24.76,5.66,1012.90,25.36,25.57,35.16,5.25,7.59,8.80,25.78,45.39,1020.39,46.69,N; Tset = 20.00; Ttrue = 0019.9; T1 = 24.48; RH1 = 50.36; T2 = 25.70; RH2 = 47.01
2017.11.03_04:12:39,22.96,29.32,31.33,4.50,5.67,7.33,24.76,5.66,1012.92,24.39,28.87,34.78,4.81,7.51,11.04,25.78,45.84,1020.42,47.82,N; Tset = 20.60; Ttrue = 0020.4; T1 = 24.41; RH1 = 51.92; T2 = 25.70; RH2 = 48.00
2017.11.03_04:13:43,23.99,30.46,29.98,6.49,4.28,7.55,24.76,5.66,1012.97,23.13,29.48,32.39,3.33,7.29,9.39,25.78,46.53,1020.46,49.13,N; Tset = 21.00; Ttrue = 0020.9; T1 = 24.36; RH1 = 53.58; T2 = 25.70; RH2 = 49.26
2017.11.03_04:14:49,22.64,27.53,33.86,5.77,5.58,6.35,24.76,5.67,1013.01,23.22,28.63,35.53,3.91,8.81,8.65,25.79,47.17,1020.49,50.18,N; Tset = 21.60; Ttrue = 0021.4; T1 = 24.31; RH1 = 54.98; T2 = 25.70; RH2 = 50.28
2017.11.03_04:15:53,23.35,27.06,33.31,4.37,5.17,7.11,24.76,5.66,1013.05,23.14,28.30,35.49,3.65,8.28,9.19,25.80,47.89,1020.52,51.36,N; Tset = 22.00; Ttrue = 0021.8; T1 = 24.27; RH1 = 56.51; T2 = 25.71; RH2 = 51.43
2017.11.03_04:16:57,26.62,27.55,32.67,3.85,5.23,6.43,24.76,5.66,1013.06,23.98,28.65,31.00,3.91,8.18,9.65,25.80,48.68,1020.55,52.54,N; Tset = 22.40; Ttrue = 0022.3; T1 = 24.21; RH1 = 58.00; T2 = 25.71; RH2 = 52.59
2017.11.03_04:18:01,24.63,29.13,35.16,6.18,4.75,7.09,24.76,5.66,1013.08,26.46,31.18,35.34,3.83,7.46,9.81,25.80,49.49,1020.57,53.75,N; Tset = 22.80; Ttrue = 0022.7; T1 = 24.18; RH1 = 59.49; T2 = 25.71; RH2 = 53.77
2017.11.03_04:19:07,24.46,30.27,34.39,6.31,4.65,8.16,24.76,5.66,1013.11,25.63,34.52,35.40,3.88,7.56,9.77,25.81,50.35,1020.60,54.95,N; Tset = 23.40; Ttrue = 0023.2; T1 = 24.15; RH1 = 60.98; T2 = 25.71; RH2 = 54.96
2017.11.03_04:20:11,24.33,29.11,34.03,6.20,5.03,6.37,24.76,5.66,1013.10,26.35,30.18,33.43,4.63,7.49,9.30,25.82,51.21,1020.60,56.09,N; Tset = 23.80; Ttrue = 0023.6; T1 = 24.12; RH1 = 62.40; T2 = 25.72; RH2 = 56.16
2017.11.03_04:21:15,27.34,32.17,35.70,5.79,4.71,7.00,24.76,5.66,1013.14,28.79,32.05,35.88,5.86,8.77,9.97,25.82,52.10,1020.63,57.27,N; Tset = 24.20; Ttrue = 0024.0; T1 = 24.09; RH1 = 63.83; T2 = 25.72; RH2 = 57.34
2017.11.03_04:22:19,25.59,31.65,34.17,5.99,4.91,7.22,24.76,5.66,1013.15,27.63,31.96,37.15,4.90,8.49,9.75,25.82,53.01,1020.65,58.47,N; Tset = 24.60; Ttrue = 0024.4; T1 = 24.07; RH1 = 65.25; T2 = 25.72; RH2 = 58.53
2017.11.03_04:23:23,25.29,31.28,38.32,8.83,5.87,7.41,24.76,5.65,1013.17,30.40,36.34,39.34,4.75,9.44,10.38,25.82,53.95,1020.65,59.68,N; Tset = 25.00; Ttrue = 0024.8; T1 = 24.05; RH1 = 66.65; T2 = 25.71; RH2 = 59.75
2017.11.03_04:24:25,28.98,34.66,41.14,5.72,5.66,7.34,24.76,5.64,1013.18,29.96,36.53,43.27,4.03,9.72,11.27,25.82,54.89,1020.68,60.87,N; Tset = 25.20; Ttrue = 0025.2; T1 = 24.04; RH1 = 68.02; T2 = 25.72; RH2 = 60.94
2017.11.03_04:25:29,27.66,32.75,38.60,7.37,6.48,9.98,24.77,5.64,1013.21,29.07,36.10,47.15,5.26,8.70,11.39,25.82,55.83,1020.70,62.06,N; Tset = 25.60; Ttrue = 0025.5; T1 = 24.03; RH1 = 69.37; T2 = 25.72; RH2 = 62.14
2017.11.03_04:26:33,26.57,35.04,41.07,6.89,6.61,8.27,24.76,5.66,1013.22,27.91,36.74,46.22,5.28,8.97,10.71,25.82,56.75,1020.71,63.18,N; Tset = 26.00; Ttrue = 0025.9; T1 = 24.03; RH1 = 70.60; T2 = 25.72; RH2 = 63.27
2017.11.03_04:27:37,28.11,35.79,40.64,4.61,5.93,7.87,24.76,5.68,1013.24,29.58,38.93,41.46,5.19,8.47,10.53,25.82,57.74,1020.74,64.44,N; Tset = 26.40; Ttrue = 0026.3; T1 = 24.03; RH1 = 72.03; T2 = 25.72; RH2 = 64.52
2017.11.03_04:28:41,25.81,37.89,39.46,4.94,6.57,8.39,24.76,5.70,1013.27,31.77,40.38,44.97,4.95,8.98,10.67,25.82,58.74,1020.75,65.67,N; Tset = 26.80; Ttrue = 0026.6; T1 = 24.04; RH1 = 73.33; T2 = 25.73; RH2 = 65.76
2017.11.03_04:29:43,28.00,35.78,41.99,5.66,6.26,8.67,24.78,5.70,1013.28,31.86,36.14,45.41,5.17,9.17,11.57,25.82,59.67,1020.77,66.79,N; Tset = 27.00; Ttrue = 0026.9; T1 = 24.05; RH1 = 74.50; T2 = 25.73; RH2 = 66.89
