2017.11.07_14:07:14,51.59,54.15,56.27,11.04,11.47,10.63,22.59,5.93,969.12,56.08,55.96,55.25,19.20,19.53,20.52,23.51,70.21,976.16,77.17,N; Tset = 16.20; Ttrue = 016.5; T1 = 22.03; RH1 = 77.89; T2 = 23.30; RH2 = 79.14
2017.11.07_14:08:14,55.36,58.67,61.07,9.97,8.70,12.30,23.37,6.18,1002.46,56.44,49.28,55.12,14.09,15.20,15.60,24.30,57.08,1009.74,53.89,N; Tset = 16.20; Ttrue = 016.9; T1 = 22.74; RH1 = 56.59; T2 = 24.05; RH2 = 57.08
2017.11.07_14:09:14,59.44,59.91,60.24,11.74,9.70,13.23,23.35,6.20,1002.43,56.16,57.75,53.57,13.01,13.49,15.70,24.28,51.89,1009.76,48.88,N; Tset = 16.20; Ttrue = 017.0; T1 = 22.72; RH1 = 53.05; T2 = 24.06; RH2 = 50.11
2017.11.07_14:10:14,59.54,59.45,60.40,10.59,11.26,13.21,23.35,6.23,1002.52,58.35,61.32,53.67,12.28,14.07,16.13,24.26,49.73,1009.80,47.47,N; Tset = 16.20; Ttrue = 017.1; T1 = 22.71; RH1 = 51.54; T2 = 24.07; RH2 = 48.55
2017.11.07_14:11:16,53.98,62.27,60.03,11.94,13.71,13.35,23.35,6.24,1002.49,61.06,58.18,58.27,11.78,15.27,15.72,24.26,48.47,1009.78,46.97,N; Tset = 16.40; Ttrue = 017.2; T1 = 22.72; RH1 = 51.01; T2 = 24.09; RH2 = 47.97
2017.11.07_14:12:22,54.74,62.09,62.20,13.65,13.37,10.88,23.35,6.26,1002.43,64.58,65.14,57.76,14.63,16.29,18.59,24.27,47.61,1009.80,46.83,N; Tset = 17.00; Ttrue = 016.6; T1 = 22.73; RH1 = 50.93; T2 = 24.10; RH2 = 47.74
2017.11.07_14:13:28,66.77,66.91,69.12,15.31,11.72,13.04,23.35,6.26,1002.49,67.75,65.60,63.78,11.26,15.32,16.05,24.28,46.48,1009.80,45.96,N; Tset = 17.60; Ttrue = 017.3; T1 = 22.73; RH1 = 49.89; T2 = 24.11; RH2 = 46.97
2017.11.07_14:14:32,60.98,58.90,59.90,11.45,9.24,15.10,23.37,6.27,1002.52,65.99,59.85,63.75,12.25,14.79,16.84,24.28,45.61,1009.85,45.59,N; Tset = 18.00; Ttrue = 018.0; T1 = 22.73; RH1 = 49.85; T2 = 24.13; RH2 = 46.22
2017.11.07_14:15:38,61.17,59.81,59.68,12.74,11.19,13.35,23.38,6.30,1002.47,62.87,61.35,58.14,15.47,14.83,17.35,24.30,46.03,1009.81,47.00,N; Tset = 18.60; Ttrue = 018.4; T1 = 22.73; RH1 = 51.68; T2 = 24.14; RH2 = 47.42
2017.11.07_14:16:42,54.89,61.76,61.07,12.67,11.35,12.37,23.39,6.28,1002.51,63.01,59.10,63.95,12.18,15.81,16.39,24.31,46.52,1009.84,48.17,N; Tset = 19.00; Ttrue = 018.9; T1 = 22.74; RH1 = 53.01; T2 = 24.16; RH2 = 48.56
2017.11.07_14:17:48,65.86,65.06,65.34,14.19,13.48,12.32,23.41,6.27,1002.50,63.51,60.26,65.76,14.38,16.52,16.13,24.33,47.00,1009.85,49.22,N; Tset = 19.60; Ttrue = 019.4; T1 = 22.75; RH1 = 54.29; T2 = 24.18; RH2 = 49.50
2017.11.07_14:18:52,62.17,64.68,68.88,17.06,14.40,12.96,23.43,6.24,1002.49,74.45,65.40,68.16,12.78,14.17,17.32,24.35,47.59,1009.83,50.29,N; Tset = 20.00; Ttrue = 019.9; T1 = 22.72; RH1 = 55.72; T2 = 24.19; RH2 = 50.53
2017.11.07_14:19:58,59.49,62.35,60.42,15.01,11.85,13.14,23.45,6.17,1002.52,65.97,59.66,63.56,14.03,14.36,15.02,24.37,48.24,1009.86,51.39,N; Tset = 20.60; Ttrue = 020.4; T1 = 22.67; RH1 = 57.23; T2 = 24.20; RH2 = 51.61
2017.11.07_14:21:02,54.99,67.02,64.83,15.04,13.02,13.53,23.47,6.12,1002.54,73.97,61.40,61.94,15.42,22.79,17.65,24.38,48.92,1009.83,52.49,N; Tset = 21.00; Ttrue = 020.8; T1 = 22.59; RH1 = 58.80; T2 = 24.20; RH2 = 52.71
2017.11.07_14:22:06,57.47,55.69,60.97,13.46,13.02,14.19,23.48,6.07,1002.64,57.68,56.21,58.97,13.40,17.34,17.13,24.38,49.67,1009.88,53.60,N; Tset = 21.40; Ttrue = 021.2; T1 = 22.49; RH1 = 60.44; T2 = 24.20; RH2 = 53.83
2017.11.07_14:23:10,59.09,68.61,60.01,13.33,11.50,16.50,23.47,6.09,1002.59,61.91,58.20,63.70,14.79,14.04,15.62,24.38,50.55,1009.83,54.85,N; Tset = 21.80; Ttrue = 021.7; T1 = 22.40; RH1 = 62.23; T2 = 24.20; RH2 = 55.10
2017.11.07_14:24:14,61.38,60.47,66.23,14.22,12.25,14.19,23.46,6.09,1002.66,66.86,64.25,68.23,11.67,14.74,16.27,24.38,51.49,1009.93,56.13,N; Tset = 22.20; Ttrue = 022.1; T1 = 22.34; RH1 = 63.91; T2 = 24.19; RH2 = 56.42
2017.11.07_14:25:18,60.84,64.30,65.75,14.06,12.79,13.45,23.45,6.15,1002.67,64.21,62.53,62.32,14.58,17.68,18.75,24.36,52.48,1009.94,57.48,N; Tset = 22.60; Ttrue = 022.5; T1 = 22.28; RH1 = 65.58; T2 = 24.18; RH2 = 57.76
2017.11.07_14:26:22,58.00,59.75,65.81,14.68,14.65,14.09,23.43,6.22,1002.61,59.80,60.10,58.37,14.17,15.75,15.47,24.35,53.53,1009.88,58.84,N; Tset = 23.00; Ttrue = 022.9; T1 = 22.25; RH1 = 67.19; T2 = 24.16; RH2 = 59.13
