2017.11.22_21:08:37,8.59,9.39,10.42,1.99,1.87,4.05,22.58,3.30,976.86,16.33,16.03,18.54,9.52,9.67,9.98,23.98,59.36,984.13,69.24,N; Tset = 10.00; Ttrue = 016.4; T1 = 24.80; RH1 = 59.70; T2 = 24.48; RH2 = 68.91
2017.11.22_21:09:37,9.05,9.96,10.23,2.61,1.66,3.73,23.36,3.41,1010.67,14.70,14.68,19.29,8.49,9.49,10.06,24.81,49.32,1018.17,51.91,N; Tset = 10.00; Ttrue = 016.6; T1 = 25.62; RH1 = 47.55; T2 = 25.30; RH2 = 52.35
2017.11.22_21:10:45,8.50,10.46,10.57,2.84,2.40,3.85,23.36,3.39,1010.68,13.95,14.49,18.12,8.33,9.37,8.75,24.80,46.12,1018.18,49.19,N; Tset = 10.80; Ttrue = 016.8; T1 = 25.59; RH1 = 46.25; T2 = 25.29; RH2 = 48.47
2017.11.22_21:11:57,9.18,10.54,10.84,2.74,1.45,4.48,23.37,3.37,1010.62,15.39,15.54,19.06,8.02,9.34,8.12,24.80,44.72,1018.16,48.72,N; Tset = 12.00; Ttrue = 017.0; T1 = 25.57; RH1 = 46.23; T2 = 25.28; RH2 = 47.69
2017.11.22_21:13:07,8.41,9.77,10.86,2.34,1.49,3.91,23.37,3.36,1010.58,11.36,14.11,18.74,8.02,8.36,8.58,24.79,44.04,1018.12,48.79,N; Tset = 13.00; Ttrue = 017.1; T1 = 25.53; RH1 = 46.52; T2 = 25.26; RH2 = 47.61
2017.11.22_21:14:17,9.06,9.12,10.66,2.40,1.69,3.96,23.37,3.35,1010.65,17.25,17.32,20.10,9.35,9.16,9.16,24.81,43.66,1018.16,48.81,N; Tset = 14.00; Ttrue = 016.2; T1 = 25.50; RH1 = 46.74; T2 = 25.23; RH2 = 47.70
2017.11.22_21:15:27,9.12,9.16,10.35,2.18,1.45,3.53,23.36,3.35,1010.45,23.08,21.29,25.60,9.21,9.40,9.08,24.81,42.44,1018.00,47.26,N; Tset = 15.00; Ttrue = 015.4; T1 = 25.47; RH1 = 45.13; T2 = 25.20; RH2 = 46.51
2017.11.22_21:16:37,10.29,10.76,11.17,2.40,1.71,4.12,23.36,3.34,1010.58,23.85,23.65,27.57,11.12,9.96,10.44,24.81,40.83,1018.09,45.28,N; Tset = 16.00; Ttrue = 015.3; T1 = 25.43; RH1 = 43.34; T2 = 25.19; RH2 = 44.58
2017.11.22_21:17:47,9.43,11.95,12.27,2.52,2.03,4.90,23.35,3.33,1010.66,19.91,16.64,19.07,8.24,9.30,9.27,24.81,39.80,1018.24,44.42,N; Tset = 17.00; Ttrue = 016.8; T1 = 25.39; RH1 = 42.87; T2 = 25.19; RH2 = 43.46
2017.11.22_21:18:57,8.99,9.80,11.18,2.39,2.35,4.27,23.36,3.32,1010.52,36.75,28.77,30.73,9.94,9.28,9.71,24.81,40.64,1018.11,46.46,N; Tset = 18.00; Ttrue = 017.7; T1 = 25.36; RH1 = 45.40; T2 = 25.19; RH2 = 44.97
2017.11.22_21:20:05,9.86,10.31,11.93,2.68,2.28,3.80,23.36,3.31,1010.64,23.26,22.97,24.64,8.28,9.41,9.87,24.81,42.23,1018.15,49.15,N; Tset = 18.80; Ttrue = 018.6; T1 = 25.34; RH1 = 48.15; T2 = 25.20; RH2 = 47.51
