2017.11.23_03:48:39,8.52,10.10,11.47,2.63,1.74,3.73,21.31,2.91,976.21,11.06,15.00,18.80,8.35,9.59,10.61,22.61,60.71,983.27,71.66,N; Tset = 10.00; Ttrue = 016.5; T1 = 23.47; RH1 = 62.24; T2 = 23.00; RH2 = 71.13
2017.11.23_03:49:39,9.16,10.78,11.71,2.62,2.13,3.91,22.05,3.01,1009.81,11.32,12.49,17.36,8.03,8.96,8.96,23.39,51.59,1017.14,55.10,N; Tset = 10.00; Ttrue = 016.8; T1 = 24.24; RH1 = 50.66; T2 = 23.76; RH2 = 55.66
2017.11.23_03:50:47,9.40,11.40,11.75,2.86,2.08,3.78,22.05,3.01,1009.80,11.98,12.09,17.24,8.33,8.48,8.89,23.38,48.60,1017.11,52.40,N; Tset = 10.80; Ttrue = 016.9; T1 = 24.20; RH1 = 49.36; T2 = 23.74; RH2 = 51.79
2017.11.23_03:51:59,8.74,11.36,11.07,2.19,2.14,3.83,22.04,2.99,1009.76,10.76,13.21,16.43,8.00,8.59,8.37,23.37,47.30,1017.08,51.91,N; Tset = 12.00; Ttrue = 017.0; T1 = 24.18; RH1 = 49.29; T2 = 23.72; RH2 = 51.00
2017.11.23_03:53:09,8.63,10.26,11.04,2.59,1.87,4.23,22.04,2.99,1009.74,11.53,12.83,17.58,7.10,9.42,9.19,23.37,46.70,1017.06,51.91,N; Tset = 13.00; Ttrue = 016.9; T1 = 24.15; RH1 = 49.54; T2 = 23.70; RH2 = 50.90
2017.11.23_03:54:19,8.92,10.41,12.19,2.35,2.05,4.06,22.05,2.99,1009.74,10.45,12.81,16.12,7.73,8.24,8.57,23.35,46.10,1017.05,51.57,N; Tset = 14.00; Ttrue = 015.8; T1 = 24.11; RH1 = 49.16; T2 = 23.67; RH2 = 50.71
2017.11.23_03:55:29,9.02,10.57,11.59,2.65,1.97,4.37,22.04,2.99,1009.73,12.13,12.21,18.00,7.41,8.37,8.84,23.34,44.42,1017.04,49.40,N; Tset = 15.00; Ttrue = 015.1; T1 = 24.08; RH1 = 46.96; T2 = 23.65; RH2 = 48.81
2017.11.23_03:56:39,8.82,10.82,11.04,2.80,2.34,3.86,22.03,2.99,1009.71,9.40,12.48,17.10,7.46,8.70,8.51,23.33,42.75,1017.02,47.41,N; Tset = 16.00; Ttrue = 015.4; T1 = 24.04; RH1 = 45.16; T2 = 23.64; RH2 = 46.78
2017.11.23_03:57:49,8.66,10.35,11.21,2.60,2.05,3.86,22.03,2.99,1009.71,10.36,12.74,17.55,7.35,8.48,8.25,23.31,41.95,1017.00,46.96,N; Tset = 17.00; Ttrue = 016.8; T1 = 23.99; RH1 = 45.20; T2 = 23.63; RH2 = 45.93
2017.11.23_03:58:59,8.71,10.35,12.21,2.53,2.11,4.03,22.03,2.99,1009.65,10.63,12.91,17.88,7.09,8.50,7.89,23.31,43.21,1016.96,49.57,N; Tset = 18.00; Ttrue = 017.7; T1 = 23.96; RH1 = 48.23; T2 = 23.63; RH2 = 48.05
2017.11.23_04:00:07,8.72,10.22,12.06,2.94,1.54,4.17,22.03,2.99,1009.62,9.61,12.54,17.36,7.44,8.07,8.34,23.29,44.89,1016.93,52.34,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.94; RH1 = 50.96; T2 = 23.62; RH2 = 50.69
2017.11.23_04:01:17,8.58,10.25,11.52,2.38,1.81,4.05,22.03,2.99,1009.60,10.21,13.13,16.91,7.36,7.99,8.57,23.29,46.56,1016.88,54.85,N; Tset = 19.80; Ttrue = 019.5; T1 = 23.92; RH1 = 53.49; T2 = 23.62; RH2 = 53.08
2017.11.23_04:02:25,8.42,10.18,11.66,2.51,2.20,3.80,22.03,2.99,1009.55,10.98,11.93,16.39,7.28,8.40,8.40,23.27,48.37,1016.86,57.48,N; Tset = 20.60; Ttrue = 020.3; T1 = 23.91; RH1 = 56.07; T2 = 23.62; RH2 = 55.52
2017.11.23_04:03:33,8.28,10.36,11.96,2.61,2.68,4.39,22.03,2.99,1009.53,10.19,12.37,16.41,7.53,8.29,8.08,23.27,50.29,1016.83,60.16,N; Tset = 21.40; Ttrue = 021.2; T1 = 23.90; RH1 = 58.72; T2 = 23.62; RH2 = 58.08
2017.11.23_04:04:41,8.23,10.20,11.10,2.29,1.78,3.37,22.03,2.99,1009.48,10.90,11.81,16.61,7.38,8.43,8.47,23.25,52.34,1016.79,63.02,N; Tset = 22.20; Ttrue = 022.0; T1 = 23.90; RH1 = 61.47; T2 = 23.62; RH2 = 60.75
2017.11.23_04:05:49,9.98,10.01,11.00,2.54,1.82,4.18,22.03,3.01,1009.46,12.75,12.46,18.65,7.09,7.87,8.23,23.25,54.53,1016.76,65.94,N; Tset = 23.00; Ttrue = 022.8; T1 = 23.91; RH1 = 64.30; T2 = 23.62; RH2 = 63.56
2017.11.23_04:06:57,8.89,10.70,11.04,3.14,1.78,3.87,22.03,3.01,1009.47,12.32,12.65,16.78,7.37,8.90,8.27,23.25,56.82,1016.77,68.94,N; Tset = 23.80; Ttrue = 023.6; T1 = 23.92; RH1 = 67.17; T2 = 23.62; RH2 = 66.42
2017.11.23_04:08:05,9.17,10.03,11.55,3.68,1.94,3.84,22.03,3.01,1009.44,11.44,12.33,18.26,7.36,8.52,9.13,23.24,59.10,1016.76,71.90,N; Tset = 24.60; Ttrue = 024.4; T1 = 23.94; RH1 = 69.92; T2 = 23.62; RH2 = 69.29
2017.11.23_04:09:13,7.91,9.60,10.61,2.08,2.01,3.49,22.03,3.00,1009.43,10.71,14.04,18.48,7.66,8.52,9.06,23.23,61.35,1016.73,74.83,N; Tset = 25.40; Ttrue = 025.1; T1 = 23.97; RH1 = 72.60; T2 = 23.62; RH2 = 72.06
2017.11.23_04:10:19,8.03,10.17,11.65,2.42,1.61,3.54,22.02,2.99,1009.42,11.46,13.64,19.14,8.20,9.57,9.25,23.23,63.69,1016.74,77.81,N; Tset = 26.00; Ttrue = 025.8; T1 = 23.99; RH1 = 75.38; T2 = 23.61; RH2 = 74.93
2017.11.23_04:11:27,8.63,9.69,12.17,2.70,1.51,3.50,22.01,2.99,1009.42,11.65,16.33,22.21,8.43,9.78,10.12,23.23,66.06,1016.72,80.90,N; Tset = 26.80; Ttrue = 026.6; T1 = 24.03; RH1 = 78.20; T2 = 23.61; RH2 = 77.89
