2017.11.14_05:56:04,11.86,14.47,16.68,3.40,2.28,4.20,24.53,2.81,975.69,16.05,21.00,28.84,17.14,16.17,17.24,25.39,71.91,983.00,77.15,N; Tset = 18.20; Ttrue = 018.5; T1 = 24.11; RH1 = 76.38; T2 = 25.05; RH2 = 80.12
2017.11.14_05:57:04,14.13,19.03,18.59,4.50,2.85,4.22,25.38,2.90,1009.35,12.86,15.51,24.80,6.18,8.08,9.46,26.25,57.82,1016.92,53.41,N; Tset = 18.20; Ttrue = 018.8; T1 = 24.86; RH1 = 55.28; T2 = 25.88; RH2 = 57.13
2017.11.14_05:58:04,13.15,16.13,18.50,2.82,2.13,4.36,25.38,2.90,1009.37,13.73,14.63,20.43,6.14,8.26,9.62,26.23,52.24,1016.93,48.33,N; Tset = 18.20; Ttrue = 018.9; T1 = 24.83; RH1 = 51.79; T2 = 25.88; RH2 = 50.02
2017.11.14_05:59:04,12.61,15.42,18.43,2.26,1.86,4.71,25.38,2.92,1009.36,16.71,15.85,22.06,5.92,8.35,9.21,26.23,49.85,1016.95,46.77,N; Tset = 18.20; Ttrue = 019.0; T1 = 24.80; RH1 = 50.24; T2 = 25.88; RH2 = 48.35
2017.11.14_06:00:06,14.28,15.98,19.67,2.66,2.69,4.47,25.38,2.92,1009.40,13.97,16.38,21.69,5.42,8.87,9.52,26.23,48.40,1016.98,46.18,N; Tset = 18.40; Ttrue = 019.1; T1 = 24.77; RH1 = 49.79; T2 = 25.88; RH2 = 47.64
2017.11.14_06:01:12,12.65,15.61,19.22,3.51,2.46,3.66,25.38,2.94,1009.42,14.14,15.54,21.60,5.67,8.50,10.73,26.23,47.42,1016.98,45.95,N; Tset = 19.00; Ttrue = 018.5; T1 = 24.73; RH1 = 49.77; T2 = 25.88; RH2 = 47.32
2017.11.14_06:02:16,11.72,15.17,17.88,3.29,2.15,4.95,25.36,2.96,1009.45,12.98,22.12,21.50,5.92,8.54,9.75,26.23,46.23,1017.03,45.08,N; Tset = 19.40; Ttrue = 019.2; T1 = 24.67; RH1 = 48.94; T2 = 25.88; RH2 = 46.48
2017.11.14_06:03:22,13.09,16.68,19.53,2.50,2.35,4.77,25.36,3.01,1009.45,12.66,16.44,22.17,5.88,8.77,9.83,26.21,45.45,1017.02,44.98,N; Tset = 20.00; Ttrue = 019.9; T1 = 24.60; RH1 = 49.31; T2 = 25.87; RH2 = 46.03
2017.11.14_06:04:28,13.05,16.35,19.14,3.02,2.58,4.64,25.36,3.05,1009.46,16.04,17.70,21.02,5.16,8.48,9.61,26.21,45.85,1017.03,46.40,N; Tset = 20.60; Ttrue = 020.4; T1 = 24.55; RH1 = 51.26; T2 = 25.87; RH2 = 47.27
2017.11.14_06:05:32,14.78,18.90,19.49,2.28,2.44,6.23,25.36,3.07,1009.49,14.02,17.21,22.01,5.72,8.27,9.57,26.21,46.44,1017.04,47.69,N; Tset = 21.00; Ttrue = 020.8; T1 = 24.50; RH1 = 52.89; T2 = 25.86; RH2 = 48.56
2017.11.14_06:06:38,12.58,16.11,19.10,2.85,2.80,5.59,25.36,3.08,1009.50,13.06,16.78,22.63,5.69,8.36,9.71,26.21,47.00,1017.05,48.78,N; Tset = 21.60; Ttrue = 021.4; T1 = 24.45; RH1 = 54.33; T2 = 25.85; RH2 = 49.63
2017.11.14_06:07:42,13.24,16.41,18.14,3.12,2.46,4.47,25.34,3.09,1009.50,12.92,19.71,22.57,5.89,8.20,9.31,26.20,47.71,1017.07,50.05,N; Tset = 22.00; Ttrue = 021.8; T1 = 24.41; RH1 = 55.95; T2 = 25.85; RH2 = 50.81
2017.11.14_06:08:46,14.41,16.08,20.15,3.10,2.48,4.28,25.34,3.08,1009.51,13.58,17.77,21.85,6.48,8.70,9.40,26.19,48.49,1017.08,51.31,N; Tset = 22.40; Ttrue = 022.3; T1 = 24.37; RH1 = 57.50; T2 = 25.84; RH2 = 52.06
2017.11.14_06:09:50,13.24,15.98,17.93,2.50,2.88,5.53,25.34,3.06,1009.52,14.36,17.29,23.25,6.28,9.17,9.75,26.19,49.31,1017.09,52.51,N; Tset = 22.80; Ttrue = 022.7; T1 = 24.33; RH1 = 59.02; T2 = 25.84; RH2 = 53.26
2017.11.14_06:10:54,12.35,15.17,18.65,2.49,2.60,5.34,25.34,3.05,1009.49,12.87,17.18,21.89,5.74,8.22,9.29,26.19,50.17,1017.05,53.73,N; Tset = 23.20; Ttrue = 023.2; T1 = 24.29; RH1 = 60.56; T2 = 25.83; RH2 = 54.48
2017.11.14_06:12:00,13.55,17.55,18.79,3.16,2.95,4.86,25.34,3.03,1009.60,13.66,18.56,23.17,6.51,8.38,9.55,26.18,51.09,1017.14,55.01,N; Tset = 23.80; Ttrue = 023.6; T1 = 24.26; RH1 = 62.10; T2 = 25.83; RH2 = 55.77
2017.11.14_06:13:04,13.54,17.70,19.50,4.05,2.65,4.12,25.33,3.05,1009.61,13.18,16.94,22.80,6.39,9.54,10.19,26.17,52.01,1017.14,56.27,N; Tset = 24.20; Ttrue = 024.0; T1 = 24.23; RH1 = 63.59; T2 = 25.82; RH2 = 57.02
2017.11.14_06:14:08,13.02,16.44,18.42,2.58,2.29,4.77,25.32,3.05,1009.61,14.98,18.48,23.28,5.98,9.03,9.89,26.17,52.95,1017.18,57.49,N; Tset = 24.60; Ttrue = 024.4; T1 = 24.21; RH1 = 65.05; T2 = 25.83; RH2 = 58.24
2017.11.14_06:15:12,14.15,16.37,19.58,3.17,2.92,4.81,25.32,3.04,1009.59,14.02,17.83,24.39,6.53,8.81,10.63,26.16,53.90,1017.14,58.75,N; Tset = 25.00; Ttrue = 024.8; T1 = 24.19; RH1 = 66.48; T2 = 25.82; RH2 = 59.50
2017.11.14_06:16:14,12.44,17.12,18.95,1.93,2.95,4.79,25.32,3.03,1009.62,17.65,17.66,23.23,7.22,8.69,10.91,26.15,54.87,1017.15,60.01,N; Tset = 25.20; Ttrue = 025.1; T1 = 24.19; RH1 = 67.92; T2 = 25.82; RH2 = 60.74
2017.11.14_06:17:18,13.64,17.64,18.36,3.38,2.61,4.50,25.30,3.02,1009.57,14.02,17.59,24.63,6.18,8.80,10.27,26.14,55.86,1017.13,61.24,N; Tset = 25.60; Ttrue = 025.5; T1 = 24.18; RH1 = 69.32; T2 = 25.82; RH2 = 61.99
2017.11.14_06:18:22,14.26,17.31,18.53,3.30,2.85,4.62,25.29,2.98,1009.59,14.70,17.91,23.61,6.31,9.47,10.71,26.13,56.82,1017.17,62.46,N; Tset = 26.00; Ttrue = 025.9; T1 = 24.17; RH1 = 70.65; T2 = 25.81; RH2 = 63.21
2017.11.14_06:19:26,12.70,17.36,18.59,2.80,3.48,4.22,25.29,2.96,1009.62,15.05,19.22,23.89,6.94,9.25,10.92,26.12,57.81,1017.19,63.69,N; Tset = 26.40; Ttrue = 026.2; T1 = 24.17; RH1 = 72.03; T2 = 25.81; RH2 = 64.44
2017.11.14_06:20:30,13.99,15.89,20.55,3.22,1.95,4.84,25.29,2.95,1009.55,14.38,23.32,24.43,6.30,8.96,10.42,26.12,58.80,1017.13,64.90,N; Tset = 26.80; Ttrue = 026.6; T1 = 24.17; RH1 = 73.36; T2 = 25.81; RH2 = 65.67
2017.11.14_06:21:32,13.15,16.78,19.91,3.77,3.61,5.25,25.28,2.91,1009.56,14.95,26.31,25.05,6.19,9.26,10.27,26.12,59.80,1017.12,66.06,N; Tset = 27.00; Ttrue = 026.9; T1 = 24.18; RH1 = 74.62; T2 = 25.81; RH2 = 66.89
2017.11.14_06:22:36,13.20,16.13,21.43,2.58,2.62,4.99,25.27,2.88,1009.64,17.20,19.76,24.96,6.14,9.24,9.87,26.11,60.78,1017.17,67.29,N; Tset = 27.40; Ttrue = 027.3; T1 = 24.18; RH1 = 75.90; T2 = 25.80; RH2 = 68.09
2017.11.14_06:23:38,13.94,18.26,20.09,3.25,4.30,5.05,25.27,2.86,1009.67,16.48,20.95,26.25,6.72,9.23,10.81,26.11,61.77,1017.24,68.47,N; Tset = 27.60; Ttrue = 027.6; T1 = 24.20; RH1 = 77.15; T2 = 25.80; RH2 = 69.29
2017.11.14_06:24:42,13.93,17.90,21.07,2.67,2.77,5.18,25.27,2.88,1009.69,17.65,20.41,25.10,7.30,9.31,10.67,26.10,62.78,1017.25,69.66,N; Tset = 28.00; Ttrue = 027.9; T1 = 24.21; RH1 = 78.39; T2 = 25.80; RH2 = 70.51
2017.11.14_06:25:46,14.89,18.21,20.24,3.70,2.73,5.33,25.27,2.91,1009.69,17.05,20.54,26.86,7.53,9.28,10.86,26.10,63.78,1017.26,70.87,N; Tset = 28.40; Ttrue = 028.2; T1 = 24.24; RH1 = 79.61; T2 = 25.80; RH2 = 71.76
2017.11.14_06:26:48,14.90,17.24,20.93,2.77,2.57,5.51,25.27,2.94,1009.69,16.80,23.67,26.63,7.52,9.48,11.37,26.10,64.77,1017.26,72.02,N; Tset = 28.60; Ttrue = 028.5; T1 = 24.26; RH1 = 80.79; T2 = 25.80; RH2 = 72.95
2017.11.14_06:27:52,14.18,18.44,20.17,3.11,2.89,4.36,25.25,2.94,1009.75,16.63,23.28,28.51,7.82,10.39,11.04,26.09,65.77,1017.29,73.25,N; Tset = 29.00; Ttrue = 028.8; T1 = 24.28; RH1 = 81.97; T2 = 25.80; RH2 = 74.16
2017.11.14_06:28:54,13.76,17.53,18.68,4.33,3.29,4.79,25.25,2.92,1009.75,17.54,27.44,29.41,7.00,9.83,11.47,26.08,66.75,1017.30,74.41,N; Tset = 29.20; Ttrue = 029.1; T1 = 24.32; RH1 = 83.05; T2 = 25.80; RH2 = 75.32
