2017.11.23_08:09:19,16.81,20.40,23.52,4.44,3.63,5.86,21.21,3.68,975.09,27.25,29.66,37.39,11.55,12.91,13.18,22.28,61.80,982.15,72.46,N; Tset = 10.00; Ttrue = 016.3; T1 = 23.12; RH1 = 63.01; T2 = 22.58; RH2 = 72.33
2017.11.23_08:10:19,17.17,20.55,26.83,4.00,3.41,6.37,21.94,3.79,1008.71,27.75,31.60,37.38,10.32,12.41,12.49,23.03,52.53,1016.01,55.84,N; Tset = 10.00; Ttrue = 016.5; T1 = 23.88; RH1 = 51.24; T2 = 23.34; RH2 = 56.67
2017.11.23_08:11:27,17.23,21.11,23.40,5.38,4.01,6.08,21.93,3.77,1008.72,26.40,29.41,34.46,10.05,13.78,11.56,23.01,49.45,1016.01,52.98,N; Tset = 10.80; Ttrue = 016.7; T1 = 23.85; RH1 = 49.81; T2 = 23.33; RH2 = 52.56
2017.11.23_08:12:39,16.92,20.40,23.35,4.31,4.10,6.01,21.92,3.75,1008.69,29.41,31.15,34.59,11.92,11.82,11.39,23.00,48.11,1016.01,52.47,N; Tset = 12.00; Ttrue = 016.8; T1 = 23.82; RH1 = 49.71; T2 = 23.32; RH2 = 51.71
2017.11.23_08:13:49,18.39,21.85,25.16,4.74,3.37,6.06,21.92,3.74,1008.72,29.57,31.16,37.72,10.76,12.91,11.98,22.99,47.50,1016.04,52.55,N; Tset = 13.00; Ttrue = 016.7; T1 = 23.80; RH1 = 49.97; T2 = 23.31; RH2 = 51.60
2017.11.23_08:14:59,16.25,19.78,23.31,4.34,3.30,6.16,21.91,3.73,1008.74,35.56,30.47,36.54,11.63,11.97,12.44,22.99,46.91,1016.03,52.22,N; Tset = 14.00; Ttrue = 015.6; T1 = 23.76; RH1 = 49.66; T2 = 23.31; RH2 = 51.40
2017.11.23_08:16:09,17.26,21.31,22.99,6.17,3.53,6.06,21.90,3.72,1008.74,33.84,34.76,39.36,11.89,12.47,13.65,22.97,45.23,1016.03,50.07,N; Tset = 15.00; Ttrue = 014.9; T1 = 23.73; RH1 = 47.49; T2 = 23.30; RH2 = 49.45
2017.11.23_08:17:19,16.14,20.87,24.63,4.40,3.60,6.00,21.89,3.74,1008.71,31.54,32.61,42.44,10.47,12.69,13.11,22.97,43.57,1016.01,48.08,N; Tset = 16.00; Ttrue = 015.4; T1 = 23.69; RH1 = 45.75; T2 = 23.29; RH2 = 47.46
2017.11.23_08:18:29,16.98,22.98,26.86,4.57,4.11,5.79,21.88,3.74,1008.68,25.05,35.54,37.67,10.07,11.39,11.80,22.97,42.99,1015.98,47.98,N; Tset = 17.00; Ttrue = 016.8; T1 = 23.66; RH1 = 46.18; T2 = 23.29; RH2 = 46.91
2017.11.23_08:19:39,17.98,22.35,23.81,4.16,3.86,5.98,21.87,3.74,1008.70,25.68,29.97,37.01,13.24,12.16,11.95,22.97,44.39,1015.98,50.75,N; Tset = 18.00; Ttrue = 017.7; T1 = 23.64; RH1 = 49.29; T2 = 23.29; RH2 = 49.23
2017.11.23_08:20:47,16.39,19.08,22.84,3.75,3.77,6.05,21.86,3.73,1008.67,24.55,30.30,35.92,10.06,11.08,11.92,22.95,46.06,1015.97,53.48,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.62; RH1 = 51.96; T2 = 23.29; RH2 = 51.80
2017.11.23_08:21:57,16.90,20.80,22.84,4.72,3.75,6.01,21.84,3.72,1008.71,27.36,29.10,36.16,10.14,12.10,12.03,22.95,47.74,1015.98,56.05,N; Tset = 19.80; Ttrue = 019.5; T1 = 23.61; RH1 = 54.51; T2 = 23.29; RH2 = 54.19
2017.11.23_08:23:05,15.93,20.04,22.64,4.21,3.22,6.25,21.83,3.72,1008.72,27.90,29.21,37.36,10.90,11.68,12.22,22.95,49.59,1015.99,58.71,N; Tset = 20.60; Ttrue = 020.3; T1 = 23.61; RH1 = 57.16; T2 = 23.29; RH2 = 56.73
2017.11.23_08:24:13,16.43,20.76,23.01,4.06,3.23,5.77,21.82,3.72,1008.68,26.55,29.81,37.03,10.05,11.79,11.96,22.95,51.56,1015.94,61.42,N; Tset = 21.40; Ttrue = 021.2; T1 = 23.61; RH1 = 59.83; T2 = 23.29; RH2 = 59.33
2017.11.23_08:25:21,16.17,19.52,22.99,3.78,3.20,6.20,21.80,3.70,1008.67,28.66,28.11,35.60,9.45,11.94,12.07,22.95,53.61,1015.92,64.24,N; Tset = 22.20; Ttrue = 022.0; T1 = 23.61; RH1 = 62.59; T2 = 23.29; RH2 = 62.01
2017.11.23_08:26:29,16.35,19.65,22.26,4.85,3.29,5.28,21.80,3.70,1008.63,26.93,28.88,35.75,9.76,12.28,12.03,22.95,55.82,1015.90,67.16,N; Tset = 23.00; Ttrue = 022.9; T1 = 23.62; RH1 = 65.41; T2 = 23.30; RH2 = 64.80
2017.11.23_08:27:37,16.04,19.49,22.41,4.24,3.38,5.13,21.79,3.69,1008.61,21.36,26.67,32.83,10.61,10.97,11.46,22.95,58.12,1015.86,70.19,N; Tset = 23.80; Ttrue = 023.6; T1 = 23.64; RH1 = 68.29; T2 = 23.30; RH2 = 67.69
2017.11.23_08:28:45,15.64,19.96,22.47,4.69,3.28,5.64,21.78,3.68,1008.56,21.05,23.87,32.16,10.46,11.05,11.19,22.95,60.47,1015.83,73.21,N; Tset = 24.60; Ttrue = 024.4; T1 = 23.66; RH1 = 71.10; T2 = 23.30; RH2 = 70.64
2017.11.23_08:29:53,15.69,19.21,22.11,4.12,3.99,5.53,21.78,3.67,1008.55,20.73,25.65,33.87,9.55,11.33,11.68,22.95,62.71,1015.81,76.08,N; Tset = 25.40; Ttrue = 025.1; T1 = 23.69; RH1 = 73.74; T2 = 23.31; RH2 = 73.40
2017.11.23_08:30:59,15.80,19.09,20.75,5.44,3.19,5.80,21.77,3.66,1008.53,21.18,26.93,33.62,9.19,11.75,11.55,22.95,65.06,1015.80,79.10,N; Tset = 26.00; Ttrue = 025.8; T1 = 23.74; RH1 = 76.50; T2 = 23.31; RH2 = 76.28
2017.11.23_08:32:07,17.22,18.80,21.75,4.23,3.03,5.79,21.76,3.66,1008.49,26.64,33.79,39.83,13.26,14.15,13.95,22.95,67.47,1015.77,82.24,N; Tset = 26.80; Ttrue = 026.6; T1 = 23.78; RH1 = 79.34; T2 = 23.31; RH2 = 79.27
