2017.11.02_12:45:01,285.46,381.71,459.66,45.11,49.57,60.00,22.28,13.49,966.09,494.68,601.78,681.91,60.09,66.16,76.79,23.14,72.63,973.09,80.40,N; Tset = 15.00; Ttrue = 0016.1; T1 = 22.07; RH1 = 79.58; T2 = 22.91; RH2 = 82.10
2017.11.02_12:46:01,288.59,387.73,472.66,44.85,49.63,60.32,23.05,13.86,999.38,332.77,415.63,479.32,43.33,49.63,65.68,23.94,60.06,1006.61,57.58,N; Tset = 15.00; Ttrue = 0016.5; T1 = 22.79; RH1 = 59.26; T2 = 23.70; RH2 = 60.73
2017.11.02_12:47:01,290.65,389.23,477.73,49.38,51.65,59.62,23.07,13.82,999.38,337.51,426.10,499.77,43.51,52.49,60.14,23.94,54.80,1006.61,52.47,N; Tset = 15.00; Ttrue = 0016.7; T1 = 22.79; RH1 = 55.80; T2 = 23.71; RH2 = 53.65
2017.11.02_12:48:01,306.17,400.02,490.07,47.96,53.58,61.19,23.07,13.80,999.39,350.94,436.39,510.82,43.79,52.36,60.15,23.96,52.48,1006.61,50.79,N; Tset = 15.00; Ttrue = 0016.9; T1 = 22.79; RH1 = 54.11; T2 = 23.72; RH2 = 51.89
2017.11.02_12:49:03,299.99,395.61,483.20,48.50,53.67,61.25,23.09,13.80,999.40,344.80,435.88,511.63,44.04,51.50,60.12,23.97,51.05,1006.60,49.99,N; Tset = 15.20; Ttrue = 0016.3; T1 = 22.75; RH1 = 53.39; T2 = 23.73; RH2 = 51.14
2017.11.02_12:50:07,297.82,398.09,485.21,48.73,52.23,59.91,23.09,13.77,999.41,343.78,432.77,510.43,44.82,52.42,58.98,23.98,49.42,1006.59,48.63,N; Tset = 15.60; Ttrue = 0015.6; T1 = 22.67; RH1 = 52.00; T2 = 23.73; RH2 = 49.96
2017.11.02_12:51:13,293.78,399.35,486.27,48.00,51.49,60.83,23.09,13.72,999.39,342.92,429.05,502.89,43.46,51.92,59.33,23.98,47.49,1006.57,46.70,N; Tset = 16.20; Ttrue = 0015.8; T1 = 22.53; RH1 = 50.35; T2 = 23.71; RH2 = 48.03
2017.11.02_12:52:19,297.16,397.13,485.12,47.50,50.50,59.73,23.09,13.70,999.42,336.40,426.79,502.74,44.67,50.94,58.21,23.98,46.36,1006.58,46.04,N; Tset = 16.80; Ttrue = 0016.7; T1 = 22.39; RH1 = 50.34; T2 = 23.70; RH2 = 47.14
2017.11.02_12:53:23,292.77,394.44,478.26,49.35,52.11,61.00,23.09,13.69,999.44,338.94,428.14,506.14,45.60,49.92,59.33,23.97,46.61,1006.59,47.33,N; Tset = 17.20; Ttrue = 0017.1; T1 = 22.27; RH1 = 52.41; T2 = 23.68; RH2 = 48.20
2017.11.02_12:54:29,291.38,388.85,474.25,50.29,53.30,60.40,23.07,13.69,999.43,338.20,430.19,506.21,44.30,48.98,58.53,23.95,47.09,1006.58,48.56,N; Tset = 17.80; Ttrue = 0017.5; T1 = 22.17; RH1 = 54.02; T2 = 23.66; RH2 = 49.46
2017.11.02_12:55:33,284.14,384.48,468.00,47.40,51.32,58.50,23.06,13.65,999.45,330.95,421.16,496.55,42.10,48.73,58.00,23.93,47.43,1006.58,49.41,N; Tset = 18.20; Ttrue = 0018.1; T1 = 22.10; RH1 = 55.23; T2 = 23.65; RH2 = 50.21
