2017.11.04_00:37:20,50.40,61.73,77.24,9.85,9.64,13.52,23.09,4.99,985.81,57.61,75.86,91.39,18.52,21.29,23.27,24.19,72.26,993.02,78.53,N; Tset = 18.20; Ttrue = 018.6; T1 = 23.09; RH1 = 77.00; T2 = 23.92; RH2 = 81.16
2017.11.04_00:38:20,49.16,65.66,78.95,9.89,10.78,12.94,23.88,5.13,1019.81,50.81,65.28,80.67,9.08,14.20,15.50,25.00,58.92,1027.26,55.16,N; Tset = 18.20; Ttrue = 018.8; T1 = 23.81; RH1 = 56.52; T2 = 24.72; RH2 = 58.65
2017.11.04_00:39:20,48.38,65.70,81.09,9.72,11.52,14.34,23.88,5.08,1019.79,50.80,63.80,78.89,10.58,15.61,15.79,24.99,53.66,1027.27,50.17,N; Tset = 18.20; Ttrue = 018.9; T1 = 23.76; RH1 = 53.30; T2 = 24.72; RH2 = 51.67
2017.11.04_00:40:20,47.13,64.00,79.43,9.31,9.50,13.12,23.88,5.05,1019.79,51.01,63.55,77.54,9.51,12.64,15.67,24.99,51.34,1027.25,48.60,N; Tset = 18.20; Ttrue = 019.0; T1 = 23.72; RH1 = 51.79; T2 = 24.72; RH2 = 49.98
2017.11.04_00:41:22,49.58,63.62,76.39,8.74,9.82,14.31,23.86,5.04,1019.77,51.88,65.83,78.83,8.86,12.62,15.46,24.97,49.96,1027.24,48.02,N; Tset = 18.40; Ttrue = 019.1; T1 = 23.69; RH1 = 51.26; T2 = 24.72; RH2 = 49.30
2017.11.04_00:42:26,47.86,62.99,79.01,9.56,10.24,13.58,23.86,5.05,1019.78,52.02,64.61,78.59,11.70,12.30,15.41,24.97,48.95,1027.21,47.69,N; Tset = 18.80; Ttrue = 018.5; T1 = 23.65; RH1 = 51.09; T2 = 24.72; RH2 = 48.91
2017.11.04_00:43:32,47.99,65.12,76.76,9.69,10.86,13.68,23.86,5.05,1019.78,50.21,63.68,80.36,8.87,13.54,15.49,24.95,47.57,1027.22,46.61,N; Tset = 19.40; Ttrue = 019.2; T1 = 23.58; RH1 = 50.03; T2 = 24.71; RH2 = 47.82
2017.11.04_00:44:38,49.41,62.38,76.70,9.43,10.41,12.85,23.84,5.05,1019.76,49.32,62.36,78.30,8.63,12.49,14.65,24.95,46.96,1027.21,46.69,N; Tset = 20.00; Ttrue = 019.9; T1 = 23.52; RH1 = 50.66; T2 = 24.71; RH2 = 47.56
2017.11.04_00:45:42,51.32,64.05,80.54,9.55,10.15,13.11,23.84,5.06,1019.78,49.86,63.53,77.39,8.80,14.05,14.83,24.95,47.41,1027.21,48.14,N; Tset = 20.40; Ttrue = 020.3; T1 = 23.47; RH1 = 52.62; T2 = 24.70; RH2 = 48.86
2017.11.04_00:46:48,50.08,63.49,80.93,9.50,10.39,13.09,23.84,5.07,1019.79,50.46,64.92,77.40,8.88,12.86,15.53,24.94,47.95,1027.21,49.39,N; Tset = 21.00; Ttrue = 020.8; T1 = 23.42; RH1 = 54.17; T2 = 24.70; RH2 = 50.05
2017.11.04_00:47:52,45.83,65.96,75.36,9.00,9.79,12.86,23.82,5.04,1019.79,51.10,63.34,78.57,9.64,12.36,15.43,24.93,48.49,1027.21,50.49,N; Tset = 21.40; Ttrue = 021.3; T1 = 23.36; RH1 = 55.57; T2 = 24.70; RH2 = 51.11
