2017.11.03_04:52:55,28.79,38.12,46.73,5.60,6.59,8.67,23.96,5.61,979.70,37.23,49.96,60.33,15.95,17.23,19.39,25.04,71.40,986.92,76.52,N; Tset = 17.20; Ttrue = 017.5; T1 = 23.93; RH1 = 74.44; T2 = 24.76; RH2 = 79.65
2017.11.03_04:53:55,29.91,39.62,47.54,6.69,6.60,9.24,24.78,5.78,1013.49,31.84,40.96,47.80,7.06,9.92,11.69,25.89,56.62,1020.98,51.65,N; Tset = 17.20; Ttrue = 017.9; T1 = 24.67; RH1 = 52.92; T2 = 25.59; RH2 = 55.04
2017.11.03_04:54:55,29.02,40.14,47.90,6.25,6.76,9.86,24.78,5.79,1013.47,32.86,43.25,49.94,7.11,10.01,10.29,25.88,51.14,1020.97,46.55,N; Tset = 17.20; Ttrue = 018.0; T1 = 24.60; RH1 = 49.43; T2 = 25.59; RH2 = 48.10
2017.11.03_04:55:55,31.57,40.46,49.42,6.01,6.72,9.16,24.78,5.81,1013.50,31.89,39.06,48.77,5.56,8.63,11.39,25.88,48.66,1020.97,44.98,N; Tset = 17.20; Ttrue = 018.1; T1 = 24.56; RH1 = 47.95; T2 = 25.60; RH2 = 46.40
2017.11.03_04:56:57,30.33,39.95,49.99,7.15,7.19,9.24,24.78,5.80,1013.49,34.50,39.20,48.83,6.52,12.46,12.35,25.86,47.20,1020.99,44.46,N; Tset = 17.40; Ttrue = 018.2; T1 = 24.52; RH1 = 47.56; T2 = 25.60; RH2 = 45.71
2017.11.03_04:58:03,30.58,39.42,53.70,5.06,6.73,9.32,24.78,5.80,1013.49,34.99,44.57,51.86,5.71,9.34,12.30,25.86,46.15,1021.01,44.25,N; Tset = 18.00; Ttrue = 017.7; T1 = 24.47; RH1 = 47.58; T2 = 25.60; RH2 = 45.41
2017.11.03_04:59:09,33.29,39.30,48.52,6.87,6.44,9.64,24.78,5.82,1013.52,31.18,41.34,53.12,5.88,9.49,12.96,25.87,44.90,1021.00,43.39,N; Tset = 18.60; Ttrue = 018.4; T1 = 24.41; RH1 = 46.80; T2 = 25.60; RH2 = 44.57
2017.11.03_05:00:15,30.56,41.92,48.67,6.47,7.47,10.06,24.78,5.82,1013.52,34.10,42.51,52.61,6.49,9.93,11.51,25.86,44.16,1021.02,43.32,N; Tset = 19.20; Ttrue = 019.1; T1 = 24.34; RH1 = 47.24; T2 = 25.60; RH2 = 44.18
2017.11.03_05:01:21,30.49,39.21,49.46,6.81,6.65,9.71,24.78,5.82,1013.51,31.66,42.71,53.62,6.13,10.70,12.06,25.86,44.56,1021.04,44.74,N; Tset = 19.80; Ttrue = 019.6; T1 = 24.27; RH1 = 49.20; T2 = 25.59; RH2 = 45.43
2017.11.03_05:02:25,32.21,40.60,50.13,7.03,6.86,9.30,24.78,5.84,1013.54,34.01,43.52,54.29,5.91,10.68,12.32,25.86,45.03,1021.04,45.89,N; Tset = 20.20; Ttrue = 020.1; T1 = 24.22; RH1 = 50.64; T2 = 25.59; RH2 = 46.59
2017.11.03_05:03:31,34.16,42.04,49.94,6.91,7.08,9.44,24.78,5.84,1013.54,35.05,43.21,52.63,5.64,9.73,11.73,25.86,45.55,1021.06,47.02,N; Tset = 20.80; Ttrue = 020.6; T1 = 24.18; RH1 = 52.13; T2 = 25.59; RH2 = 47.64
2017.11.03_05:04:35,33.17,45.13,52.66,7.21,9.54,9.94,24.78,5.86,1013.53,33.58,42.91,55.05,6.21,9.81,11.86,25.85,46.24,1021.04,48.28,N; Tset = 21.20; Ttrue = 021.1; T1 = 24.12; RH1 = 53.72; T2 = 25.59; RH2 = 48.84
