2017.11.17_14:19:37,24.64,29.53,35.61,5.61,4.72,7.65,21.35,2.25,978.92,26.01,31.52,40.09,8.72,11.38,14.80,22.69,59.99,986.15,72.41,N; Tset = 10.00; Ttrue = 017.5; T1 = 23.08; RH1 = 65.54; T2 = 23.08; RH2 = 71.06
2017.11.17_14:20:37,27.86,35.12,40.26,5.09,6.29,7.73,22.09,2.29,1012.64,26.19,34.41,41.17,7.68,9.51,10.26,23.47,53.02,1020.11,58.86,N; Tset = 10.00; Ttrue = 017.7; T1 = 23.86; RH1 = 56.10; T2 = 23.85; RH2 = 58.93
2017.11.17_14:21:45,25.45,31.06,33.55,5.54,5.16,6.73,22.10,2.26,1012.50,27.21,31.79,37.69,8.11,9.42,12.38,23.47,50.65,1019.98,56.47,N; Tset = 10.80; Ttrue = 017.8; T1 = 23.87; RH1 = 54.79; T2 = 23.85; RH2 = 55.57
2017.11.17_14:22:57,26.55,27.76,31.74,4.91,5.03,7.78,22.10,2.22,1012.63,24.23,27.33,35.48,6.77,8.38,9.53,23.47,49.66,1020.14,56.04,N; Tset = 12.00; Ttrue = 018.0; T1 = 23.89; RH1 = 54.55; T2 = 23.86; RH2 = 54.86
2017.11.17_14:24:07,25.11,31.71,34.79,6.65,4.84,8.49,22.12,2.20,1012.66,23.76,34.57,38.36,7.75,8.81,9.59,23.47,49.17,1020.18,56.05,N; Tset = 13.00; Ttrue = 017.9; T1 = 23.92; RH1 = 54.56; T2 = 23.89; RH2 = 54.66
2017.11.17_14:25:17,20.09,25.65,31.68,6.10,4.25,6.15,22.13,2.17,1012.68,22.47,30.53,34.86,8.21,10.57,10.71,23.47,48.57,1020.18,55.60,N; Tset = 14.00; Ttrue = 016.9; T1 = 23.93; RH1 = 53.99; T2 = 23.91; RH2 = 54.27
2017.11.17_14:26:27,23.46,29.48,34.14,5.37,4.66,6.63,22.15,2.13,1012.66,25.86,28.59,32.17,7.19,8.71,9.21,23.49,46.94,1020.19,53.38,N; Tset = 15.00; Ttrue = 016.2; T1 = 23.88; RH1 = 51.87; T2 = 23.91; RH2 = 52.32
2017.11.17_14:27:37,22.22,31.74,36.52,5.17,4.52,7.03,22.15,2.11,1012.67,25.10,29.80,35.05,8.10,10.81,10.16,23.49,45.36,1020.18,51.36,N; Tset = 16.00; Ttrue = 015.6; T1 = 23.83; RH1 = 50.07; T2 = 23.88; RH2 = 50.41
2017.11.17_14:28:47,22.25,27.99,30.88,4.09,4.45,6.47,22.15,2.09,1012.68,23.10,31.26,34.22,7.47,8.65,9.13,23.49,43.96,1020.20,49.75,N; Tset = 17.00; Ttrue = 016.5; T1 = 23.80; RH1 = 48.70; T2 = 23.86; RH2 = 48.83
2017.11.17_14:29:57,21.57,27.42,32.88,6.60,5.56,6.94,22.13,2.07,1012.69,23.93,32.38,31.54,7.73,8.66,9.51,23.49,43.89,1020.21,50.35,N; Tset = 18.00; Ttrue = 017.8; T1 = 23.76; RH1 = 49.92; T2 = 23.84; RH2 = 48.96
2017.11.17_14:31:05,21.10,24.43,30.62,6.45,3.81,5.64,22.13,2.06,1012.66,20.58,25.49,31.17,7.53,8.25,8.50,23.48,45.59,1020.16,53.41,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.74; RH1 = 53.28; T2 = 23.83; RH2 = 51.64
