2017.11.03_23:04:00,47.24,59.42,69.16,8.63,9.57,11.17,23.40,4.50,985.70,52.21,63.86,78.17,17.81,20.20,21.05,24.47,71.86,992.92,77.81,N; Tset = 18.00; Ttrue = 018.3; T1 = 23.36; RH1 = 76.18; T2 = 24.20; RH2 = 80.58
2017.11.03_23:05:00,44.16,56.93,69.14,11.45,8.79,12.94,24.20,4.67,1019.67,46.72,56.66,72.94,7.23,12.07,14.11,25.30,57.92,1027.15,53.67,N; Tset = 18.00; Ttrue = 018.5; T1 = 24.08; RH1 = 55.03; T2 = 25.01; RH2 = 57.12
2017.11.03_23:06:00,43.15,54.23,66.63,9.56,9.22,13.67,24.19,4.68,1019.69,43.93,54.55,68.72,8.75,12.28,13.61,25.27,52.51,1027.16,48.69,N; Tset = 18.00; Ttrue = 018.6; T1 = 24.03; RH1 = 51.73; T2 = 25.01; RH2 = 50.16
2017.11.03_23:07:00,43.31,53.90,65.75,9.75,9.07,11.53,24.19,4.69,1019.68,43.75,52.20,66.29,8.34,11.73,13.74,25.26,50.15,1027.18,47.17,N; Tset = 18.00; Ttrue = 018.7; T1 = 23.99; RH1 = 50.22; T2 = 25.01; RH2 = 48.52
2017.11.03_23:08:02,42.15,50.84,66.32,8.22,8.83,11.13,24.19,4.73,1019.70,43.39,53.62,63.47,7.16,11.17,12.76,25.26,48.75,1027.18,46.59,N; Tset = 18.20; Ttrue = 018.8; T1 = 23.95; RH1 = 49.77; T2 = 25.01; RH2 = 47.83
2017.11.03_23:09:08,39.42,49.73,58.95,7.11,8.28,11.19,24.19,4.76,1019.72,39.31,53.63,60.54,7.62,11.68,13.66,25.26,47.72,1027.20,46.29,N; Tset = 18.80; Ttrue = 018.3; T1 = 23.90; RH1 = 49.68; T2 = 25.01; RH2 = 47.48
2017.11.03_23:10:14,38.85,50.58,61.19,8.47,9.62,11.69,24.19,4.83,1019.73,41.54,52.19,62.10,8.74,11.78,14.12,25.26,46.44,1027.23,45.34,N; Tset = 19.40; Ttrue = 019.2; T1 = 23.84; RH1 = 48.84; T2 = 25.00; RH2 = 46.51
2017.11.03_23:11:20,38.01,47.88,57.38,9.13,8.86,10.47,24.17,4.89,1019.73,39.43,46.48,59.60,6.49,11.48,12.25,25.25,45.99,1027.22,45.73,N; Tset = 20.00; Ttrue = 019.8; T1 = 23.78; RH1 = 49.78; T2 = 25.00; RH2 = 46.54
2017.11.03_23:12:24,39.03,48.43,56.61,7.28,7.68,9.97,24.17,4.93,1019.73,38.05,48.01,55.72,6.18,10.82,11.72,25.24,46.54,1027.23,47.30,N; Tset = 20.40; Ttrue = 020.3; T1 = 23.72; RH1 = 51.78; T2 = 24.99; RH2 = 47.97
2017.11.03_23:13:30,35.33,45.37,56.20,6.39,7.74,9.69,24.15,4.97,1019.74,35.46,46.38,55.86,5.80,10.13,12.17,25.24,47.09,1027.23,48.53,N; Tset = 21.00; Ttrue = 020.8; T1 = 23.68; RH1 = 53.32; T2 = 24.99; RH2 = 49.19
2017.11.03_23:14:34,34.21,42.43,53.17,6.69,8.00,10.50,24.15,4.95,1019.74,35.59,46.09,53.72,7.00,9.85,11.66,25.23,47.68,1027.21,49.66,N; Tset = 21.40; Ttrue = 021.3; T1 = 23.63; RH1 = 54.80; T2 = 24.99; RH2 = 50.26
2017.11.03_23:15:40,34.71,44.21,55.46,6.10,8.73,10.58,24.15,4.95,1019.73,40.05,45.94,55.18,6.65,10.11,11.51,25.22,48.40,1027.20,50.95,N; Tset = 22.00; Ttrue = 021.8; T1 = 23.58; RH1 = 56.42; T2 = 24.98; RH2 = 51.49
2017.11.03_23:16:44,35.16,45.60,58.28,7.46,8.30,9.93,24.14,4.96,1019.72,39.64,48.51,57.51,6.74,10.60,12.63,25.22,49.20,1027.18,52.26,N; Tset = 22.40; Ttrue = 022.2; T1 = 23.54; RH1 = 58.03; T2 = 24.98; RH2 = 52.76
2017.11.03_23:17:48,35.70,47.64,56.83,6.74,8.40,11.07,24.13,5.00,1019.72,37.77,48.52,64.73,7.67,10.73,12.99,25.22,50.07,1027.17,53.53,N; Tset = 22.80; Ttrue = 022.7; T1 = 23.50; RH1 = 59.61; T2 = 24.98; RH2 = 54.04
2017.11.03_23:18:52,39.32,47.51,60.28,8.00,7.18,10.03,24.13,5.04,1019.70,40.85,49.25,60.75,6.75,11.21,13.12,25.21,50.97,1027.18,54.85,N; Tset = 23.20; Ttrue = 023.1; T1 = 23.46; RH1 = 61.20; T2 = 24.98; RH2 = 55.35
2017.11.03_23:19:58,38.39,49.92,57.83,7.46,7.12,10.71,24.12,5.05,1019.72,40.90,50.91,58.09,6.40,10.45,12.66,25.22,51.91,1027.18,56.12,N; Tset = 23.80; Ttrue = 023.6; T1 = 23.44; RH1 = 62.75; T2 = 24.97; RH2 = 56.64
2017.11.03_23:21:02,36.99,47.63,55.80,7.72,8.25,10.25,24.11,5.04,1019.73,39.89,49.47,57.98,6.54,10.44,13.02,25.21,52.84,1027.17,57.35,N; Tset = 24.20; Ttrue = 024.0; T1 = 23.41; RH1 = 64.22; T2 = 24.97; RH2 = 57.89
2017.11.03_23:22:06,40.35,48.42,60.06,9.30,7.45,9.92,24.11,5.00,1019.73,41.26,49.36,58.55,7.55,10.18,13.19,25.20,53.81,1027.18,58.68,N; Tset = 24.60; Ttrue = 024.4; T1 = 23.39; RH1 = 65.72; T2 = 24.97; RH2 = 59.18
2017.11.03_23:23:10,37.46,46.45,55.76,7.13,7.67,10.18,24.10,4.97,1019.71,39.69,49.21,61.08,7.00,10.46,13.13,25.19,54.77,1027.16,59.91,N; Tset = 25.00; Ttrue = 024.8; T1 = 23.37; RH1 = 67.15; T2 = 24.97; RH2 = 60.42
2017.11.03_23:24:14,35.44,47.45,57.92,6.47,8.13,10.50,24.09,4.97,1019.71,41.02,50.06,60.32,6.69,11.34,12.60,25.19,55.75,1027.15,61.14,N; Tset = 25.40; Ttrue = 025.2; T1 = 23.36; RH1 = 68.56; T2 = 24.97; RH2 = 61.69
2017.11.03_23:25:16,36.49,46.37,57.47,6.99,9.91,10.97,24.09,4.94,1019.70,40.99,50.72,58.09,7.49,11.40,13.06,25.19,56.74,1027.16,62.38,N; Tset = 25.60; Ttrue = 025.6; T1 = 23.35; RH1 = 69.98; T2 = 24.97; RH2 = 62.95
2017.11.03_23:26:20,38.15,46.79,60.59,6.81,8.15,11.43,24.07,4.92,1019.71,41.22,53.03,62.94,7.48,11.21,13.46,25.19,57.76,1027.17,63.64,N; Tset = 26.00; Ttrue = 025.9; T1 = 23.35; RH1 = 71.39; T2 = 24.96; RH2 = 64.23
2017.11.03_23:27:24,38.82,49.34,59.93,7.88,7.81,10.56,24.07,4.93,1019.71,40.57,52.39,61.43,7.73,12.80,14.41,25.19,58.76,1027.18,64.84,N; Tset = 26.40; Ttrue = 026.3; T1 = 23.35; RH1 = 72.70; T2 = 24.96; RH2 = 65.46
2017.11.03_23:28:28,37.32,50.38,59.71,6.78,7.00,10.90,24.07,4.91,1019.73,40.56,52.03,60.08,8.23,10.74,13.82,25.18,59.76,1027.17,66.13,N; Tset = 26.80; Ttrue = 026.7; T1 = 23.35; RH1 = 74.03; T2 = 24.97; RH2 = 66.71
2017.11.03_23:29:32,37.02,49.25,59.72,6.46,7.64,11.33,24.05,4.90,1019.71,40.01,49.88,60.21,7.21,11.65,13.36,25.17,60.80,1027.18,67.40,N; Tset = 27.20; Ttrue = 027.0; T1 = 23.36; RH1 = 75.40; T2 = 24.96; RH2 = 68.00
2017.11.03_23:30:34,38.12,50.95,59.86,7.75,7.01,10.39,24.04,4.92,1019.72,44.74,54.93,63.07,7.60,11.53,13.72,25.17,61.82,1027.17,68.62,N; Tset = 27.40; Ttrue = 027.3; T1 = 23.38; RH1 = 76.66; T2 = 24.95; RH2 = 69.27
2017.11.03_23:31:38,38.17,49.83,59.15,7.62,7.69,10.54,24.04,4.95,1019.72,43.94,53.30,63.74,8.33,12.85,14.42,25.17,62.85,1027.18,69.84,N; Tset = 27.80; Ttrue = 027.7; T1 = 23.40; RH1 = 77.96; T2 = 24.95; RH2 = 70.51
2017.11.03_23:32:42,36.18,47.67,59.98,7.24,8.16,10.71,24.05,4.94,1019.70,43.23,53.44,65.95,8.28,11.79,13.73,25.17,63.87,1027.18,71.04,N; Tset = 28.20; Ttrue = 028.0; T1 = 23.42; RH1 = 79.15; T2 = 24.95; RH2 = 71.78
2017.11.03_23:33:44,38.22,47.76,60.25,8.54,8.18,10.34,24.03,4.94,1019.71,43.10,54.26,64.84,8.09,11.89,13.67,25.17,64.88,1027.18,72.23,N; Tset = 28.40; Ttrue = 028.3; T1 = 23.44; RH1 = 80.35; T2 = 24.95; RH2 = 72.98
2017.11.03_23:34:48,39.06,47.79,59.16,8.37,7.69,11.36,24.03,4.95,1019.72,42.51,54.60,68.39,9.28,11.58,13.72,25.16,65.90,1027.18,73.45,N; Tset = 28.80; Ttrue = 028.6; T1 = 23.47; RH1 = 81.52; T2 = 24.95; RH2 = 74.19
2017.11.03_23:35:50,37.28,48.13,60.25,7.36,7.86,11.09,24.03,4.95,1019.72,44.75,53.44,68.22,7.54,12.70,14.78,25.16,66.89,1027.19,74.63,N; Tset = 29.00; Ttrue = 028.9; T1 = 23.50; RH1 = 82.65; T2 = 24.94; RH2 = 75.42
