2017.11.23_02:55:37,7.89,9.75,10.95,1.98,1.77,3.99,21.51,2.89,976.51,12.37,13.85,18.63,8.38,9.32,9.73,22.95,60.42,983.64,71.06,N; Tset = 10.00; Ttrue = 016.4; T1 = 23.62; RH1 = 62.19; T2 = 23.41; RH2 = 70.50
2017.11.23_02:56:37,8.39,9.77,11.23,2.60,1.70,3.94,22.25,2.97,1010.22,9.70,12.58,15.93,6.78,8.30,8.47,23.74,50.89,1017.59,54.19,N; Tset = 10.00; Ttrue = 016.6; T1 = 24.39; RH1 = 50.20; T2 = 24.19; RH2 = 54.64
2017.11.23_02:57:45,7.96,9.82,10.65,2.67,2.00,4.03,22.25,2.97,1010.27,10.02,12.34,16.64,7.48,8.75,8.55,23.72,47.85,1017.63,51.42,N; Tset = 10.80; Ttrue = 016.8; T1 = 24.37; RH1 = 48.82; T2 = 24.18; RH2 = 50.67
2017.11.23_02:58:57,8.73,10.26,10.81,2.54,1.44,6.03,22.24,2.97,1010.22,10.94,12.45,16.59,7.34,8.19,8.70,23.72,46.50,1017.56,50.90,N; Tset = 12.00; Ttrue = 016.9; T1 = 24.34; RH1 = 48.72; T2 = 24.17; RH2 = 49.85
2017.11.23_03:00:07,8.51,10.01,11.46,2.82,1.55,4.74,22.24,2.97,1010.17,11.66,13.66,18.29,7.81,9.04,9.68,23.70,45.85,1017.52,50.97,N; Tset = 13.00; Ttrue = 017.0; T1 = 24.32; RH1 = 48.98; T2 = 24.14; RH2 = 49.76
2017.11.23_03:01:17,8.79,9.91,12.03,2.75,1.79,4.17,22.23,2.97,1010.16,12.13,14.99,19.75,8.16,9.12,9.19,23.70,45.37,1017.52,50.80,N; Tset = 14.00; Ttrue = 015.9; T1 = 24.29; RH1 = 48.88; T2 = 24.10; RH2 = 49.73
2017.11.23_03:02:27,9.33,10.71,11.45,2.70,2.05,4.02,22.23,2.97,1010.14,10.80,13.23,16.75,7.58,9.79,9.33,23.70,43.82,1017.51,48.75,N; Tset = 15.00; Ttrue = 015.1; T1 = 24.26; RH1 = 46.77; T2 = 24.05; RH2 = 48.06
2017.11.23_03:03:37,9.10,10.15,11.97,2.91,1.74,4.29,22.23,2.97,1010.14,10.31,12.53,16.08,7.30,8.34,8.56,23.68,42.15,1017.52,46.74,N; Tset = 16.00; Ttrue = 015.4; T1 = 24.22; RH1 = 44.93; T2 = 24.04; RH2 = 46.04
2017.11.23_03:04:47,9.41,10.30,11.39,2.98,1.77,4.12,22.23,2.97,1010.18,10.41,12.10,16.87,6.90,8.32,8.30,23.67,41.32,1017.53,46.20,N; Tset = 17.00; Ttrue = 016.8; T1 = 24.19; RH1 = 44.85; T2 = 24.03; RH2 = 45.16
2017.11.23_03:05:57,9.45,10.22,11.59,2.93,1.83,3.67,22.22,2.97,1010.19,10.98,12.87,17.57,7.19,7.95,8.48,23.66,42.48,1017.54,48.69,N; Tset = 18.00; Ttrue = 017.7; T1 = 24.17; RH1 = 47.74; T2 = 24.03; RH2 = 47.13
2017.11.23_03:07:05,8.93,10.62,12.34,2.53,1.94,3.95,22.21,2.97,1010.22,10.79,11.82,16.23,7.07,8.18,8.40,23.66,44.15,1017.58,51.40,N; Tset = 18.80; Ttrue = 018.6; T1 = 24.16; RH1 = 50.43; T2 = 24.02; RH2 = 49.72
2017.11.23_03:08:15,8.92,10.51,10.86,3.09,1.95,3.99,22.21,2.97,1010.16,9.74,13.43,18.21,7.30,8.34,8.46,23.66,45.78,1017.51,53.83,N; Tset = 19.80; Ttrue = 019.5; T1 = 24.15; RH1 = 52.89; T2 = 24.02; RH2 = 52.02
2017.11.23_03:09:23,8.85,10.50,11.22,2.95,1.73,4.47,22.21,2.97,1010.19,10.32,13.87,17.92,7.43,8.82,8.67,23.65,47.55,1017.54,56.37,N; Tset = 20.60; Ttrue = 020.3; T1 = 24.15; RH1 = 55.44; T2 = 24.01; RH2 = 54.44
2017.11.23_03:10:31,8.96,10.65,12.31,2.66,1.54,4.61,22.20,2.97,1010.21,11.23,13.24,17.95,7.43,9.12,9.04,23.64,49.45,1017.55,59.06,N; Tset = 21.40; Ttrue = 021.2; T1 = 24.15; RH1 = 58.05; T2 = 24.01; RH2 = 56.94
2017.11.23_03:11:39,8.98,10.77,11.82,2.41,1.98,4.24,22.19,2.97,1010.17,11.93,12.93,17.13,7.33,9.54,8.73,23.63,51.46,1017.50,61.77,N; Tset = 22.20; Ttrue = 022.0; T1 = 24.15; RH1 = 60.74; T2 = 24.01; RH2 = 59.55
2017.11.23_03:12:47,8.62,10.03,10.97,2.28,1.66,4.13,22.19,2.97,1010.16,11.42,13.90,18.70,7.36,8.13,8.09,23.62,53.59,1017.49,64.64,N; Tset = 23.00; Ttrue = 022.9; T1 = 24.15; RH1 = 63.49; T2 = 24.00; RH2 = 62.25
2017.11.23_03:13:55,9.57,9.73,11.79,2.53,2.17,4.92,22.19,2.97,1010.17,10.46,14.44,17.68,7.51,8.73,8.40,23.60,55.84,1017.50,67.65,N; Tset = 23.80; Ttrue = 023.6; T1 = 24.17; RH1 = 66.33; T2 = 24.00; RH2 = 65.07
2017.11.23_03:15:03,8.99,10.15,11.44,2.37,2.07,4.17,22.18,2.97,1010.18,11.37,14.00,21.44,7.68,8.38,8.53,23.59,58.06,1017.50,70.53,N; Tset = 24.60; Ttrue = 024.3; T1 = 24.19; RH1 = 68.99; T2 = 24.00; RH2 = 67.86
2017.11.23_03:16:11,9.47,10.28,12.50,3.04,2.13,3.66,22.17,2.99,1010.19,11.14,14.12,19.81,8.29,9.06,9.14,23.59,60.27,1017.51,73.35,N; Tset = 25.40; Ttrue = 025.1; T1 = 24.22; RH1 = 71.60; T2 = 24.00; RH2 = 70.58
2017.11.23_03:17:17,8.73,10.13,12.02,2.97,1.79,4.37,22.17,2.99,1010.20,12.01,14.87,21.06,7.65,8.82,9.62,23.58,62.57,1017.50,76.37,N; Tset = 26.00; Ttrue = 025.8; T1 = 24.26; RH1 = 74.36; T2 = 24.00; RH2 = 73.39
2017.11.23_03:18:25,9.08,10.83,11.93,2.36,1.98,3.86,22.17,2.99,1010.20,11.73,15.46,21.47,7.83,9.49,9.83,23.57,64.94,1017.51,79.44,N; Tset = 26.80; Ttrue = 026.6; T1 = 24.29; RH1 = 77.16; T2 = 24.00; RH2 = 76.32
2017.11.23_03:19:33,8.62,10.67,12.02,2.89,2.33,3.84,22.15,2.99,1010.20,13.63,16.38,22.26,8.94,9.80,10.79,23.57,67.37,1017.53,82.58,N; Tset = 27.60; Ttrue = 027.3; T1 = 24.33; RH1 = 79.98; T2 = 24.00; RH2 = 79.33
2017.11.23_03:20:39,9.30,10.19,12.23,2.82,2.32,4.01,22.15,2.99,1010.23,16.28,19.47,27.34,10.33,11.70,11.31,23.55,69.79,1017.56,85.79,N; Tset = 28.20; Ttrue = 028.0; T1 = 24.39; RH1 = 82.79; T2 = 24.00; RH2 = 82.32
