2017.11.23_07:17:13,14.33,17.76,19.01,3.43,3.50,6.34,21.29,3.47,974.91,29.29,36.23,41.01,11.94,14.19,13.45,22.40,61.46,982.03,72.15,N; Tset = 10.00; Ttrue = 016.3; T1 = 23.44; RH1 = 61.80; T2 = 22.77; RH2 = 71.83
2017.11.23_07:18:13,15.75,18.63,20.81,4.61,4.41,5.71,22.03,3.61,1008.54,28.39,29.89,38.22,11.12,11.60,11.87,23.17,52.02,1015.90,55.20,N; Tset = 10.00; Ttrue = 016.5; T1 = 24.20; RH1 = 50.04; T2 = 23.53; RH2 = 55.92
2017.11.23_07:19:21,16.17,18.83,23.05,5.80,3.57,6.15,22.03,3.65,1008.54,27.10,34.28,37.64,14.62,12.03,13.26,23.16,48.95,1015.90,52.37,N; Tset = 10.80; Ttrue = 016.7; T1 = 24.17; RH1 = 48.72; T2 = 23.52; RH2 = 51.84
2017.11.23_07:20:33,16.27,18.63,22.52,4.90,3.68,5.82,22.03,3.68,1008.54,30.49,36.72,47.36,10.93,13.01,12.77,23.16,47.56,1015.92,51.83,N; Tset = 12.00; Ttrue = 016.8; T1 = 24.14; RH1 = 48.64; T2 = 23.52; RH2 = 50.98
2017.11.23_07:21:43,17.67,19.82,23.02,6.37,4.05,5.67,22.03,3.70,1008.54,32.66,34.30,42.74,10.87,12.63,13.67,23.17,46.92,1015.92,51.82,N; Tset = 13.00; Ttrue = 016.8; T1 = 24.11; RH1 = 48.94; T2 = 23.49; RH2 = 50.86
2017.11.23_07:22:53,18.17,20.26,24.22,4.76,3.85,5.85,22.03,3.72,1008.53,30.28,33.22,42.84,10.77,11.96,12.97,23.16,46.37,1015.90,51.58,N; Tset = 14.00; Ttrue = 015.7; T1 = 24.08; RH1 = 48.71; T2 = 23.46; RH2 = 50.74
2017.11.23_07:24:03,19.55,20.26,22.30,4.15,3.35,5.24,22.03,3.74,1008.53,32.36,37.99,44.56,10.67,11.82,13.89,23.15,44.70,1015.89,49.42,N; Tset = 15.00; Ttrue = 014.9; T1 = 24.04; RH1 = 46.55; T2 = 23.42; RH2 = 48.90
2017.11.23_07:25:13,16.73,21.26,22.97,4.36,4.26,5.85,22.03,3.75,1008.54,27.77,30.62,39.61,10.28,12.04,12.20,23.15,43.05,1015.90,47.41,N; Tset = 16.00; Ttrue = 015.4; T1 = 24.00; RH1 = 44.83; T2 = 23.41; RH2 = 46.89
2017.11.23_07:26:23,17.45,20.03,24.24,4.49,3.73,6.01,22.03,3.76,1008.58,27.90,32.66,40.27,10.87,12.63,12.44,23.15,42.41,1015.94,47.22,N; Tset = 17.00; Ttrue = 016.8; T1 = 23.97; RH1 = 45.17; T2 = 23.41; RH2 = 46.27
2017.11.23_07:27:33,17.37,19.69,25.11,4.17,3.31,6.47,22.03,3.76,1008.58,27.93,31.52,35.53,11.60,13.46,11.31,23.15,43.76,1015.94,49.96,N; Tset = 18.00; Ttrue = 017.7; T1 = 23.93; RH1 = 48.28; T2 = 23.41; RH2 = 48.57
2017.11.23_07:28:41,19.25,20.62,24.08,4.21,3.58,5.36,22.03,3.76,1008.59,24.92,28.33,35.35,10.52,11.65,13.10,23.15,45.43,1015.92,52.60,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.90; RH1 = 50.92; T2 = 23.40; RH2 = 51.14
