2017.11.19_01:15:21,307.73,428.13,552.64,64.59,74.14,84.84,24.04,2.58,978.21,394.80,532.99,669.92,73.87,79.55,90.94,24.13,67.26,985.65,87.23,N; Tset = 11.60; Ttrue = 0013.5; T1 = 27.68; RH1 = 62.27; T2 = 25.73; RH2 = 82.85
2017.11.19_01:16:21,306.99,440.19,575.56,64.35,74.82,87.88,24.85,2.68,1011.95,322.05,441.24,551.71,63.92,71.48,82.90,24.94,52.23,1019.64,59.90,N; Tset = 11.60; Ttrue = 0013.9; T1 = 28.53; RH1 = 45.24; T2 = 26.53; RH2 = 58.22
2017.11.19_01:17:21,303.94,444.86,573.44,64.77,74.40,88.48,24.85,2.69,1011.99,323.20,441.42,555.79,65.59,74.16,83.19,24.92,47.01,1019.67,54.53,N; Tset = 11.60; Ttrue = 0014.2; T1 = 28.45; RH1 = 43.15; T2 = 26.51; RH2 = 50.98
2017.11.19_01:18:21,304.14,437.13,569.95,66.10,75.11,89.29,24.85,2.70,1011.93,326.65,444.03,556.96,63.16,75.95,84.64,24.91,44.63,1019.61,53.28,N; Tset = 11.60; Ttrue = 0014.4; T1 = 28.38; RH1 = 42.82; T2 = 26.49; RH2 = 49.23
2017.11.19_01:19:25,302.93,434.08,573.54,65.88,75.92,87.08,24.84,2.70,1011.87,325.97,445.17,557.95,64.80,74.43,83.85,24.89,43.22,1019.56,52.89,N; Tset = 12.00; Ttrue = 0014.6; T1 = 28.31; RH1 = 42.93; T2 = 26.47; RH2 = 48.55
2017.11.19_01:20:31,304.02,436.01,571.04,65.80,74.75,86.30,24.83,2.69,1011.96,326.53,447.40,558.69,63.99,72.01,82.70,24.89,42.24,1019.63,52.75,N; Tset = 12.60; Ttrue = 0014.7; T1 = 28.22; RH1 = 43.24; T2 = 26.44; RH2 = 48.23
2017.11.19_01:21:37,307.71,445.16,578.80,66.15,75.93,88.26,24.81,2.68,1012.06,330.01,447.29,572.74,64.91,73.18,84.60,24.87,41.60,1019.74,52.82,N; Tset = 13.20; Ttrue = 0014.9; T1 = 28.12; RH1 = 43.65; T2 = 26.42; RH2 = 48.15
2017.11.19_01:22:43,308.89,441.56,574.34,66.44,75.12,87.73,24.79,2.68,1011.95,325.78,450.08,558.04,65.05,71.70,82.68,24.86,41.17,1019.64,52.95,N; Tset = 13.80; Ttrue = 0014.7; T1 = 28.01; RH1 = 44.12; T2 = 26.41; RH2 = 48.18
2017.11.19_01:23:49,305.93,450.05,583.35,66.57,76.59,89.77,24.78,2.68,1011.90,328.01,446.35,564.95,65.27,73.43,82.94,24.85,40.51,1019.57,52.42,N; Tset = 14.40; Ttrue = 0014.0; T1 = 27.90; RH1 = 43.78; T2 = 26.39; RH2 = 47.86
2017.11.19_01:24:55,312.60,448.14,587.23,66.96,77.99,90.07,24.76,2.69,1011.99,329.60,449.23,562.31,66.06,72.47,83.13,24.84,39.23,1019.65,50.81,N; Tset = 15.00; Ttrue = 0014.7; T1 = 27.78; RH1 = 42.67; T2 = 26.38; RH2 = 46.41
2017.11.19_01:26:01,308.04,449.21,579.09,67.20,78.12,87.25,24.73,2.70,1012.03,331.63,447.85,561.38,64.74,75.05,85.17,24.82,39.06,1019.70,51.36,N; Tset = 15.60; Ttrue = 0015.5; T1 = 27.68; RH1 = 43.76; T2 = 26.38; RH2 = 46.45
