2017.11.14_05:07:50,12.64,15.45,17.06,3.18,4.13,4.09,24.64,2.99,975.42,14.44,19.88,26.58,17.79,16.80,17.15,25.48,72.96,982.78,79.68,N; Tset = 18.00; Ttrue = 0018.4; T1 = 24.42; RH1 = 77.98; T2 = 25.31; RH2 = 81.75
2017.11.14_05:08:50,11.73,13.74,17.56,2.93,2.78,4.91,25.50,3.05,1009.07,11.21,14.81,17.53,5.61,7.69,9.72,26.35,59.00,1016.67,55.48,N; Tset = 18.00; Ttrue = 0018.8; T1 = 25.19; RH1 = 56.63; T2 = 26.15; RH2 = 58.78
2017.11.14_05:09:50,12.39,14.15,16.23,3.27,2.63,4.09,25.50,3.02,1009.12,11.05,14.08,20.14,6.27,8.43,10.90,26.34,53.17,1016.73,50.04,N; Tset = 18.00; Ttrue = 0019.0; T1 = 25.15; RH1 = 52.94; T2 = 26.16; RH2 = 51.28
2017.11.14_05:10:50,10.53,13.68,16.61,2.49,2.23,4.54,25.50,3.02,1009.12,11.20,14.60,22.50,5.74,9.31,9.53,26.33,50.65,1016.70,48.34,N; Tset = 18.00; Ttrue = 0019.1; T1 = 25.12; RH1 = 51.20; T2 = 26.17; RH2 = 49.48
2017.11.14_05:11:52,11.33,14.28,17.62,2.74,2.48,4.88,25.50,3.02,1009.04,12.79,16.15,18.12,5.95,8.36,9.05,26.33,49.18,1016.65,47.65,N; Tset = 18.20; Ttrue = 0018.7; T1 = 25.09; RH1 = 50.62; T2 = 26.17; RH2 = 48.69
2017.11.14_05:12:58,10.62,14.07,17.45,3.41,2.58,4.59,25.50,3.00,1009.13,10.65,15.67,19.66,5.92,8.65,9.17,26.33,47.66,1016.73,46.47,N; Tset = 18.80; Ttrue = 0018.2; T1 = 25.05; RH1 = 49.35; T2 = 26.18; RH2 = 47.61
2017.11.14_05:14:02,11.36,13.78,17.64,2.56,2.04,4.93,25.50,2.97,1009.17,15.63,14.76,18.19,5.98,8.35,9.74,26.34,45.73,1016.76,44.73,N; Tset = 19.20; Ttrue = 0019.1; T1 = 24.98; RH1 = 47.82; T2 = 26.18; RH2 = 45.75
2017.11.14_05:15:08,11.59,18.84,16.55,2.54,2.27,4.40,25.50,2.94,1009.20,16.30,14.50,17.75,5.65,8.04,9.14,26.34,45.31,1016.77,45.38,N; Tset = 19.80; Ttrue = 0019.8; T1 = 24.93; RH1 = 49.21; T2 = 26.18; RH2 = 45.94
2017.11.14_05:16:14,11.93,15.87,15.91,2.41,2.29,4.75,25.49,2.93,1009.24,11.43,14.96,19.78,6.14,8.10,8.38,26.35,45.83,1016.83,46.88,N; Tset = 20.40; Ttrue = 0020.1; T1 = 24.88; RH1 = 51.10; T2 = 26.18; RH2 = 47.42
2017.11.14_05:17:18,11.08,14.75,15.62,2.44,1.96,5.55,25.48,2.95,1009.28,12.60,15.16,18.92,6.22,8.61,9.11,26.35,46.11,1016.84,47.75,N; Tset = 20.80; Ttrue = 0020.6; T1 = 24.83; RH1 = 52.22; T2 = 26.17; RH2 = 48.26
2017.11.14_05:18:24,13.26,14.13,16.44,2.62,2.35,3.73,25.48,2.96,1009.28,11.14,14.05,18.99,5.73,9.86,10.84,26.34,46.58,1016.84,48.86,N; Tset = 21.40; Ttrue = 0021.2; T1 = 24.77; RH1 = 53.71; T2 = 26.17; RH2 = 49.25
2017.11.14_05:19:28,12.63,13.71,16.84,2.34,1.74,4.66,25.48,2.97,1009.27,12.07,14.89,19.91,5.78,8.43,9.49,26.33,47.29,1016.85,50.12,N; Tset = 21.80; Ttrue = 0021.6; T1 = 24.71; RH1 = 55.35; T2 = 26.17; RH2 = 50.45
2017.11.14_05:20:32,11.39,14.15,15.98,2.54,2.29,4.66,25.47,2.98,1009.32,11.82,14.01,19.13,5.90,8.37,8.80,26.33,47.99,1016.86,51.29,N; Tset = 22.20; Ttrue = 0022.1; T1 = 24.67; RH1 = 56.80; T2 = 26.16; RH2 = 51.60
2017.11.14_05:21:36,11.19,16.03,15.81,2.01,2.60,4.39,25.46,2.98,1009.24,12.48,16.97,19.56,5.59,8.84,9.74,26.33,48.73,1016.80,52.46,N; Tset = 22.60; Ttrue = 0022.5; T1 = 24.63; RH1 = 58.29; T2 = 26.16; RH2 = 52.74
2017.11.14_05:22:40,12.86,15.62,15.81,2.22,1.67,4.11,25.46,2.94,1009.24,11.75,18.23,19.22,5.65,8.48,9.61,26.33,49.56,1016.80,53.66,N; Tset = 23.00; Ttrue = 0022.9; T1 = 24.58; RH1 = 59.81; T2 = 26.15; RH2 = 53.95
