2017.11.14_06:43:36,12.74,15.93,19.80,2.70,2.25,4.31,24.40,2.93,976.31,18.74,24.05,31.66,17.81,17.68,18.28,25.23,73.18,983.62,80.30,N; Tset = 18.20; Ttrue = 0018.7; T1 = 24.14; RH1 = 79.01; T2 = 25.06; RH2 = 82.19
2017.11.14_06:44:36,14.66,16.93,20.83,3.03,3.63,5.46,25.23,3.04,1010.01,14.16,18.94,21.73,5.72,8.66,9.64,26.09,59.59,1017.56,56.68,N; Tset = 18.20; Ttrue = 0019.0; T1 = 24.90; RH1 = 57.97; T2 = 25.89; RH2 = 60.04
2017.11.14_06:45:36,16.98,17.69,20.30,3.29,2.58,5.10,25.23,3.03,1010.02,17.52,17.48,22.92,6.15,8.69,11.27,26.06,53.91,1017.58,51.30,N; Tset = 18.20; Ttrue = 0019.2; T1 = 24.88; RH1 = 54.33; T2 = 25.89; RH2 = 52.48
2017.11.14_06:46:36,13.77,17.11,21.22,3.50,2.35,4.26,25.23,3.02,1010.00,15.08,18.27,22.67,5.74,8.54,9.55,26.07,51.46,1017.57,49.59,N; Tset = 18.20; Ttrue = 0019.3; T1 = 24.86; RH1 = 52.62; T2 = 25.91; RH2 = 50.68
2017.11.14_06:47:36,14.44,16.02,19.39,3.17,2.68,4.30,25.23,2.98,1009.99,14.70,17.96,24.19,5.78,9.29,9.90,26.07,50.00,1017.56,48.83,N; Tset = 18.20; Ttrue = 0018.9; T1 = 24.83; RH1 = 51.93; T2 = 25.91; RH2 = 49.85
2017.11.14_06:48:42,13.46,16.60,18.12,2.48,2.07,4.81,25.23,2.93,1010.02,14.58,16.71,22.75,5.75,8.68,9.88,26.06,48.40,1017.57,47.49,N; Tset = 18.80; Ttrue = 0018.3; T1 = 24.79; RH1 = 50.42; T2 = 25.91; RH2 = 48.68
2017.11.14_06:49:48,13.42,16.93,18.37,2.77,2.33,4.21,25.23,2.90,1010.02,13.46,16.42,21.58,6.18,11.69,9.59,26.07,46.47,1017.58,45.70,N; Tset = 19.40; Ttrue = 0019.2; T1 = 24.72; RH1 = 48.84; T2 = 25.91; RH2 = 46.73
2017.11.14_06:50:54,12.62,16.25,19.09,2.49,2.01,5.15,25.23,2.90,1010.05,13.26,18.48,22.75,5.99,8.65,9.45,26.07,45.97,1017.61,46.21,N; Tset = 20.00; Ttrue = 0019.9; T1 = 24.67; RH1 = 50.04; T2 = 25.91; RH2 = 46.78
2017.11.14_06:51:58,14.66,17.21,20.11,3.67,3.44,4.64,25.23,2.90,1010.04,15.44,18.62,24.68,6.45,9.01,9.33,26.07,46.50,1017.61,47.76,N; Tset = 20.40; Ttrue = 0020.2; T1 = 24.62; RH1 = 51.99; T2 = 25.90; RH2 = 48.26
2017.11.14_06:53:04,14.42,17.11,21.42,3.12,2.59,4.51,25.23,2.88,1010.05,14.50,18.64,23.91,5.67,8.24,9.27,26.06,46.81,1017.60,48.65,N; Tset = 21.00; Ttrue = 0020.7; T1 = 24.57; RH1 = 53.12; T2 = 25.90; RH2 = 49.17
2017.11.14_06:54:08,12.94,16.83,20.14,3.39,2.97,4.36,25.23,2.84,1010.09,15.09,17.37,23.28,5.80,9.03,9.18,26.07,47.24,1017.64,49.66,N; Tset = 21.40; Ttrue = 0021.2; T1 = 24.52; RH1 = 54.53; T2 = 25.90; RH2 = 50.05
2017.11.14_06:55:12,13.62,17.80,20.13,3.16,2.41,4.84,25.23,2.83,1010.08,21.20,25.16,22.02,6.37,8.64,9.69,26.07,47.96,1017.64,50.95,N; Tset = 21.80; Ttrue = 0021.7; T1 = 24.48; RH1 = 56.19; T2 = 25.89; RH2 = 51.28
2017.11.14_06:56:16,14.28,17.95,21.09,2.88,2.85,5.10,25.23,2.84,1010.10,16.84,19.63,23.40,6.08,8.82,9.29,26.07,48.66,1017.64,52.10,N; Tset = 22.20; Ttrue = 0022.1; T1 = 24.43; RH1 = 57.62; T2 = 25.89; RH2 = 52.44
2017.11.14_06:57:22,14.15,17.54,19.95,2.84,3.00,4.97,25.21,2.84,1010.07,15.27,20.24,23.03,6.06,8.18,9.61,26.05,49.40,1017.65,53.28,N; Tset = 22.80; Ttrue = 0022.6; T1 = 24.39; RH1 = 59.07; T2 = 25.89; RH2 = 53.56
2017.11.14_06:58:26,14.55,19.58,19.20,2.67,2.34,4.31,25.21,2.84,1010.11,16.24,17.61,25.01,5.76,8.76,9.76,26.04,50.24,1017.65,54.54,N; Tset = 23.20; Ttrue = 0023.0; T1 = 24.35; RH1 = 60.62; T2 = 25.88; RH2 = 54.78
2017.11.14_06:59:30,14.32,17.28,18.64,2.81,2.30,5.22,25.21,2.84,1010.12,16.13,18.68,24.43,5.59,8.63,11.73,26.04,51.08,1017.69,55.75,N; Tset = 23.60; Ttrue = 0023.4; T1 = 24.32; RH1 = 62.08; T2 = 25.88; RH2 = 56.01
2017.11.14_07:00:34,15.33,16.75,22.06,2.88,2.57,4.62,25.21,2.85,1010.10,16.03,19.68,26.19,6.36,8.69,10.85,26.04,51.96,1017.68,56.94,N; Tset = 24.00; Ttrue = 0023.8; T1 = 24.30; RH1 = 63.52; T2 = 25.87; RH2 = 57.18
2017.11.14_07:01:38,15.01,18.65,20.20,3.09,2.87,5.19,25.19,2.85,1010.11,15.24,19.60,24.67,6.54,9.60,10.63,26.04,52.85,1017.69,58.13,N; Tset = 24.40; Ttrue = 0024.2; T1 = 24.28; RH1 = 64.96; T2 = 25.87; RH2 = 58.39
2017.11.14_07:02:40,15.72,18.90,21.22,2.91,2.65,5.04,25.19,2.82,1010.15,17.69,19.53,24.60,8.02,10.12,10.65,26.04,53.79,1017.70,59.32,N; Tset = 24.60; Ttrue = 0024.5; T1 = 24.26; RH1 = 66.36; T2 = 25.87; RH2 = 59.59
2017.11.14_07:03:44,14.95,21.06,22.21,3.72,2.48,6.06,25.19,2.83,1010.15,18.03,19.83,26.12,7.01,9.48,10.35,26.05,54.72,1017.69,60.48,N; Tset = 25.00; Ttrue = 0024.9; T1 = 24.24; RH1 = 67.72; T2 = 25.86; RH2 = 60.79
2017.11.14_07:04:48,13.41,18.28,20.32,2.97,1.92,4.89,25.19,2.83,1010.11,16.74,18.39,23.19,7.02,9.22,10.50,26.04,55.65,1017.67,61.67,N; Tset = 25.40; Ttrue = 0025.3; T1 = 24.23; RH1 = 69.09; T2 = 25.86; RH2 = 61.97
2017.11.14_07:05:52,14.74,17.19,20.09,2.77,4.27,4.12,25.18,2.82,1010.15,14.62,17.95,24.31,6.51,9.79,9.86,26.03,56.64,1017.72,62.91,N; Tset = 25.80; Ttrue = 0025.6; T1 = 24.21; RH1 = 70.48; T2 = 25.85; RH2 = 63.22
2017.11.14_07:06:56,14.87,17.35,18.92,2.34,1.84,4.45,25.17,2.82,1010.19,15.47,18.50,24.29,7.14,9.26,10.29,26.02,57.57,1017.76,64.07,N; Tset = 26.20; Ttrue = 0026.0; T1 = 24.21; RH1 = 71.76; T2 = 25.85; RH2 = 64.40
2017.11.14_07:07:58,16.98,19.46,22.48,2.16,2.36,4.81,25.17,2.83,1010.20,16.70,22.26,23.15,6.70,9.15,10.57,26.02,58.52,1017.75,65.23,N; Tset = 26.40; Ttrue = 0026.3; T1 = 24.21; RH1 = 73.05; T2 = 25.85; RH2 = 65.57
2017.11.14_07:09:02,15.05,20.84,21.51,2.85,3.07,5.21,25.17,2.83,1010.22,15.56,20.99,25.29,6.33,9.71,9.72,26.02,59.50,1017.77,66.42,N; Tset = 26.80; Ttrue = 0026.6; T1 = 24.21; RH1 = 74.37; T2 = 25.84; RH2 = 66.78
2017.11.14_07:10:04,13.90,17.24,21.20,2.31,2.29,5.27,25.17,2.79,1010.22,16.29,19.98,24.49,7.01,9.33,9.38,26.02,60.44,1017.75,67.52,N; Tset = 27.00; Ttrue = 0027.0; T1 = 24.22; RH1 = 75.55; T2 = 25.84; RH2 = 67.91
2017.11.14_07:11:08,13.72,19.34,20.42,2.63,2.71,5.82,25.16,2.77,1010.30,14.93,18.86,24.42,6.56,8.99,9.85,26.02,61.39,1017.83,68.67,N; Tset = 27.40; Ttrue = 0027.3; T1 = 24.24; RH1 = 76.77; T2 = 25.83; RH2 = 69.08
2017.11.14_07:12:12,13.99,18.98,19.53,3.22,2.87,5.00,25.15,2.76,1010.35,18.20,19.69,25.95,6.64,9.65,10.03,26.02,62.37,1017.87,69.83,N; Tset = 27.80; Ttrue = 0027.6; T1 = 24.25; RH1 = 77.99; T2 = 25.83; RH2 = 70.26
2017.11.14_07:13:14,14.17,18.18,20.45,2.90,2.09,4.45,25.15,2.76,1010.33,16.17,19.18,27.17,6.87,9.46,10.90,26.02,63.31,1017.88,70.95,N; Tset = 28.00; Ttrue = 0027.9; T1 = 24.27; RH1 = 79.13; T2 = 25.83; RH2 = 71.42
2017.11.14_07:14:18,14.33,18.16,20.29,2.32,2.20,5.10,25.15,2.76,1010.32,17.02,19.42,25.75,6.79,9.65,10.30,26.02,64.26,1017.87,72.05,N; Tset = 28.40; Ttrue = 0028.2; T1 = 24.28; RH1 = 80.27; T2 = 25.82; RH2 = 72.58
2017.11.14_07:15:20,15.76,18.04,22.56,3.50,2.83,3.96,25.15,2.78,1010.35,16.55,20.27,27.96,6.94,10.08,10.82,26.02,65.24,1017.87,73.22,N; Tset = 28.60; Ttrue = 0028.5; T1 = 24.30; RH1 = 81.42; T2 = 25.82; RH2 = 73.76
2017.11.14_07:16:22,15.01,18.78,20.85,2.72,1.93,4.86,25.15,2.77,1010.38,17.35,21.39,28.65,7.23,10.19,11.24,26.01,66.19,1017.91,74.35,N; Tset = 28.80; Ttrue = 0028.8; T1 = 24.33; RH1 = 82.51; T2 = 25.82; RH2 = 74.88
2017.11.14_07:17:26,16.35,19.02,23.21,3.82,3.01,5.14,25.15,2.79,1010.42,18.54,23.15,30.46,7.63,10.82,11.66,26.00,67.15,1017.95,75.51,N; Tset = 29.20; Ttrue = 0029.1; T1 = 24.36; RH1 = 83.60; T2 = 25.81; RH2 = 76.05
