2017.11.24_08:22:33,16.04,20.85,24.54,4.02,3.53,6.07,21.08,4.05,977.65,28.01,35.77,45.27,11.62,12.96,14.73,22.26,61.27,984.69,72.22,N; Tset = 10.00; Ttrue = 016.3; T1 = 23.06; RH1 = 62.95; T2 = 22.57; RH2 = 72.06
2017.11.24_08:23:33,17.31,21.99,25.87,4.68,3.44,5.75,21.80,4.19,1011.37,26.14,30.95,40.63,9.71,11.24,12.97,23.01,52.29,1018.65,55.93,N; Tset = 10.00; Ttrue = 016.5; T1 = 23.83; RH1 = 51.45; T2 = 23.32; RH2 = 56.72
2017.11.24_08:24:41,18.85,21.81,29.92,4.08,3.21,6.29,21.80,4.19,1011.34,27.42,33.36,41.69,10.20,11.11,13.13,23.01,49.34,1018.66,53.17,N; Tset = 10.80; Ttrue = 016.7; T1 = 23.81; RH1 = 50.08; T2 = 23.31; RH2 = 52.79
2017.11.24_08:25:53,17.27,22.73,26.35,4.38,3.96,6.71,21.80,4.20,1011.32,25.96,31.23,40.11,13.16,10.74,11.41,23.01,48.05,1018.65,52.66,N; Tset = 12.00; Ttrue = 016.8; T1 = 23.79; RH1 = 49.98; T2 = 23.31; RH2 = 51.96
2017.11.24_08:27:03,17.24,22.35,27.63,4.44,4.21,6.81,21.80,4.21,1011.28,28.04,32.91,43.09,9.83,11.08,11.44,23.00,47.45,1018.62,52.73,N; Tset = 13.00; Ttrue = 016.7; T1 = 23.77; RH1 = 50.25; T2 = 23.31; RH2 = 51.83
2017.11.24_08:28:13,18.27,24.00,27.88,4.36,4.17,6.58,21.80,4.22,1011.25,28.16,34.04,42.23,10.64,11.36,11.77,22.99,46.85,1018.59,52.38,N; Tset = 14.00; Ttrue = 015.6; T1 = 23.74; RH1 = 49.87; T2 = 23.31; RH2 = 51.58
2017.11.24_08:29:23,18.12,22.58,27.34,4.05,3.86,6.50,21.80,4.23,1011.25,29.09,33.01,41.65,9.80,11.31,13.69,23.01,45.12,1018.57,50.08,N; Tset = 15.00; Ttrue = 014.9; T1 = 23.71; RH1 = 47.63; T2 = 23.30; RH2 = 49.57
2017.11.24_08:30:33,17.81,22.45,27.97,4.92,3.93,6.36,21.80,4.24,1011.28,27.23,32.47,42.22,10.96,11.16,12.37,23.01,43.45,1018.59,48.05,N; Tset = 16.00; Ttrue = 015.4; T1 = 23.69; RH1 = 45.82; T2 = 23.30; RH2 = 47.53
2017.11.24_08:31:43,19.01,22.72,27.67,3.86,3.59,6.33,21.79,4.25,1011.30,27.57,33.46,43.06,10.50,11.71,12.17,23.00,42.87,1018.60,48.02,N; Tset = 17.00; Ttrue = 016.8; T1 = 23.67; RH1 = 46.30; T2 = 23.30; RH2 = 46.99
2017.11.24_08:32:53,17.92,22.68,28.20,4.71,3.93,6.38,21.78,4.25,1011.27,25.64,33.02,42.49,9.90,11.65,11.43,23.00,44.29,1018.60,50.82,N; Tset = 18.00; Ttrue = 017.7; T1 = 23.65; RH1 = 49.41; T2 = 23.31; RH2 = 49.34
2017.11.24_08:34:01,18.55,22.66,28.25,4.03,3.77,6.10,21.78,4.26,1011.28,26.70,33.10,39.59,9.54,11.11,11.53,22.99,45.93,1018.59,53.50,N; Tset = 18.80; Ttrue = 018.6; T1 = 23.64; RH1 = 52.03; T2 = 23.32; RH2 = 51.87
2017.11.24_08:35:11,17.71,22.81,28.74,4.26,4.04,6.14,21.78,4.27,1011.25,26.36,33.51,43.25,9.73,11.64,12.92,23.01,47.63,1018.59,56.00,N; Tset = 19.80; Ttrue = 019.5; T1 = 23.63; RH1 = 54.59; T2 = 23.32; RH2 = 54.28
