2017.11.22_20:42:21,8.50,10.14,11.43,2.65,1.32,4.06,22.62,3.55,977.01,16.56,19.87,22.57,14.41,14.20,14.68,23.98,65.32,984.24,85.37,N; Tset = 10.00; Ttrue = 0012.0; T1 = 26.45; RH1 = 64.68; T2 = 25.92; RH2 = 79.77
2017.11.22_20:43:21,10.18,11.24,11.51,2.48,2.06,3.87,23.39,3.65,1010.66,14.88,18.05,20.08,8.51,10.02,9.84,24.81,48.89,1018.18,55.44,N; Tset = 10.00; Ttrue = 0012.5; T1 = 27.28; RH1 = 44.57; T2 = 26.75; RH2 = 52.86
2017.11.22_20:44:29,9.24,10.75,10.91,3.17,1.59,4.04,23.38,3.63,1010.69,13.25,16.07,23.26,9.33,11.08,9.79,24.79,43.19,1018.16,49.69,N; Tset = 10.80; Ttrue = 0012.8; T1 = 27.23; RH1 = 41.71; T2 = 26.74; RH2 = 45.63
2017.11.22_20:45:41,8.39,10.29,11.40,2.71,2.24,3.98,23.37,3.62,1010.66,15.64,15.50,18.98,10.13,9.48,9.85,24.79,40.52,1018.14,48.25,N; Tset = 12.00; Ttrue = 0013.1; T1 = 27.18; RH1 = 41.18; T2 = 26.72; RH2 = 43.78
2017.11.22_20:46:51,8.58,9.89,11.25,2.49,2.16,3.64,23.38,3.60,1010.62,14.50,13.92,18.22,9.38,10.15,9.74,24.79,39.07,1018.13,47.86,N; Tset = 13.00; Ttrue = 0012.7; T1 = 27.11; RH1 = 41.26; T2 = 26.69; RH2 = 43.26
2017.11.22_20:48:01,9.63,10.57,11.42,2.33,1.63,4.09,23.37,3.58,1010.59,14.33,15.00,20.16,8.44,9.93,9.31,24.79,37.64,1018.10,46.77,N; Tset = 14.00; Ttrue = 0013.4; T1 = 27.04; RH1 = 40.45; T2 = 26.65; RH2 = 42.40
2017.11.22_20:49:11,9.26,10.76,10.85,2.86,1.70,3.66,23.37,3.58,1010.65,12.34,18.08,18.48,8.62,9.87,9.35,24.79,36.96,1018.14,47.01,N; Tset = 15.00; Ttrue = 0015.0; T1 = 26.98; RH1 = 41.32; T2 = 26.63; RH2 = 42.16
2017.11.22_20:50:21,9.54,10.88,11.48,3.51,2.94,3.58,23.38,3.56,1010.72,12.09,17.42,18.20,8.19,11.47,9.89,24.80,38.20,1018.17,50.00,N; Tset = 16.00; Ttrue = 0015.6; T1 = 26.92; RH1 = 44.42; T2 = 26.61; RH2 = 44.61
2017.11.22_20:51:31,8.82,11.28,11.74,2.18,2.66,3.95,23.38,3.56,1010.66,13.39,17.51,18.78,9.82,10.08,9.48,24.81,39.12,1018.13,51.86,N; Tset = 17.00; Ttrue = 0016.7; T1 = 26.87; RH1 = 46.15; T2 = 26.60; RH2 = 46.37
2017.11.22_20:52:41,8.91,10.51,12.60,1.98,2.19,3.83,23.38,3.55,1010.66,12.96,20.00,19.17,8.32,9.67,9.87,24.81,40.36,1018.15,54.23,N; Tset = 18.00; Ttrue = 0017.8; T1 = 26.83; RH1 = 48.60; T2 = 26.60; RH2 = 48.28
2017.11.22_20:53:49,8.45,10.04,10.67,2.14,2.37,4.38,23.38,3.54,1010.54,14.36,17.52,19.73,8.18,9.71,9.26,24.81,42.13,1018.08,57.19,N; Tset = 18.80; Ttrue = 0018.6; T1 = 26.80; RH1 = 51.42; T2 = 26.60; RH2 = 50.85
2017.11.22_20:54:59,8.57,10.74,10.60,2.37,1.66,3.70,23.37,3.53,1010.47,17.43,23.91,23.91,9.34,11.34,11.02,24.81,43.74,1017.98,59.66,N; Tset = 19.80; Ttrue = 0019.4; T1 = 26.77; RH1 = 53.71; T2 = 26.60; RH2 = 53.07
2017.11.22_20:56:07,9.94,10.35,10.60,2.60,1.89,3.50,23.37,3.53,1010.58,21.15,19.70,22.45,8.11,11.33,9.85,24.81,45.35,1018.07,62.14,N; Tset = 20.60; Ttrue = 0020.3; T1 = 26.75; RH1 = 56.07; T2 = 26.60; RH2 = 55.20
2017.11.22_20:57:15,8.70,10.71,10.69,2.28,1.93,4.21,23.37,3.52,1010.64,18.44,17.76,23.38,8.96,9.69,9.89,24.81,47.17,1018.12,64.85,N; Tset = 21.40; Ttrue = 0021.1; T1 = 26.73; RH1 = 58.60; T2 = 26.61; RH2 = 57.59
2017.11.22_20:58:23,8.67,10.17,10.92,2.83,1.95,3.99,23.36,3.50,1010.54,13.96,15.31,19.79,9.46,10.41,10.17,24.81,49.00,1018.08,67.51,N; Tset = 22.20; Ttrue = 0022.0; T1 = 26.72; RH1 = 61.05; T2 = 26.61; RH2 = 59.93
2017.11.22_20:59:31,8.52,9.38,10.77,2.37,1.92,3.60,23.36,3.50,1010.61,15.62,15.78,20.12,8.53,9.78,9.46,24.81,51.00,1018.09,70.42,N; Tset = 23.00; Ttrue = 0022.8; T1 = 26.72; RH1 = 63.72; T2 = 26.62; RH2 = 62.45
2017.11.22_21:00:39,8.16,10.34,11.71,2.68,2.05,4.03,23.36,3.49,1010.60,14.18,17.29,18.55,9.35,10.34,9.73,24.81,53.12,1018.10,73.45,N; Tset = 23.80; Ttrue = 0023.6; T1 = 26.73; RH1 = 66.42; T2 = 26.62; RH2 = 65.11
2017.11.22_21:01:47,8.79,10.97,10.70,2.53,1.85,4.17,23.36,3.48,1010.53,13.18,17.75,18.77,9.02,10.18,11.62,24.81,55.18,1018.07,76.29,N; Tset = 24.60; Ttrue = 0024.3; T1 = 26.74; RH1 = 68.89; T2 = 26.63; RH2 = 67.66
2017.11.22_21:02:55,9.31,10.56,11.18,2.48,2.52,3.80,23.35,3.48,1010.54,15.84,17.50,21.71,8.72,10.55,13.29,24.81,57.22,1018.08,79.08,N; Tset = 25.40; Ttrue = 0025.1; T1 = 26.76; RH1 = 71.29; T2 = 26.64; RH2 = 70.13
2017.11.22_21:04:01,9.18,9.29,11.03,2.46,1.85,4.10,23.36,3.47,1010.59,13.42,16.04,20.76,8.73,11.08,13.19,24.81,59.37,1018.07,82.08,N; Tset = 26.00; Ttrue = 0025.8; T1 = 26.79; RH1 = 73.88; T2 = 26.64; RH2 = 72.76
2017.11.22_21:05:09,8.50,9.68,11.53,2.28,1.72,4.01,23.35,3.46,1010.55,20.55,20.31,21.89,9.47,11.17,10.81,24.81,61.61,1018.08,85.19,N; Tset = 26.80; Ttrue = 0026.6; T1 = 26.83; RH1 = 76.52; T2 = 26.64; RH2 = 75.49
2017.11.22_21:06:17,9.60,10.00,11.24,2.90,1.93,3.38,23.36,3.44,1010.55,15.74,20.30,22.24,9.45,11.26,10.90,24.81,63.89,1018.07,88.42,N; Tset = 27.60; Ttrue = 0027.3; T1 = 26.88; RH1 = 79.20; T2 = 26.65; RH2 = 78.30
