2017.11.22_14:59:47,9.36,12.87,14.07,2.47,2.56,4.08,26.96,3.03,973.94,16.76,24.62,26.03,15.79,15.35,15.77,28.42,65.22,981.63,80.12,N; Tset = 14.00; Ttrue = 0014.9; T1 = 31.80; RH1 = 56.58; T2 = 30.37; RH2 = 76.54
2017.11.22_15:00:47,10.39,13.32,15.12,2.75,2.75,4.24,27.89,3.13,1007.48,19.19,21.71,19.97,11.04,13.15,12.50,29.40,48.03,1015.42,51.48,N; Tset = 14.00; Ttrue = 0015.5; T1 = 32.80; RH1 = 39.08; T2 = 31.37; RH2 = 49.63
2017.11.22_15:01:51,10.98,13.50,15.32,2.59,2.27,4.36,27.91,3.13,1007.53,16.45,18.81,21.44,9.97,11.44,15.76,29.38,42.51,1015.48,47.03,N; Tset = 14.40; Ttrue = 0015.8; T1 = 32.74; RH1 = 37.45; T2 = 31.35; RH2 = 43.54
2017.11.22_15:03:01,12.71,12.56,13.99,2.85,2.18,4.37,27.91,3.12,1007.62,18.85,25.47,22.92,9.83,11.19,12.86,29.40,39.75,1015.59,45.91,N; Tset = 15.40; Ttrue = 0016.1; T1 = 32.69; RH1 = 37.32; T2 = 31.34; RH2 = 41.91
2017.11.22_15:04:11,12.20,13.28,14.17,3.45,2.07,3.88,27.91,3.11,1007.58,20.97,18.51,23.53,11.64,11.82,11.53,29.40,38.11,1015.56,45.60,N; Tset = 16.40; Ttrue = 0016.3; T1 = 32.61; RH1 = 37.53; T2 = 31.33; RH2 = 41.34
2017.11.22_15:05:21,11.84,12.98,14.16,1.83,1.95,4.26,27.92,3.11,1007.46,22.10,18.84,22.03,9.02,10.42,11.51,29.40,37.13,1015.38,45.63,N; Tset = 17.40; Ttrue = 0016.8; T1 = 32.51; RH1 = 37.96; T2 = 31.32; RH2 = 41.19
2017.11.22_15:06:29,10.08,11.43,13.36,2.28,2.49,4.00,27.93,3.10,1007.42,27.82,20.59,26.97,8.68,10.45,11.87,29.42,36.66,1015.42,46.16,N; Tset = 18.20; Ttrue = 0018.0; T1 = 32.41; RH1 = 38.91; T2 = 31.30; RH2 = 41.46
2017.11.22_15:07:37,10.52,12.68,13.36,2.71,2.01,3.83,27.93,3.09,1007.37,23.74,21.16,25.94,8.64,11.53,12.63,29.42,37.21,1015.43,48.12,N; Tset = 19.00; Ttrue = 0018.8; T1 = 32.31; RH1 = 41.10; T2 = 31.29; RH2 = 42.94
2017.11.22_15:08:47,11.18,13.38,12.98,1.70,2.33,4.11,27.93,3.09,1007.23,21.39,22.21,45.79,9.59,10.95,11.57,29.43,38.10,1015.37,50.04,N; Tset = 20.00; Ttrue = 0019.1; T1 = 32.20; RH1 = 43.06; T2 = 31.28; RH2 = 44.67
2017.11.22_15:09:55,11.62,13.16,12.32,2.70,1.59,4.34,27.93,3.09,1007.27,23.96,22.35,27.64,10.34,11.25,12.77,29.44,38.50,1015.33,50.85,N; Tset = 20.80; Ttrue = 0020.7; T1 = 32.09; RH1 = 44.00; T2 = 31.28; RH2 = 45.50
2017.11.22_15:11:03,10.21,11.50,12.89,2.43,1.64,3.89,27.94,3.09,1007.38,17.88,25.11,27.00,9.21,10.88,12.20,29.45,39.76,1015.43,53.43,N; Tset = 21.60; Ttrue = 0021.5; T1 = 32.00; RH1 = 46.90; T2 = 31.27; RH2 = 47.41
2017.11.22_15:12:11,9.96,11.56,12.85,2.31,1.61,4.03,27.95,3.07,1007.34,18.55,27.73,29.72,10.37,11.77,12.06,29.46,41.44,1015.38,55.95,N; Tset = 22.40; Ttrue = 0022.0; T1 = 31.92; RH1 = 49.22; T2 = 31.27; RH2 = 49.85
2017.11.22_15:13:19,10.57,13.19,14.31,2.60,1.84,4.08,27.95,3.07,1007.43,27.35,25.56,26.79,10.15,10.87,11.18,29.46,42.40,1015.43,57.36,N; Tset = 23.20; Ttrue = 0023.0; T1 = 31.86; RH1 = 50.63; T2 = 31.27; RH2 = 51.11
2017.11.22_15:14:25,11.59,13.24,12.78,2.19,2.11,4.48,27.95,3.07,1007.54,25.94,27.26,23.98,10.59,11.08,11.73,29.47,43.87,1015.52,59.66,N; Tset = 23.80; Ttrue = 0023.6; T1 = 31.80; RH1 = 52.97; T2 = 31.28; RH2 = 53.05
2017.11.22_15:15:33,12.66,12.50,12.92,3.05,2.27,5.12,27.96,3.07,1007.57,22.65,25.09,24.55,9.27,11.37,11.57,29.48,45.38,1015.52,61.80,N; Tset = 24.60; Ttrue = 0024.3; T1 = 31.76; RH1 = 54.99; T2 = 31.28; RH2 = 55.03
2017.11.22_15:16:41,10.68,12.55,14.42,2.56,2.83,4.25,27.97,3.07,1007.54,23.11,23.76,24.91,10.33,11.81,11.73,29.48,46.83,1015.51,63.87,N; Tset = 25.40; Ttrue = 0025.1; T1 = 31.72; RH1 = 56.99; T2 = 31.28; RH2 = 56.84
2017.11.22_15:17:47,10.66,12.08,13.34,1.93,1.92,3.97,27.97,3.07,1007.54,19.28,21.49,25.06,12.61,12.35,12.06,29.48,48.49,1015.52,66.26,N; Tset = 26.00; Ttrue = 0025.8; T1 = 31.69; RH1 = 59.22; T2 = 31.29; RH2 = 58.94
2017.11.22_15:18:55,11.42,12.80,14.16,2.73,2.62,4.57,27.97,3.06,1007.49,20.67,20.43,27.94,10.63,11.80,10.61,29.48,50.16,1015.51,68.58,N; Tset = 26.80; Ttrue = 0026.5; T1 = 31.68; RH1 = 61.32; T2 = 31.29; RH2 = 61.02
2017.11.22_15:20:01,16.29,12.47,12.48,2.64,2.15,4.08,27.97,3.05,1007.53,24.68,21.78,29.14,11.15,12.43,15.43,29.48,51.78,1015.52,70.78,N; Tset = 27.40; Ttrue = 0027.2; T1 = 31.67; RH1 = 63.27; T2 = 31.30; RH2 = 62.97
2017.11.22_15:21:07,11.19,12.67,16.17,3.03,2.52,3.88,27.97,3.05,1007.55,21.18,22.02,27.45,10.39,11.95,12.47,29.49,53.47,1015.54,73.07,N; Tset = 28.00; Ttrue = 0027.8; T1 = 31.68; RH1 = 65.33; T2 = 31.31; RH2 = 65.02
2017.11.22_15:22:15,11.02,12.68,12.94,4.73,2.79,4.05,27.97,3.03,1007.62,23.09,22.13,22.32,13.30,15.24,13.07,29.50,55.23,1015.60,75.39,N; Tset = 28.80; Ttrue = 0028.5; T1 = 31.69; RH1 = 67.36; T2 = 31.32; RH2 = 67.12
2017.11.22_15:23:21,10.59,13.66,14.46,3.44,2.61,4.27,27.97,3.02,1007.62,24.02,22.36,26.54,9.82,11.53,12.87,29.50,56.97,1015.63,77.78,N; Tset = 29.40; Ttrue = 0029.1; T1 = 31.72; RH1 = 69.37; T2 = 31.33; RH2 = 69.22
2017.11.22_15:24:27,11.23,14.20,14.57,2.62,2.37,3.88,27.99,3.02,1007.65,24.34,26.19,22.75,9.82,11.17,11.50,29.51,58.79,1015.57,80.18,N; Tset = 30.00; Ttrue = 0029.7; T1 = 31.75; RH1 = 71.43; T2 = 31.33; RH2 = 71.39
2017.11.22_15:25:33,10.14,11.91,13.98,2.44,1.99,4.36,27.99,3.01,1007.68,18.88,22.98,22.93,9.97,11.73,11.28,29.52,60.54,1015.63,82.42,N; Tset = 30.60; Ttrue = 0030.3; T1 = 31.79; RH1 = 73.26; T2 = 31.34; RH2 = 73.45
2017.11.22_15:26:39,14.11,14.63,15.84,2.82,2.68,4.59,27.99,3.09,1007.76,22.34,31.89,27.20,10.18,13.22,14.76,29.52,62.33,1015.69,84.88,N; Tset = 31.20; Ttrue = 0030.9; T1 = 31.83; RH1 = 75.28; T2 = 31.35; RH2 = 75.55
