2017.11.22_09:24:31,11.49,14.69,16.66,2.85,2.69,4.66,23.41,6.50,976.84,16.85,22.06,28.38,13.73,13.80,14.77,24.74,65.11,984.20,82.87,N; Tset = 10.00; Ttrue = 0011.1; T1 = 27.78; RH1 = 60.01; T2 = 26.77; RH2 = 77.82
2017.11.22_09:25:31,12.71,16.76,17.93,3.04,2.70,5.07,24.22,6.73,1010.51,16.42,19.44,23.76,9.02,10.72,11.12,25.60,48.20,1018.16,53.03,N; Tset = 10.00; Ttrue = 0011.6; T1 = 28.66; RH1 = 40.87; T2 = 27.64; RH2 = 50.71
2017.11.22_09:26:39,12.28,14.40,16.78,3.50,2.98,4.62,24.23,6.73,1010.65,19.34,21.21,24.23,8.46,10.23,10.93,25.60,42.36,1018.23,47.48,N; Tset = 10.80; Ttrue = 0012.0; T1 = 28.59; RH1 = 38.40; T2 = 27.63; RH2 = 43.67
2017.11.22_09:27:51,11.56,14.35,16.56,2.71,2.83,4.69,24.23,6.73,1010.68,18.73,22.29,25.49,9.12,11.38,11.29,25.60,39.43,1018.26,46.06,N; Tset = 12.00; Ttrue = 0012.2; T1 = 28.53; RH1 = 37.98; T2 = 27.62; RH2 = 41.75
2017.11.22_09:29:01,12.29,15.45,16.51,2.98,2.26,4.70,24.24,6.73,1010.64,17.12,20.43,25.89,8.66,10.22,10.40,25.61,37.80,1018.21,45.64,N; Tset = 13.00; Ttrue = 0012.5; T1 = 28.46; RH1 = 38.10; T2 = 27.61; RH2 = 41.12
2017.11.22_09:30:11,13.04,15.29,16.84,3.14,2.23,5.17,24.25,6.73,1010.62,15.98,20.31,25.00,8.91,10.12,10.24,25.62,36.84,1018.19,45.66,N; Tset = 14.00; Ttrue = 0013.6; T1 = 28.37; RH1 = 38.59; T2 = 27.60; RH2 = 40.93
2017.11.22_09:31:21,11.75,16.09,16.78,3.51,2.70,4.76,24.25,6.72,1010.59,18.97,21.11,25.06,8.48,10.96,10.54,25.64,36.87,1018.17,47.13,N; Tset = 15.00; Ttrue = 0014.8; T1 = 28.28; RH1 = 40.46; T2 = 27.59; RH2 = 41.90
2017.11.22_09:32:31,12.69,14.24,18.61,2.39,2.50,5.08,24.26,6.72,1010.58,15.80,20.75,24.32,8.94,9.99,10.19,25.65,37.73,1018.16,49.38,N; Tset = 16.00; Ttrue = 0015.2; T1 = 28.21; RH1 = 42.75; T2 = 27.59; RH2 = 43.81
2017.11.22_09:33:41,12.16,14.46,19.22,3.32,2.33,4.95,24.27,6.73,1010.60,17.50,20.68,25.34,9.02,10.45,10.98,25.67,38.15,1018.17,50.50,N; Tset = 17.00; Ttrue = 0017.0; T1 = 28.12; RH1 = 43.98; T2 = 27.59; RH2 = 44.83
2017.11.22_09:34:51,12.21,14.51,17.06,3.21,2.60,4.88,24.27,6.72,1010.64,19.67,20.47,26.05,8.31,10.37,10.73,25.68,39.77,1018.21,53.71,N; Tset = 18.00; Ttrue = 0017.8; T1 = 28.06; RH1 = 47.38; T2 = 27.59; RH2 = 47.32
2017.11.22_09:35:59,11.88,14.91,15.54,3.08,3.16,4.74,24.27,6.73,1010.62,16.22,19.07,24.68,8.59,10.05,10.41,25.69,41.42,1018.18,56.35,N; Tset = 18.80; Ttrue = 0018.4; T1 = 28.01; RH1 = 49.74; T2 = 27.59; RH2 = 49.84
