2017.11.23_16:14:59,20.18,26.18,29.83,4.94,4.27,6.61,25.82,4.12,972.01,40.00,43.32,49.75,14.79,13.46,14.31,27.37,59.31,979.58,65.04,N; Tset = 15.40; Ttrue = 016.2; T1 = 28.43; RH1 = 53.55; T2 = 27.78; RH2 = 66.99
2017.11.23_16:15:59,19.79,27.83,31.06,5.91,4.73,6.80,26.71,4.27,1005.51,38.16,38.70,42.65,13.28,13.96,13.93,28.31,45.78,1013.39,44.27,N; Tset = 15.40; Ttrue = 016.5; T1 = 29.35; RH1 = 39.27; T2 = 28.71; RH2 = 45.76
2017.11.23_16:16:59,24.68,27.55,32.65,4.68,4.85,7.24,26.71,4.27,1005.35,42.54,42.42,46.10,12.47,15.34,15.85,28.31,41.90,1013.30,41.48,N; Tset = 15.40; Ttrue = 016.7; T1 = 29.31; RH1 = 38.19; T2 = 28.70; RH2 = 41.54
2017.11.23_16:17:59,20.84,25.78,33.63,5.24,4.64,7.19,26.72,4.27,1005.42,87.58,77.85,81.23,15.73,21.31,19.77,28.29,40.24,1013.30,41.09,N; Tset = 15.40; Ttrue = 016.9; T1 = 29.28; RH1 = 38.24; T2 = 28.70; RH2 = 40.73
2017.11.23_16:19:07,20.03,25.56,31.85,7.64,4.40,7.16,26.71,4.27,1005.54,39.10,46.45,41.84,12.73,15.01,14.47,28.29,39.22,1013.42,41.06,N; Tset = 16.20; Ttrue = 017.1; T1 = 29.23; RH1 = 38.52; T2 = 28.69; RH2 = 40.50
2017.11.23_16:20:13,22.01,27.42,35.06,5.58,4.80,7.43,26.72,4.27,1005.62,40.45,45.53,43.29,12.13,13.97,14.39,28.29,38.59,1013.48,41.20,N; Tset = 16.80; Ttrue = 017.2; T1 = 29.17; RH1 = 38.94; T2 = 28.68; RH2 = 40.50
2017.11.23_16:21:19,20.05,24.39,29.46,4.62,4.72,7.21,26.71,4.28,1005.61,45.13,51.51,47.53,13.64,15.04,14.41,28.30,38.21,1013.50,41.39,N; Tset = 17.40; Ttrue = 016.9; T1 = 29.11; RH1 = 39.37; T2 = 28.66; RH2 = 40.63
2017.11.23_16:22:27,22.33,27.47,29.96,5.33,4.65,6.74,26.71,4.28,1005.78,59.78,59.69,68.89,15.61,17.22,19.95,28.29,37.57,1013.65,40.93,N; Tset = 18.20; Ttrue = 017.9; T1 = 29.05; RH1 = 38.98; T2 = 28.65; RH2 = 40.30
2017.11.23_16:23:33,22.02,26.14,31.15,5.48,4.95,7.61,26.71,4.29,1005.66,55.33,51.79,50.97,15.02,15.65,16.29,28.30,37.56,1013.57,41.68,N; Tset = 18.80; Ttrue = 018.6; T1 = 28.98; RH1 = 40.28; T2 = 28.64; RH2 = 40.65
2017.11.23_16:24:39,23.15,26.75,32.59,4.68,5.20,7.30,26.72,4.29,1005.75,41.52,40.14,44.00,12.41,13.36,15.40,28.29,38.54,1013.59,43.47,N; Tset = 19.40; Ttrue = 019.1; T1 = 28.94; RH1 = 42.14; T2 = 28.63; RH2 = 42.35
2017.11.23_16:25:43,34.33,28.91,29.92,4.11,5.06,6.83,26.71,4.29,1005.80,35.31,41.71,46.08,12.70,14.99,14.05,28.29,39.18,1013.64,44.56,N; Tset = 19.80; Ttrue = 019.7; T1 = 28.89; RH1 = 43.31; T2 = 28.63; RH2 = 43.41
2017.11.23_16:26:49,23.14,26.60,29.37,4.94,5.03,6.69,26.71,4.30,1005.83,32.08,34.09,42.04,12.39,12.76,13.50,28.29,40.00,1013.70,45.90,N; Tset = 20.40; Ttrue = 020.3; T1 = 28.85; RH1 = 44.81; T2 = 28.62; RH2 = 44.63
2017.11.23_16:27:55,21.62,24.58,27.63,5.83,4.73,6.89,26.71,4.31,1005.91,36.34,34.99,40.88,12.31,12.98,14.14,28.29,40.98,1013.77,47.33,N; Tset = 21.00; Ttrue = 020.8; T1 = 28.81; RH1 = 46.32; T2 = 28.62; RH2 = 46.02
2017.11.23_16:29:01,21.68,24.26,29.73,6.62,4.58,7.25,26.71,4.31,1005.90,32.40,42.08,52.75,13.55,13.34,15.89,28.29,41.89,1013.77,48.59,N; Tset = 21.60; Ttrue = 021.4; T1 = 28.78; RH1 = 47.65; T2 = 28.62; RH2 = 47.25
2017.11.23_16:30:05,19.76,24.26,28.17,4.19,4.61,7.40,26.71,4.31,1005.98,31.09,35.00,40.86,12.99,12.29,13.22,28.29,42.88,1013.82,49.95,N; Tset = 22.00; Ttrue = 021.9; T1 = 28.76; RH1 = 49.07; T2 = 28.62; RH2 = 48.55
2017.11.23_16:31:11,18.73,23.50,26.55,3.97,3.96,6.13,26.71,4.32,1006.00,34.03,36.34,36.35,12.76,14.80,12.75,28.29,43.93,1013.85,51.30,N; Tset = 22.60; Ttrue = 022.4; T1 = 28.74; RH1 = 50.43; T2 = 28.62; RH2 = 49.86
