2017.11.04_05:20:32,33.37,43.31,53.74,7.01,6.27,8.78,21.53,7.07,984.23,40.36,51.20,64.68,14.40,16.44,18.63,22.67,72.31,991.25,79.16,N; Tset = 16.40; Ttrue = 017.1; T1 = 21.51; RH1 = 78.44; T2 = 22.42; RH2 = 81.31
2017.11.04_05:21:32,37.52,43.83,54.79,6.25,7.19,10.03,22.27,7.31,1018.18,37.41,46.20,55.79,7.81,10.42,11.97,23.43,59.57,1025.44,56.37,N; Tset = 16.40; Ttrue = 017.3; T1 = 22.17; RH1 = 58.18; T2 = 23.14; RH2 = 59.91
2017.11.04_05:22:32,34.94,44.67,57.03,7.70,7.46,10.03,22.27,7.29,1018.18,35.94,46.00,56.18,6.88,11.23,14.15,23.41,54.33,1025.45,51.29,N; Tset = 16.40; Ttrue = 017.4; T1 = 22.12; RH1 = 54.88; T2 = 23.14; RH2 = 52.69
2017.11.04_05:23:32,35.08,44.73,54.91,6.91,8.60,10.18,22.26,7.28,1018.18,35.11,45.88,57.00,6.76,10.08,12.11,23.41,52.06,1025.45,49.69,N; Tset = 16.40; Ttrue = 017.5; T1 = 22.08; RH1 = 53.39; T2 = 23.15; RH2 = 50.92
2017.11.04_05:24:32,36.34,46.62,55.07,7.99,6.86,9.76,22.25,7.25,1018.21,42.00,46.15,56.17,6.03,10.13,12.00,23.39,50.71,1025.46,49.02,N; Tset = 16.40; Ttrue = 017.4; T1 = 22.04; RH1 = 52.75; T2 = 23.14; RH2 = 50.22
2017.11.04_05:25:38,35.00,47.47,57.46,7.16,6.94,10.14,22.25,7.23,1018.22,38.40,50.54,56.99,7.00,9.73,11.87,23.39,49.64,1025.48,48.48,N; Tset = 17.00; Ttrue = 016.6; T1 = 21.99; RH1 = 52.26; T2 = 23.13; RH2 = 49.73
2017.11.04_05:26:44,34.51,49.51,56.75,7.52,7.81,9.73,22.25,7.22,1018.23,38.78,49.81,58.37,6.98,10.78,12.19,23.39,48.00,1025.49,46.90,N; Tset = 17.60; Ttrue = 017.2; T1 = 21.93; RH1 = 50.64; T2 = 23.12; RH2 = 48.21
2017.11.04_05:27:48,35.51,47.29,57.67,7.66,7.31,11.38,22.24,7.19,1018.22,41.53,47.47,57.18,6.45,10.41,11.67,23.37,47.11,1025.47,46.58,N; Tset = 18.00; Ttrue = 017.9; T1 = 21.86; RH1 = 50.82; T2 = 23.11; RH2 = 47.54
2017.11.04_05:28:54,36.36,47.24,58.22,8.22,8.00,10.92,22.23,7.17,1018.21,40.61,47.15,60.04,7.67,10.55,11.74,23.37,47.42,1025.45,47.86,N; Tset = 18.60; Ttrue = 018.3; T1 = 21.80; RH1 = 52.65; T2 = 23.10; RH2 = 48.65
2017.11.04_05:29:58,37.44,46.26,56.81,7.01,8.22,10.00,22.23,7.20,1018.18,36.39,48.30,56.90,7.11,10.11,12.01,23.36,47.89,1025.44,49.07,N; Tset = 19.00; Ttrue = 018.8; T1 = 21.75; RH1 = 54.17; T2 = 23.09; RH2 = 49.81
2017.11.04_05:31:02,34.91,45.19,56.22,6.59,7.36,10.55,22.22,7.26,1018.16,39.92,46.76,59.61,6.76,11.02,12.27,23.35,48.41,1025.41,50.17,N; Tset = 19.40; Ttrue = 019.3; T1 = 21.70; RH1 = 55.63; T2 = 23.08; RH2 = 50.86
2017.11.04_05:32:08,36.32,47.97,58.19,9.19,7.75,10.53,22.21,7.27,1018.17,36.38,46.28,66.06,5.58,10.48,12.71,23.34,49.07,1025.41,51.42,N; Tset = 20.00; Ttrue = 019.8; T1 = 21.65; RH1 = 57.19; T2 = 23.07; RH2 = 52.04
2017.11.04_05:33:12,33.49,45.83,58.15,7.31,7.36,10.04,22.21,7.30,1018.15,38.53,47.71,59.81,6.56,10.12,11.69,23.33,49.81,1025.40,52.64,N; Tset = 20.40; Ttrue = 020.2; T1 = 21.60; RH1 = 58.74; T2 = 23.07; RH2 = 53.25
2017.11.04_05:34:16,33.98,48.29,55.91,7.25,8.03,9.46,22.20,7.35,1018.14,37.36,48.89,57.74,6.73,10.47,12.14,23.32,50.59,1025.38,53.87,N; Tset = 20.80; Ttrue = 020.6; T1 = 21.55; RH1 = 60.26; T2 = 23.06; RH2 = 54.44
2017.11.04_05:35:20,36.10,47.14,56.71,7.37,8.84,10.37,22.19,7.35,1018.15,38.66,50.16,60.82,7.20,10.42,12.86,23.31,51.39,1025.38,55.08,N; Tset = 21.20; Ttrue = 021.0; T1 = 21.52; RH1 = 61.74; T2 = 23.05; RH2 = 55.64
2017.11.04_05:36:24,36.09,46.40,56.52,6.40,7.76,11.07,22.19,7.35,1018.14,36.63,49.63,60.68,7.03,10.67,12.62,23.29,52.24,1025.37,56.31,N; Tset = 21.60; Ttrue = 021.4; T1 = 21.48; RH1 = 63.20; T2 = 23.04; RH2 = 56.84
2017.11.04_05:37:28,35.71,45.78,57.37,6.62,7.31,11.24,22.17,7.35,1018.15,38.14,49.30,60.31,6.44,9.92,11.69,23.28,53.10,1025.36,57.54,N; Tset = 22.00; Ttrue = 021.8; T1 = 21.46; RH1 = 64.63; T2 = 23.04; RH2 = 58.05
